Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,143,1216.8,1196.6662824461812,1190.6804876563328,59.85794789848285,316**2 * RBF(length_scale=1e+03) + WhiteKernel(noise_level=8.82),2510.3,Continuing
2,34,1730.2,1215.1179135602858,1214.4903620176078,6.275515426781216,316**2 * RBF(length_scale=20.1) + WhiteKernel(noise_level=2.86),2510.3,Continuing
3,21,1860.3,1438.8993644243642,1430.8890362983054,80.1032812605878,316**2 * RBF(length_scale=12.4) + WhiteKernel(noise_level=4.71),2510.3,Continuing
4,142,1340.1,1810.333594851864,1808.373341600658,19.602532512060762,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=6.8e-06),2510.3,Continuing
5,209,1309.8,1209.6670680212512,1205.1035931103045,45.63474910946751,316**2 * RBF(length_scale=1.23) + WhiteKernel(noise_level=10),2510.3,Continuing
6,254,1324.3,1327.3944020936913,1321.213172952905,61.8122914078615,316**2 * RBF(length_scale=1.29) + WhiteKernel(noise_level=10),2510.3,Continuing
7,294,1390.4,1309.9216984538334,1304.39695208895,55.24746364883504,316**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=10),2510.3,Continuing
8,297,1404.2,1389.1288715808503,1381.9028808580679,72.25990722782414,316**2 * RBF(length_scale=1.46) + WhiteKernel(noise_level=10),2510.3,Continuing
9,310,1390.4,1368.804800961762,1366.0811450269644,27.236559347976655,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
10,109,1437.3,1388.5392016947178,1386.54661720871,19.925844860079295,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
11,149,1304.3,1378.588916688803,1373.6684870358108,49.20429652992134,316**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),2510.3,Continuing
12,48,1451.7,1392.638635326052,1390.1903174421595,24.48317883892615,316**2 * RBF(length_scale=1.49) + WhiteKernel(noise_level=10),2510.3,Continuing
13,97,1420.0,1376.1090560768405,1373.0320673300687,30.769887467718608,316**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),2510.3,Continuing
14,125,1272.6,1326.436397230757,1325.0914903147668,13.449069159900278,316**2 * RBF(length_scale=1.22) + WhiteKernel(noise_level=10),2510.3,Continuing
15,230,1475.8,1396.214030880638,1383.7968336972863,124.17197183351605,316**2 * RBF(length_scale=1.25) + WhiteKernel(noise_level=10),2510.3,Continuing
16,163,1383.5,1420.6569124584762,1415.5462753504085,51.1063710806775,316**2 * RBF(length_scale=1.28) + WhiteKernel(noise_level=10),2510.3,Continuing
17,272,1555.8,1396.3124587448865,1387.9372889924716,83.75169752414784,316**2 * RBF(length_scale=1.37) + WhiteKernel(noise_level=10),2510.3,Continuing
18,51,1462.7,1427.9446946114292,1421.5185333431823,64.26161268246895,316**2 * RBF(length_scale=1.42) + WhiteKernel(noise_level=10),2510.3,Continuing
19,221,1506.8,1378.2461269913717,1374.324800875897,39.21326115474897,316**2 * RBF(length_scale=1.36) + WhiteKernel(noise_level=10),2510.3,Continuing
20,253,1414.5,1432.7761487791633,1430.1889812625323,25.87167516630993,316**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=10),2510.3,Continuing
21,190,1243.6,1295.0108391480533,1293.6744174561009,13.364216919524853,316**2 * RBF(length_scale=1.22) + WhiteKernel(noise_level=10),2510.3,Continuing
22,166,1091.4,1285.8057391266727,1275.374017993292,104.3172113338074,316**2 * RBF(length_scale=1.14) + WhiteKernel(noise_level=10),2510.3,Continuing
23,29,1254.0,1274.0735247781213,1272.9894336571087,10.840911210125725,316**2 * RBF(length_scale=1.12) + WhiteKernel(noise_level=10),2510.3,Continuing
24,241,1218.8,1231.2843448214794,1224.6226171689905,66.6172765248886,316**2 * RBF(length_scale=1.13) + WhiteKernel(noise_level=10),2510.3,Continuing
25,268,1263.6,1216.7194536426045,1209.6354242662305,70.8402937637413,316**2 * RBF(length_scale=1.13) + WhiteKernel(noise_level=10),2510.3,Continuing
26,247,1036.9,1208.9676046509273,1200.698010274085,82.695943768425,316**2 * RBF(length_scale=1.09) + WhiteKernel(noise_level=10),2510.3,Continuing
27,22,1267.8,1163.0709664955386,1158.347241198771,47.237252967677115,316**2 * RBF(length_scale=1.07) + WhiteKernel(noise_level=10),2510.3,Continuing
28,116,1010.8,1100.708851071899,1093.6237471629738,70.85103908925187,316**2 * RBF(length_scale=1.06) + WhiteKernel(noise_level=10),2510.3,Continuing
29,161,1167.2,1096.6852537143964,1093.3742864898493,33.1096722454718,316**2 * RBF(length_scale=1.04) + WhiteKernel(noise_level=10),2510.3,Continuing
30,28,1230.6,1105.8095794682504,1103.1891543428746,26.204251253757484,316**2 * RBF(length_scale=0.915) + WhiteKernel(noise_level=10),2510.3,Continuing
31,153,1194.0,1170.3912447956322,1165.719484815233,46.71759980399244,316**2 * RBF(length_scale=0.924) + WhiteKernel(noise_level=10),2510.3,Continuing
32,218,1169.2,1124.2358712829619,1115.9443408835095,82.91530399452371,316**2 * RBF(length_scale=0.927) + WhiteKernel(noise_level=10),2510.3,Continuing
33,196,1150.6,1073.8216619216068,1067.0086509116759,68.13011009930861,316**2 * RBF(length_scale=0.93) + WhiteKernel(noise_level=10),2510.3,Continuing
34,271,1061.7,1038.9208628095637,1035.6776439907458,32.43218818817878,316**2 * RBF(length_scale=0.926) + WhiteKernel(noise_level=10),2510.3,Continuing
35,182,1150.6,1021.8367424976755,1004.6596524708557,171.77090026819823,316**2 * RBF(length_scale=0.929) + WhiteKernel(noise_level=10),2510.3,Continuing
