Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,107,1309.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,87,1393.5,920.015328999073,896.981251222522,230.34077776550916,316**2 * RBF(length_scale=3.63) + WhiteKernel(noise_level=10),2510.3,Continuing
2,78,1580.1,1393.7050212226202,1393.0006448782322,7.043763443879298,316**2 * RBF(length_scale=0.001) + WhiteKernel(noise_level=10),2510.3,Continuing
3,0,1167.2,31.624357700987385,0.0,316.24357700987383,316**2 * RBF(length_scale=0.147) + WhiteKernel(noise_level=10),2510.3,Continuing
4,182,1150.6,70.25695259145016,38.649937636111474,316.07014955338684,316**2 * RBF(length_scale=0.329) + WhiteKernel(noise_level=10),2510.3,Continuing
5,85,1175.4,954.4384277876076,933.0014111503542,214.37016637253336,316**2 * RBF(length_scale=0.388) + WhiteKernel(noise_level=10),2510.3,Continuing
6,168,1258.8,1089.3976706466608,1072.5914089262658,168.06261720395057,316**2 * RBF(length_scale=0.409) + WhiteKernel(noise_level=10),2510.3,Continuing
7,258,1224.7,1060.4356516520152,1048.50635156491,119.29300087105236,316**2 * RBF(length_scale=0.425) + WhiteKernel(noise_level=10),2510.3,Continuing
8,66,1157.5,1119.2972453335,1104.241677786773,150.55567546727247,316**2 * RBF(length_scale=0.448) + WhiteKernel(noise_level=10),2510.3,Continuing
9,60,1340.8,1084.627126702398,1072.2991658806145,123.27960821783599,316**2 * RBF(length_scale=0.454) + WhiteKernel(noise_level=10),2510.3,Continuing
10,164,1282.2,1007.7820331436602,992.2656617263342,155.16371417326005,316**2 * RBF(length_scale=0.497) + WhiteKernel(noise_level=10),2510.3,Continuing
11,211,1243.0,1105.0689513701088,1094.413511843773,106.5543952633582,316**2 * RBF(length_scale=0.511) + WhiteKernel(noise_level=10),2510.3,Continuing
12,23,1207.8,1089.8057126999756,1075.4844393293693,143.21273370606355,316**2 * RBF(length_scale=0.519) + WhiteKernel(noise_level=10),2510.3,Continuing
13,70,1087.0,1083.9129421908037,1072.263112742217,116.49829448586934,316**2 * RBF(length_scale=0.531) + WhiteKernel(noise_level=10),2510.3,Continuing
14,243,1194.0,1047.224883628592,1038.2207802276746,90.04103400917282,316**2 * RBF(length_scale=0.555) + WhiteKernel(noise_level=10),2510.3,Continuing
