Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,195,1296.0,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,72,1317.0,1293.3070007697997,1293.3070007697997,20.376359745424804,316**2 * RBF(length_scale=0.978) + WhiteKernel(noise_level=10),2510.3,Continuing
2,42,1350.3,1326.3519065859095,1326.3519065859095,20.36455393204648,316**2 * RBF(length_scale=1.07) + WhiteKernel(noise_level=0.000596),2510.3,Continuing
3,284,1348.6,1356.6173604156804,1356.6173604156804,27.86673254949108,316**2 * RBF(length_scale=1.24) + WhiteKernel(noise_level=0.000106),2510.3,Continuing
4,131,1391.2,1342.106535511226,1342.106535511226,4.9024389462126114,316**2 * RBF(length_scale=0.403) + WhiteKernel(noise_level=10),2510.3,Continuing
5,58,1276.5,1345.915673906547,1345.915673906547,24.901613922734096,316**2 * RBF(length_scale=0.306) + WhiteKernel(noise_level=10),2510.3,Continuing
6,307,1344.0,1304.1610967146285,1304.1610967146285,40.559703582568645,316**2 * RBF(length_scale=0.306) + WhiteKernel(noise_level=10),2510.3,Continuing
7,133,1312.0,1323.06793973193,1323.06793973193,26.023840322782206,316**2 * RBF(length_scale=0.308) + WhiteKernel(noise_level=10),2510.3,Continuing
8,88,1294.9,1317.0990176033993,1317.0990176033993,42.01052813476777,316**2 * RBF(length_scale=0.317) + WhiteKernel(noise_level=10),2510.3,Continuing
9,145,1285.0,1311.502685340984,1311.502685340984,19.223976384103395,316**2 * RBF(length_scale=0.299) + WhiteKernel(noise_level=10),2510.3,Continuing
10,286,1297.5,1270.1502533342227,1270.1502533342227,25.997726959469684,316**2 * RBF(length_scale=0.324) + WhiteKernel(noise_level=10),2510.3,Continuing
11,95,1277.7,1253.4167992435432,1253.4167992435432,11.262608771728063,316**2 * RBF(length_scale=0.328) + WhiteKernel(noise_level=10),2510.3,Continuing
12,137,1308.0,1098.4209692786171,1098.4209692786171,82.2932186749156,316**2 * RBF(length_scale=0.324) + WhiteKernel(noise_level=10),2510.3,Continuing
13,242,1305.4,515.5063183038895,515.5063183038895,289.4396129994338,316**2 * RBF(length_scale=0.005) + WhiteKernel(noise_level=10),2510.3,Continuing
14,81,1280.8,5.691367937467011e-174,5.691367937467011e-174,316.24357700987383,316**2 * RBF(length_scale=0.378) + WhiteKernel(noise_level=10),2510.3,Continuing
15,255,1280.2,1269.463162362722,1269.463162362722,58.010871670058016,316**2 * RBF(length_scale=0.383) + WhiteKernel(noise_level=10),2510.3,Continuing
16,56,1357.9,502.2877995789313,502.2877995789313,293.442694867911,316**2 * RBF(length_scale=0.416) + WhiteKernel(noise_level=10),2510.3,Continuing
