Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,450.9135528732607,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,158,1688.1,1815.5901278039432,1813.2713381893514,23.187896145917733,316**2 * RBF(length_scale=2.24) + WhiteKernel(noise_level=10),2510.3,Continuing
3,188,1681.2,1712.4168911572456,1702.7794295073618,96.37461649883794,316**2 * RBF(length_scale=2.3) + WhiteKernel(noise_level=10),2510.3,Continuing
4,46,1798.3,1696.0696835358192,1686.2279281135552,98.41755422263918,316**2 * RBF(length_scale=2.49) + WhiteKernel(noise_level=0.00722),2510.3,Continuing
5,266,1667.4,1806.088390130659,1802.3723375341624,37.160525964965565,316**2 * RBF(length_scale=1.96) + WhiteKernel(noise_level=10),2510.3,Continuing
6,193,1784.5,1708.421406361904,1699.0773787091546,93.44027652749521,316**2 * RBF(length_scale=1.99) + WhiteKernel(noise_level=10),2510.3,Continuing
7,150,1846.5,1709.9883188574136,1695.9862116293698,140.0210722804373,316**2 * RBF(length_scale=2.02) + WhiteKernel(noise_level=10),2510.3,Continuing
8,119,1736.3,1569.5356543828966,1567.6884571756254,18.471972072711086,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
9,279,1805.2,1401.61795691722,1387.24303367838,143.749232388399,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
10,146,1722.5,1337.4798610982643,1320.1913156349929,172.88545463271532,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=10),2510.3,Continuing
11,246,1564.0,1241.4868057661606,1224.3726721093553,171.14133656805367,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,291,1577.8,1239.8464423404128,1219.6948813585568,201.51560981855891,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
13,285,1812.1,957.1460530687588,940.3136440875045,168.32408981254235,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
14,77,1653.6,463.3173004124874,432.73196872479673,305.85331687690655,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
15,142,1340.1,462.03744420912113,432.3224740590898,297.14970150031314,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
16,21,1860.3,988.2059727009163,970.7415730633579,174.64399637558373,316**2 * RBF(length_scale=1.55) + WhiteKernel(noise_level=10),2510.3,Continuing
17,287,1615.8,385.57170498230033,354.6291942999718,309.4251068232853,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
18,14,1564.0,1584.3438056345908,1580.9180177695584,34.25787865032375,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
19,173,1522.7,1561.4416322845545,1559.8475567352793,15.940755492752842,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
20,54,1429.7,1394.7210477555864,1381.6918800530557,130.29167702530597,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
21,213,1405.6,1410.7982456039315,1405.0632415277375,57.350040761939425,316**2 * RBF(length_scale=1.64) + WhiteKernel(noise_level=10),2510.3,Continuing
22,35,1357.3,1347.7061784459565,1342.5240098443262,51.82168601630239,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
23,38,1426.2,1234.6722384943578,1231.1971075534093,34.751309409485664,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
24,223,1412.5,1391.3512318871253,1383.4095398864447,79.4169200068062,316**2 * RBF(length_scale=1.6) + WhiteKernel(noise_level=10),2510.3,Continuing
25,304,1302.8,1170.6238327006408,1152.0516380211532,185.72194679487592,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
26,92,1280.7,1257.353112354966,1244.4206440975092,129.32468257456674,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
27,63,1423.8,1223.390921682398,1213.6440048117272,97.46916870670654,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
28,50,1371.4,1423.6275873932725,1421.8254728130996,18.021145801729425,316**2 * RBF(length_scale=1.6) + WhiteKernel(noise_level=10),2510.3,Continuing
29,134,1282.2,1466.3672675440073,1461.1159364554856,52.513310885217216,316**2 * RBF(length_scale=1.54) + WhiteKernel(noise_level=10),2510.3,Continuing
30,67,1438.6,1638.819447424522,1632.9855503689032,58.33897055618817,316**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=0.00799),2510.3,Continuing
31,197,1348.9,1406.6610780727704,1403.211239599972,34.49838472798354,316**2 * RBF(length_scale=1.39) + WhiteKernel(noise_level=10),2510.3,Continuing
32,53,1372.9,1388.3149743392419,1385.1680745995782,31.468997396636702,316**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),2510.3,Continuing
33,13,1299.8,1257.3824999361236,1253.7026165976679,36.79883338455748,316**2 * RBF(length_scale=1.38) + WhiteKernel(noise_level=10),2510.3,Continuing
34,52,1332.7,1274.4178780405593,1273.0218469188678,13.960311216915171,316**2 * RBF(length_scale=1.32) + WhiteKernel(noise_level=10),2510.3,Continuing
35,4,1322.1,1351.601182486466,1341.3647222727814,102.36460213684659,316**2 * RBF(length_scale=1.33) + WhiteKernel(noise_level=10),2510.3,Continuing
36,103,1314.2,1336.2895396441081,1334.3951706536718,18.94368990436205,316**2 * RBF(length_scale=1.33) + WhiteKernel(noise_level=10),2510.3,Continuing
37,301,1359.7,1316.5923417917022,1314.458773595094,21.335681966081303,316**2 * RBF(length_scale=1.32) + WhiteKernel(noise_level=10),2510.3,Continuing
38,105,1358.2,1324.604966167335,1317.1808271861491,74.24138981185969,316**2 * RBF(length_scale=1.32) + WhiteKernel(noise_level=10),2510.3,Continuing
39,98,1243.4,1284.8430095599454,1281.3473412476792,34.95668312266079,316**2 * RBF(length_scale=1.31) + WhiteKernel(noise_level=10),2510.3,Continuing
40,199,1369.5,1272.1572474803338,1271.1299598551814,10.2728762515246,316**2 * RBF(length_scale=1.08) + WhiteKernel(noise_level=10),2510.3,Continuing
41,251,1369.5,1440.3741353194466,1437.135105797516,32.39029521930651,316**2 * RBF(length_scale=1.06) + WhiteKernel(noise_level=10),2510.3,Continuing
42,120,1275.3,1348.21288930736,1346.2266309438273,19.862583635327486,316**2 * RBF(length_scale=1.02) + WhiteKernel(noise_level=10),2510.3,Continuing
43,308,1258.6,1239.9338735639528,1230.4721802642962,94.616932996566,316**2 * RBF(length_scale=1.02) + WhiteKernel(noise_level=10),2510.3,Continuing
44,94,1376.3,1254.9264817190474,1251.222760983128,37.0372073591946,316**2 * RBF(length_scale=0.994) + WhiteKernel(noise_level=10),2510.3,Continuing
45,24,1383.7,1170.317816082829,1164.8917956383273,54.26020444501678,316**2 * RBF(length_scale=1.01) + WhiteKernel(noise_level=10),2510.3,Continuing
46,155,1344.4,1212.8254745998643,1203.7996210821475,90.25853517716865,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Continuing
47,269,1368.5,1116.7589588021756,1115.005840135842,17.53118666333746,316**2 * RBF(length_scale=0.727) + WhiteKernel(noise_level=10),2510.3,Continuing
48,49,1550.3,1012.2524976456867,995.276021315397,169.76476330289762,316**2 * RBF(length_scale=0.723) + WhiteKernel(noise_level=10),2510.3,Continuing
49,262,1309.1,1429.916574623351,1420.9427568663768,89.7381775697398,316**2 * RBF(length_scale=0.688) + WhiteKernel(noise_level=0.00835),2510.3,Continuing
50,302,1311.1,1007.8487884828676,996.3471011455539,115.01687337313673,316**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=10),2510.3,Continuing
51,10,1218.4,1162.6944898247282,1144.9425796195385,177.51910205189745,316**2 * RBF(length_scale=0.705) + WhiteKernel(noise_level=10),2510.3,Continuing
52,141,1273.3,1100.3012278717883,1080.018371451944,202.82856419844424,316**2 * RBF(length_scale=0.707) + WhiteKernel(noise_level=10),2510.3,Continuing
53,311,1376.7,1212.8132009778676,1201.1869203722322,116.26280605635469,316**2 * RBF(length_scale=0.681) + WhiteKernel(noise_level=0.00711),2510.3,Continuing
54,110,1241.0,956.8804645269673,946.3086666602389,105.71797866728402,316**2 * RBF(length_scale=0.68) + WhiteKernel(noise_level=0.00711),2510.3,Continuing
55,84,1278.2,907.744100657519,893.8461438356669,138.97956821852028,316**2 * RBF(length_scale=0.708) + WhiteKernel(noise_level=10),2510.3,Continuing
56,16,1328.3,910.0157083149759,886.8681390099819,231.47569304994067,316**2 * RBF(length_scale=0.688) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
57,102,1575.5,843.7816820691069,818.831809730246,249.49872338860814,316**2 * RBF(length_scale=0.689) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
58,86,1453.8,686.6587437208295,658.2436373811795,284.1510633965009,316**2 * RBF(length_scale=0.723) + WhiteKernel(noise_level=10),2510.3,Continuing
59,2,1382.2,719.06925985038,696.3316216880613,227.3763816231869,316**2 * RBF(length_scale=0.724) + WhiteKernel(noise_level=10),2510.3,Continuing
60,135,1354.2,653.0123200278814,627.3943796301095,256.17940397771923,316**2 * RBF(length_scale=0.729) + WhiteKernel(noise_level=10),2510.3,Continuing
61,126,1391.8,405.84288662711344,378.4546527211672,273.8823390594629,316**2 * RBF(length_scale=0.694) + WhiteKernel(noise_level=0.00714),2510.3,Continuing
62,267,1352.2,359.56197461392713,329.76777505416374,297.94199559763393,316**2 * RBF(length_scale=0.726) + WhiteKernel(noise_level=10),2510.3,Continuing
63,36,1245.4,1238.5365208245066,1228.9503211830313,95.86199641475258,316**2 * RBF(length_scale=0.727) + WhiteKernel(noise_level=10),2510.3,Continuing
64,270,1300.3,1233.9080940867018,1231.0211518225415,28.869422641604274,316**2 * RBF(length_scale=0.724) + WhiteKernel(noise_level=10),2510.3,Continuing
65,165,1250.8,1398.8563969377242,1386.3798056967269,124.7659124099732,316**2 * RBF(length_scale=0.722) + WhiteKernel(noise_level=10),2510.3,Continuing
66,167,1731.7,337.53809547319133,306.7036276243589,308.34467848832463,316**2 * RBF(length_scale=0.7) + WhiteKernel(noise_level=0.00712),2510.3,Continuing
67,216,1371.1,258.60130471483455,227.56314173531564,310.38162979518887,316**2 * RBF(length_scale=0.703) + WhiteKernel(noise_level=0.00715),2510.3,Continuing
68,219,1804.2,174.74900913233674,143.39048645695834,313.5852267537839,316**2 * RBF(length_scale=0.706) + WhiteKernel(noise_level=0.00713),2510.3,Continuing
69,186,1741.8,1795.3687803402206,1791.7767492721412,35.92031068079539,316**2 * RBF(length_scale=0.736) + WhiteKernel(noise_level=10),2510.3,Continuing
70,189,1818.0,1744.8459502096366,1743.4199037268695,14.260464827671614,316**2 * RBF(length_scale=0.723) + WhiteKernel(noise_level=10),2510.3,Continuing
71,82,1746.6,1762.861583001363,1761.803282940456,10.58300060906901,316**2 * RBF(length_scale=0.694) + WhiteKernel(noise_level=0.00828),2510.3,Continuing
72,299,1777.6,1664.7179691154931,1663.2711684214883,14.468006940048316,316**2 * RBF(length_scale=0.71) + WhiteKernel(noise_level=10),2510.3,Continuing
73,278,1743.5,1684.8729785924907,1683.8104684967807,10.625100957098656,316**2 * RBF(length_scale=0.71) + WhiteKernel(noise_level=10),2510.3,Continuing
74,222,1792.1,1694.486042136455,1693.3273818079324,11.586603285225882,316**2 * RBF(length_scale=0.67) + WhiteKernel(noise_level=10),2510.3,Continuing
75,231,1547.3,1843.9507397041036,1825.2347229553488,187.16016748754697,316**2 * RBF(length_scale=0.666) + WhiteKernel(noise_level=10),2510.3,Continuing
76,121,1795.5,1780.4589796303003,1779.8695886263158,5.893910039844584,316**2 * RBF(length_scale=0.66) + WhiteKernel(noise_level=10),2510.3,Continuing
77,117,1810.0,1691.4306758294395,1688.0477302825402,33.82945546899343,316**2 * RBF(length_scale=0.657) + WhiteKernel(noise_level=10),2510.3,Continuing
78,276,1629.9,1498.7066151381346,1482.0361034827583,166.70511655376325,316**2 * RBF(length_scale=0.658) + WhiteKernel(noise_level=10),2510.3,Continuing
79,18,1592.9,1241.2321891054673,1234.5496069521469,66.8258215332043,316**2 * RBF(length_scale=0.634) + WhiteKernel(noise_level=10),2510.3,Continuing
80,12,1455.4,1353.3075833157827,1336.0363800100458,172.7120330573685,316**2 * RBF(length_scale=0.636) + WhiteKernel(noise_level=10),2510.3,Continuing
81,177,1503.4,1398.0766966463664,1387.4107751676484,106.65921478717955,316**2 * RBF(length_scale=0.638) + WhiteKernel(noise_level=10),2510.3,Continuing
82,259,1463.3,1273.3437503444845,1260.494863968078,128.48886376406375,316**2 * RBF(length_scale=0.641) + WhiteKernel(noise_level=10),2510.3,Continuing
83,309,1212.0,73.40911423217698,41.798814677757164,316.10299554419805,316**2 * RBF(length_scale=0.644) + WhiteKernel(noise_level=10),2510.3,Continuing
84,239,1144.8,915.3773437908416,894.2100841643555,211.67259626486018,316**2 * RBF(length_scale=0.645) + WhiteKernel(noise_level=10),2510.3,Continuing
85,240,1267.1,140.1962702252572,108.95135188662078,312.4491833863642,316**2 * RBF(length_scale=0.648) + WhiteKernel(noise_level=10),2510.3,Continuing
