Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,1339.141519693473,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,77,1653.6,2048.4263000925935,1612.0180409594548,145.46941971104624,316**2 * RBF(length_scale=6.14) + WhiteKernel(noise_level=10),2510.3,Continuing
3,287,1615.8,2034.4686820888282,1513.7455810214456,173.57436702246088,316**2 * RBF(length_scale=7.01) + WhiteKernel(noise_level=10),2510.3,Continuing
4,298,1040.4,1988.0020677285218,1519.1202275245507,156.29394673465703,316**2 * RBF(length_scale=5.01) + WhiteKernel(noise_level=10),2510.3,Continuing
5,246,1564.0,2100.248951960614,1711.1893351642855,129.68653893210939,316**2 * RBF(length_scale=4.79) + WhiteKernel(noise_level=10),2510.3,Continuing
6,266,1667.4,2025.784113724248,1780.0045839730624,81.92650991706186,316**2 * RBF(length_scale=4.58) + WhiteKernel(noise_level=10),2510.3,Continuing
7,146,1722.5,2047.0122932475952,1873.7702181944883,57.74735835103562,316**2 * RBF(length_scale=4) + WhiteKernel(noise_level=10),2510.3,Continuing
8,150,1846.5,2037.5199858757467,1851.0041564820647,62.17194313122735,316**2 * RBF(length_scale=4.06) + WhiteKernel(noise_level=10),2510.3,Continuing
9,188,1681.2,1912.9033301940322,1831.0213998842578,27.29397676992479,316**2 * RBF(length_scale=3.21) + WhiteKernel(noise_level=10),2510.3,Continuing
10,119,1736.3,1983.503754882866,1845.6383988903217,45.95511866418139,316**2 * RBF(length_scale=2.97) + WhiteKernel(noise_level=10),2510.3,Continuing
11,8,1683.0,1928.7491413870764,1292.8206762308337,211.9761550520809,316**2 * RBF(length_scale=3.04) + WhiteKernel(noise_level=10),2510.3,Continuing
12,216,1371.1,1969.1653641756768,1582.8643709803086,128.7669977317894,316**2 * RBF(length_scale=2.98) + WhiteKernel(noise_level=10),2510.3,Continuing
13,219,1804.2,1904.9960314456976,1482.2163703601816,140.926553695172,316**2 * RBF(length_scale=3.01) + WhiteKernel(noise_level=10),2510.3,Continuing
14,177,1503.4,1965.1167242463328,1646.850765026562,106.08865307325694,316**2 * RBF(length_scale=3.01) + WhiteKernel(noise_level=10),2510.3,Continuing
15,262,1309.1,1906.8365397682253,1640.3826706801729,88.81795636268417,316**2 * RBF(length_scale=2.68) + WhiteKernel(noise_level=10),2510.3,Continuing
16,46,1798.3,1835.7148232793904,1787.8480888033564,15.955578158678003,316**2 * RBF(length_scale=2.65) + WhiteKernel(noise_level=10),2510.3,Continuing
17,189,1818.0,1806.342442206959,1785.7474670180875,6.864991729623879,316**2 * RBF(length_scale=2.38) + WhiteKernel(noise_level=10),2510.3,Continuing
18,126,1391.8,1856.046959882778,1449.5618385374619,135.4950404484387,316**2 * RBF(length_scale=2.38) + WhiteKernel(noise_level=10),2510.3,Continuing
19,121,1795.5,1835.5095225814416,1796.3432603778128,13.055420734542926,316**2 * RBF(length_scale=2.39) + WhiteKernel(noise_level=10),2510.3,Continuing
20,117,1810.0,1819.578342946606,1781.1384641759732,12.813292923544214,316**2 * RBF(length_scale=2.4) + WhiteKernel(noise_level=10),2510.3,Continuing
21,186,1741.8,1820.6630458995612,1809.1221920908472,3.846951269571321,316**2 * RBF(length_scale=1.91) + WhiteKernel(noise_level=10),2510.3,Continuing
22,157,1779.7,2048.1236205144255,1271.925061795002,258.73285290647453,316**2 * RBF(length_scale=1.95) + WhiteKernel(noise_level=10),2510.3,Continuing
23,93,1755.2,2089.778837755299,1633.9993935824605,151.9264813909461,316**2 * RBF(length_scale=1.97) + WhiteKernel(noise_level=10),2510.3,Continuing
24,240,1267.1,1969.8212311975917,1286.7360908816263,227.6950467719885,316**2 * RBF(length_scale=1.98) + WhiteKernel(noise_level=10),2510.3,Continuing
25,123,1729.4,1942.2157896726997,1491.069634279627,150.38205179769088,316**2 * RBF(length_scale=2.03) + WhiteKernel(noise_level=10),2510.3,Continuing
26,180,1182.0,2047.8414542874277,1307.305887341708,246.84518898190655,316**2 * RBF(length_scale=2.02) + WhiteKernel(noise_level=10),2510.3,Continuing
27,201,1586.7,1892.3363245316245,1672.7913095882632,73.18167164778708,316**2 * RBF(length_scale=2.03) + WhiteKernel(noise_level=10),2510.3,Continuing
28,236,1019.7,1906.9723821275957,1109.4474093513218,265.8416575920913,316**2 * RBF(length_scale=2.02) + WhiteKernel(noise_level=10),2510.3,Continuing
29,40,2157.3,1855.4041936985573,1103.2231691367012,250.72700818728538,316**2 * RBF(length_scale=2.13) + WhiteKernel(noise_level=10),2510.3,Continuing
30,306,2510.3,2051.1238604658456,1413.8132093610711,212.43688370159154,316**2 * RBF(length_scale=2.08) + WhiteKernel(noise_level=10),2510.3,Max yield strength reached
