Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Max Yield Strength in Dataset,Stopping Reason
0,234,1212.6,,,,2510.3,Initial selection
1,143,1216.8,1208.7076491311882,1190.7995557049808,5.969364475402462,2510.3,Continuing
2,161,1167.2,1220.3512334948957,1211.785238528515,2.8553316554602652,2510.3,Continuing
3,209,1309.8,1214.7914388312995,1196.6374955109447,6.0513144401182775,2510.3,Continuing
4,29,1254.0,1255.6532887286487,1233.768735447514,7.294851093711552,2510.3,Continuing
5,254,1324.3,1271.9218055980198,1254.0851014718357,5.945568042061374,2510.3,Continuing
6,125,1272.6,1269.937293941164,1255.97253066899,4.654921090724634,2510.3,Continuing
7,190,1243.6,1264.2263616839518,1252.4948620028395,3.910499893704154,2510.3,Continuing
8,294,1390.4,1217.0250566524892,1201.6724040785941,5.117550857965032,2510.3,Continuing
9,310,1390.4,1292.0780707874965,1260.6976943732059,10.460125471430212,2510.3,Continuing
10,109,1437.3,1359.563529406902,1337.5881970707755,7.325110778708856,2510.3,Continuing
11,48,1451.7,1322.2139000005993,1298.639247360245,7.858217546784754,2510.3,Continuing
12,297,1404.2,1295.4966108436088,1268.1427907798725,9.117940021245465,2510.3,Continuing
13,97,1420.0,1173.406022982827,1137.6853038979204,11.906906361635517,2510.3,Continuing
14,149,1304.3,1207.6941247235916,1181.817563476095,8.625520415832167,2510.3,Continuing
15,163,1383.5,1202.6295540924377,1148.455681891232,18.057957400401953,2510.3,Continuing
16,230,1475.8,1351.4221746131939,1317.4778596719452,11.31477164708291,2510.3,Continuing
17,221,1506.8,1313.792232000436,1281.239026065974,10.851068644820604,2510.3,Continuing
18,253,1414.5,1404.533939359349,1380.4080984239984,8.041946978450193,2510.3,Continuing
19,28,1230.6,1100.5121538448816,1085.4671058000063,5.015016014958475,2510.3,Continuing
20,153,1194.0,1144.56928054346,1122.3306896429294,7.412863633510226,2510.3,Continuing
21,241,1218.8,1150.5496601354048,1106.654445605288,14.631738176705587,2510.3,Continuing
22,268,1263.6,1083.2531802842218,1041.6568561580445,13.865441375392392,2510.3,Continuing
23,271,1061.7,1136.769345973706,1085.079651108846,17.22989828828669,2510.3,Continuing
24,116,1010.8,1096.814801531031,1060.1834232329084,12.210459432707548,2510.3,Continuing
25,247,1036.9,1063.0716270541204,1045.8090682571683,5.754186265650721,2510.3,Continuing
26,272,1555.8,1033.1792928604864,973.4215824169269,19.919236814519852,2510.3,Continuing
27,51,1462.7,1253.3118430380093,1210.5311411154626,14.26023397418225,2510.3,Continuing
28,218,1169.2,1070.5549881299407,1035.6163167188474,11.646223803697739,2510.3,Continuing
29,22,1267.8,1090.4101084109761,1054.7924268131667,11.87256053260318,2510.3,Continuing
30,166,1091.4,1202.9950616067842,1163.8653152974048,13.043248769793188,2510.3,Continuing
31,196,1150.6,1074.9169075378286,1047.1616771027275,9.251743478367048,2510.3,Continuing
32,182,1150.6,1000.9687878923714,937.1085143297202,21.28675785421711,2510.3,Continuing
33,60,1340.8,1138.0318716786437,1110.8759369727852,9.051978235286203,2510.3,Continuing
