Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,665.313406933312,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,119,1736.3,1835.517174765509,1800.4592788154548,43.8223699375678,316**2 * RBF(length_scale=4.27) + WhiteKernel(noise_level=10),2510.3,Continuing
3,188,1681.2,1838.4297606320592,1796.3477727040606,52.60248490999818,316**2 * RBF(length_scale=3.19) + WhiteKernel(noise_level=10),2510.3,Continuing
4,46,1798.3,1818.7472423977347,1767.1250343411284,64.52776007075796,316**2 * RBF(length_scale=3.44) + WhiteKernel(noise_level=10),2510.3,Continuing
5,150,1846.5,1805.6351137667673,1738.2247619066293,84.26293982517251,316**2 * RBF(length_scale=3.57) + WhiteKernel(noise_level=10),2510.3,Continuing
6,266,1667.4,1807.6996499464915,1791.3655638100236,20.41760767058484,316**2 * RBF(length_scale=2.45) + WhiteKernel(noise_level=10),2510.3,Continuing
7,193,1784.5,1822.6481504198416,1763.8696698015813,73.47310077282556,316**2 * RBF(length_scale=2.48) + WhiteKernel(noise_level=10),2510.3,Continuing
8,158,1688.1,1785.7830708250115,1779.3067585357678,8.095390361554475,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
9,279,1805.2,1502.2424195890949,1387.2430336783666,143.74923238841046,316**2 * RBF(length_scale=1.35) + WhiteKernel(noise_level=10),2510.3,Continuing
10,146,1722.5,1458.499679341184,1320.1913156350201,172.88545463270472,316**2 * RBF(length_scale=1.41) + WhiteKernel(noise_level=10),2510.3,Continuing
11,246,1564.0,1361.2857447963142,1224.3726761607013,171.1413357945161,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
12,291,1577.8,1380.9073210990693,1219.6948240068577,201.51562136526456,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
13,285,1812.1,1074.972915937534,940.3136440875044,168.324089812537,316**2 * RBF(length_scale=1.5) + WhiteKernel(noise_level=10),2510.3,Continuing
