Iteration,Experiment Index,Observed Yield Strength,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Yield Strength in Dataset,Stopping Reason
0,215,1688.1,,,,316**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),2510.3,Initial selection
1,33,1819.0,1032.8560138933997,420.2850022932534,306.28550580007317,316**2 * RBF(length_scale=5.29) + WhiteKernel(noise_level=10),2510.3,Continuing
2,285,1812.1,1920.7503232712559,1744.2561569736986,88.24708314877866,316**2 * RBF(length_scale=6.73) + WhiteKernel(noise_level=10),2510.3,Continuing
3,77,1653.6,1926.24563573547,1694.8372498790789,115.70419292819552,316**2 * RBF(length_scale=6.8) + WhiteKernel(noise_level=10),2510.3,Continuing
4,291,1577.8,1916.9153422057002,1708.4145372901326,104.25040245778384,316**2 * RBF(length_scale=5.96) + WhiteKernel(noise_level=10),2510.3,Continuing
5,146,1722.5,1909.4233267346624,1838.188431290166,35.6174477222482,316**2 * RBF(length_scale=4.41) + WhiteKernel(noise_level=10),2510.3,Continuing
6,188,1681.2,1891.6411901221445,1803.7389998502017,43.951095135971364,316**2 * RBF(length_scale=4.34) + WhiteKernel(noise_level=10),2510.3,Continuing
7,266,1667.4,1932.8156936372495,1771.7169372946655,80.54937817129196,316**2 * RBF(length_scale=4.28) + WhiteKernel(noise_level=10),2510.3,Continuing
8,119,1736.3,1923.0414832796648,1853.8320604950495,34.6047113923076,316**2 * RBF(length_scale=4.3) + WhiteKernel(noise_level=10),2510.3,Continuing
9,158,1688.1,1790.2085468021642,1780.645471586926,4.781537607619071,316**2 * RBF(length_scale=1.56) + WhiteKernel(noise_level=10),2510.3,Continuing
10,46,1798.3,2049.648485168085,1965.4984090206362,42.0750380737242,316**2 * RBF(length_scale=1.54) + WhiteKernel(noise_level=10),2510.3,Continuing
11,279,1805.2,1737.0496062435745,1507.1552411033226,114.94718257012595,316**2 * RBF(length_scale=1.53) + WhiteKernel(noise_level=10),2510.3,Continuing
12,193,1784.5,1753.642519081197,1638.319563232848,57.661477924174505,316**2 * RBF(length_scale=1.47) + WhiteKernel(noise_level=0.00741),2510.3,Continuing
13,150,1846.5,1755.4265787774364,1427.2843501279,164.0711143247681,316**2 * RBF(length_scale=1.52) + WhiteKernel(noise_level=10),2510.3,Continuing
14,246,1564.0,1570.8371243304182,1266.1542990487983,152.3414126408099,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
15,142,1340.1,1026.6218770596638,432.32247405902183,297.14970150032104,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
16,21,1860.3,1320.0295658145183,970.7415730633095,174.64399637560436,316**2 * RBF(length_scale=1.55) + WhiteKernel(noise_level=10),2510.3,Continuing
17,287,1615.8,973.4794079466071,354.6291943000417,309.4251068232827,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
18,35,1357.3,1719.9217595249468,1511.272463392274,104.32464806633642,316**2 * RBF(length_scale=1.63) + WhiteKernel(noise_level=10),2510.3,Continuing
19,54,1429.7,1738.0102516167058,1503.2502461355107,117.38000274059752,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
20,14,1564.0,1612.0437277235646,1553.1033685964912,29.470179563536693,316**2 * RBF(length_scale=1.62) + WhiteKernel(noise_level=10),2510.3,Continuing
21,173,1522.7,1562.8045173776086,1541.49879489274,10.652861242434275,316**2 * RBF(length_scale=1.65) + WhiteKernel(noise_level=10),2510.3,Continuing
22,167,1731.7,1605.014751102794,1177.630205583932,213.6922727594311,316**2 * RBF(length_scale=1.69) + WhiteKernel(noise_level=10),2510.3,Continuing
23,126,1391.8,1492.1972836449254,1124.8854479116703,183.65591786662748,316**2 * RBF(length_scale=1.7) + WhiteKernel(noise_level=10),2510.3,Continuing
24,92,1280.7,1559.5609784645271,1205.1838164279907,177.18858101826825,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
25,216,1371.1,1478.619596306878,1017.7675789169754,230.42600869495138,316**2 * RBF(length_scale=1.73) + WhiteKernel(noise_level=10),2510.3,Continuing
26,102,1575.5,1501.448065876544,1328.4664273604117,86.49081925806615,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
27,110,1241.0,1454.4503445891069,1252.19848239765,101.12593109572845,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
28,213,1405.6,1427.3287229681348,1333.7254087934634,46.80165708733569,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
29,67,1438.6,1371.995870476612,1080.3483136131701,145.8237784317209,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
30,304,1302.8,1463.5101985519555,1329.0545525788498,67.22782298655282,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
31,105,1358.2,1434.7141012255727,1239.7312169641223,97.49144213072522,316**2 * RBF(length_scale=1.72) + WhiteKernel(noise_level=10),2510.3,Continuing
32,311,1376.7,1434.7226601947389,1265.242509395819,84.7400753994599,316**2 * RBF(length_scale=1.73) + WhiteKernel(noise_level=10),2510.3,Continuing
33,141,1273.3,1443.7950817735928,1354.4612600100102,44.666910881791345,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
34,197,1348.9,1425.6968743140924,1341.6435875296183,42.02664339223702,316**2 * RBF(length_scale=1.71) + WhiteKernel(noise_level=10),2510.3,Continuing
35,53,1372.9,1374.1958648281775,1334.0043910229178,20.09573690262988,316**2 * RBF(length_scale=1.68) + WhiteKernel(noise_level=10),2510.3,Continuing
36,98,1243.4,1392.8804842577294,1339.973538013619,26.453473122055232,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
37,302,1311.1,1457.2281476324822,1293.3682857316248,81.92993095042867,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
38,165,1250.8,1416.527814334482,1014.3564626209309,201.08567585677554,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
39,103,1314.2,1367.918649937592,1276.381209730902,45.76872010334501,316**2 * RBF(length_scale=1.59) + WhiteKernel(noise_level=10),2510.3,Continuing
40,308,1258.6,1369.415360006273,1317.3522822448222,26.031538880725385,316**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),2510.3,Continuing
41,301,1359.7,1359.6208420255796,1318.5530557322434,20.53389314666814,316**2 * RBF(length_scale=1.57) + WhiteKernel(noise_level=10),2510.3,Continuing
42,52,1332.7,1350.4882438581888,1328.3191212921206,11.084561283034104,316**2 * RBF(length_scale=1.57) + WhiteKernel(noise_level=10),2510.3,Continuing
