Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.110000,0.005211,-221.604095,-0.009136,-0.004475,-0.113659,0.023179,0.001181,-1.136585,-221.604095,-0.113650,0.000000
0.120000,0.009682,-221.559616,-0.009127,-0.004475,-0.113659,0.043066,0.002194,-1.136585,-221.559616,-0.113650,0.000000
0.130000,0.018623,-221.648575,-0.009145,-0.004475,-0.113659,0.082841,0.004220,-1.136585,-221.648575,-0.113650,0.000000
0.140000,0.026070,-221.604095,-0.009123,-0.004475,-0.113659,0.115964,0.005907,-1.136585,-221.604095,-0.113650,0.000000
0.150000,0.024208,-221.559616,-0.009132,-0.004475,-0.113659,0.107683,0.005486,-1.136585,-221.559616,-0.113650,0.000000
0.160000,0.017128,-221.648575,-0.009123,-0.004475,-0.113659,0.076189,0.003881,-1.136585,-221.648575,-0.113650,0.000000
0.170000,0.023834,-221.604095,-0.009123,-0.004475,-0.113659,0.106020,0.005401,-1.136585,-221.604095,-0.113650,0.000000
0.180000,0.018250,-221.648575,-0.009127,-0.004475,-0.113659,0.081178,0.004135,-1.136585,-221.648575,-0.113650,0.000000
0.190000,0.023087,-221.648575,-0.009132,-0.004475,-0.113659,0.102694,0.005231,-1.136585,-221.648575,-0.113650,0.000000
0.200000,0.028305,-221.604095,-0.009136,-0.004475,-0.113659,0.125907,0.006414,-1.136585,-221.604095,-0.113650,0.000000
0.210000,0.022713,-221.604095,-0.009136,-0.004475,-0.113659,0.101031,0.005147,-1.136585,-221.604095,-0.113650,0.000000
0.220000,0.023460,-221.604095,-0.009127,-0.004475,-0.113659,0.104357,0.005316,-1.136585,-221.604095,-0.113650,0.000000
0.230000,0.028305,-221.559616,-0.009127,-0.004475,-0.113659,0.125907,0.006414,-1.136585,-221.559616,-0.113650,0.000000
0.240000,0.018250,-221.604095,-0.009132,-0.004475,-0.113659,0.081178,0.004135,-1.136585,-221.604095,-0.113650,0.000000
0.250000,0.015640,-221.604095,-0.009110,-0.004475,-0.113659,0.069571,0.003544,-1.136585,-221.604095,-0.113650,0.000000
0.260000,0.020485,-221.604095,-0.009132,-0.004475,-0.113659,0.091121,0.004642,-1.136585,-221.604095,-0.113650,0.000000
0.270000,0.016754,-221.604095,-0.009119,-0.004475,-0.113659,0.074526,0.003797,-1.136585,-221.604095,-0.113650,0.000000
0.280000,0.021225,-221.559616,-0.009123,-0.004475,-0.113659,0.094413,0.004810,-1.136585,-221.559616,-0.113650,0.000000
0.290000,0.016014,-221.648575,-0.009132,-0.004475,-0.113659,0.071234,0.003629,-1.136585,-221.648575,-0.113650,0.000000
0.300000,0.011543,-221.604095,-0.009123,-0.004475,-0.113659,0.051347,0.002616,-1.136585,-221.604095,-0.113650,0.000000
0.310000,0.020851,-221.604095,-0.009136,-0.004475,-0.113659,0.092750,0.004725,-1.136585,-221.604095,-0.113650,0.000000
0.320000,0.017502,-221.604095,-0.009127,-0.004475,-0.113659,0.077852,0.003966,-1.136585,-221.604095,-0.113650,0.000000
0.330000,0.021599,-221.604095,-0.009136,-0.004475,-0.113659,0.096076,0.004894,-1.136585,-221.604095,-0.113650,0.000000
0.340000,0.016388,-221.604095,-0.009123,-0.004475,-0.113659,0.072897,0.003714,-1.136585,-221.604095,-0.113650,0.000000
0.350000,0.018990,-221.559616,-0.009119,-0.004475,-0.113659,0.084470,0.004303,-1.136585,-221.559616,-0.113650,0.000000
0.360000,0.020851,-221.648575,-0.009123,-0.004475,-0.113659,0.092750,0.004725,-1.136585,-221.648575,-0.113650,0.000000
0.370000,0.018250,-221.559616,-0.009132,-0.004475,-0.113659,0.081178,0.004135,-1.136585,-221.559616,-0.113650,0.000000
0.380000,0.029419,-221.604095,-0.009127,-0.004475,-0.113659,0.130862,0.006666,-1.136585,-221.604095,-0.113650,0.000000
0.390000,0.024948,-221.648575,-0.009136,-0.004475,-0.113659,0.110975,0.005653,-1.136585,-221.648575,-0.113563,0.000000
0.400000,0.011917,-221.604095,-0.009123,-0.004475,-0.113659,0.053010,0.002700,-1.136585,-221.604095,-0.113407,0.000000
0.410000,0.004471,-221.604095,-0.009123,-0.004474,-0.113641,0.019887,0.001013,-1.136415,-221.604095,-0.113234,0.000000
0.420000,0.013405,-221.604095,-0.009136,-0.004472,-0.113589,0.059628,0.003038,-1.135892,-221.604095,-0.113078,0.000000
0.430000,0.012665,-221.604095,-0.009127,-0.004468,-0.113494,0.056336,0.002870,-1.134939,-221.604095,-0.112904,0.000000
0.440000,0.020851,-221.648575,-0.009136,-0.004463,-0.113355,0.092750,0.004725,-1.133550,-221.648575,-0.112731,0.000000
0.450000,0.029793,-221.648575,-0.009115,-0.004456,-0.113182,0.132525,0.006751,-1.131816,-221.648575,-0.112575,0.000000
0.460000,0.024574,-221.648575,-0.009119,-0.004448,-0.112991,0.109312,0.005569,-1.129908,-221.648575,-0.112401,0.000000
0.470000,0.024948,-221.604095,-0.009119,-0.004441,-0.112800,0.110975,0.005653,-1.128001,-221.604095,-0.112228,0.000000
