Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.11,-0.106499,-1280.072754,-0.013655,-0.008453,-0.214706,-0.47373,-0.024133,-2.147065,-1280.072754,-0.21442,0
0.12,-0.114693,-1280.072754,-0.013633,-0.008453,-0.214706,-0.510179,-0.02599,-2.147065,-1280.072754,-0.21442,0
0.13,-0.106873,-1280.02832,-0.013646,-0.008453,-0.214706,-0.475393,-0.024218,-2.147065,-1280.02832,-0.21442,0
0.14,-0.104637,-1280.11731,-0.013633,-0.008453,-0.214706,-0.465449,-0.023711,-2.147065,-1280.11731,-0.21442,0
0.15,-0.101662,-1280.02832,-0.013637,-0.008453,-0.214706,-0.452214,-0.023037,-2.147065,-1280.02832,-0.21442,0
0.16,-0.113579,-1280.072754,-0.013629,-0.008453,-0.214706,-0.505224,-0.025737,-2.147065,-1280.072754,-0.21442,0
0.17,-0.116554,-1279.983887,-0.013629,-0.008453,-0.214706,-0.518459,-0.026412,-2.147065,-1279.983887,-0.21442,0
0.18,-0.112457,-1280.02832,-0.013633,-0.008453,-0.214706,-0.500235,-0.025483,-2.147065,-1280.02832,-0.21442,0
0.19,-0.104263,-1280.072754,-0.013624,-0.008453,-0.214706,-0.463786,-0.023626,-2.147065,-1280.072754,-0.21442,0
0.2,-0.109482,-1280.072754,-0.013646,-0.008453,-0.214706,-0.486999,-0.024809,-2.147065,-1280.072754,-0.21442,0
0.21,-0.10054,-1280.02832,-0.013611,-0.008453,-0.214706,-0.447225,-0.022783,-2.147065,-1280.02832,-0.21442,0
0.22,-0.112457,-1280.02832,-0.013646,-0.008453,-0.214706,-0.500235,-0.025483,-2.147065,-1280.02832,-0.21442,0
0.23,-0.109848,-1280.02832,-0.013637,-0.008453,-0.214706,-0.488628,-0.024892,-2.147065,-1280.02832,-0.21442,0
0.24,-0.110596,-1280.02832,-0.013637,-0.008453,-0.214706,-0.491954,-0.025061,-2.147065,-1280.02832,-0.21442,0
0.25,-0.102776,-1280.02832,-0.01365,-0.008453,-0.214706,-0.457169,-0.023289,-2.147065,-1280.02832,-0.21442,0
0.26,-0.112457,-1280.072754,-0.013659,-0.008453,-0.214706,-0.500235,-0.025483,-2.147065,-1280.072754,-0.21442,0
0.27,-0.118042,-1280.02832,-0.013659,-0.008453,-0.214706,-0.525077,-0.026749,-2.147065,-1280.02832,-0.21442,0
0.28,-0.106499,-1280.02832,-0.013629,-0.008453,-0.214706,-0.47373,-0.024133,-2.147065,-1280.02832,-0.21442,0
0.29,-0.11097,-1280.02832,-0.013624,-0.008453,-0.214706,-0.493617,-0.025146,-2.147065,-1280.02832,-0.21442,0
0.3,-0.109482,-1280.02832,-0.013633,-0.008453,-0.214706,-0.486999,-0.024809,-2.147065,-1280.02832,-0.21442,0
0.31,-0.10836,-1280.02832,-0.013633,-0.008453,-0.214706,-0.482011,-0.024555,-2.147065,-1280.02832,-0.21442,0
0.32,-0.10054,-1280.11731,-0.01365,-0.008453,-0.214706,-0.447225,-0.022783,-2.147065,-1280.11731,-0.21442,0
0.33,-0.102402,-1280.072754,-0.013642,-0.008453,-0.214706,-0.455506,-0.023205,-2.147065,-1280.072754,-0.21442,0
0.34,-0.103149,-1280.072754,-0.01365,-0.008453,-0.214706,-0.458832,-0.023374,-2.147065,-1280.072754,-0.21442,0
0.35,-0.102776,-1280.072754,-0.013663,-0.008453,-0.214706,-0.457169,-0.023289,-2.147065,-1280.072754,-0.21442,0
0.36,-0.10762,-1280.02832,-0.013642,-0.008453,-0.214706,-0.478719,-0.024387,-2.147065,-1280.02832,-0.21442,0
0.37,-0.113205,-1280.11731,-0.013629,-0.008453,-0.214706,-0.503561,-0.025653,-2.147065,-1280.11731,-0.21442,0
0.38,-0.112831,-1279.983887,-0.01365,-0.008453,-0.214706,-0.501898,-0.025568,-2.147065,-1279.983887,-0.21442,0
0.39,-0.117302,-1280.072754,-0.01362,-0.008453,-0.214706,-0.521785,-0.026581,-2.147065,-1280.072754,-0.21442,0
0.4,-0.106873,-1280.02832,-0.013642,-0.008453,-0.214706,-0.475393,-0.024218,-2.147065,-1280.02832,-0.214299,0
0.41,-0.040588,-1280.072754,-0.01365,-0.008453,-0.214699,-0.180546,-0.009197,-2.146989,-1280.072754,-0.214143,0
0.42,-0.032394,-1280.11731,-0.013629,-0.008451,-0.214664,-0.144098,-0.007341,-2.146641,-1280.11731,-0.213971,0
0.43,-0.032768,-1280.02832,-0.013624,-0.008449,-0.214594,-0.14576,-0.007425,-2.145945,-1280.02832,-0.213813,0
0.44,-0.049896,-1280.11731,-0.013629,-0.008444,-0.214473,-0.22195,-0.011307,-2.144733,-1280.11731,-0.213641,0
0.45,-0.042824,-1280.11731,-0.013629,-0.008437,-0.214299,-0.19049,-0.009704,-2.142992,-1280.11731,-0.213467,0
0.46,-0.04171,-1280.11731,-0.013624,-0.008428,-0.214066,-0.185535,-0.009452,-2.140661,-1280.11731,-0.213311,0
0.47,-0.061073,-1280.02832,-0.013642,-0.008418,-0.213822,-0.271668,-0.013839,-2.138223,-1280.02832,-0.213138,0
0.48,-0.045807,-1279.983887,-0.013637,-0.00841,-0.213606,-0.203759,-0.01038,-2.136059,-1279.983887,-0.212982,0
0.49,-0.024208,-1280.02832,-0.01365,-0.008402,-0.213415,-0.107683,-0.005486,-2.134151,-1280.02832,-0.212808,0
0.5,-0.025696,-1280.072754,-0.013646,-0.008396,-0.21325,-0.114301,-0.005823,-2.132501,-1280.072754,-0.212634,0
0.51,-0.032028,-1280.02832,-0.013629,-0.00839,-0.213111,-0.142469,-0.007258,-2.131108,-1280.02832,-0.212478,0
0.52,-0.030907,-1280.072754,-0.013633,-0.008385,-0.21299,-0.13748,-0.007004,-2.129897,-1280.072754,-0.212305,0
0.53,-0.039848,-1280.072754,-0.013624,-0.008381,-0.212869,-0.177254,-0.00903,-2.128685,-1280.072754,-0.212149,0
0.54,-0.039848,-1280.11731,-0.013629,-0.008375,-0.212722,-0.177254,-0.00903,-2.127217,-1280.11731,-0.211975,0
0.55,-0.065536,-1279.983887,-0.013646,-0.008368,-0.212557,-0.291521,-0.014851,-2.125567,-1279.983887,-0.211801,0
0.56,-0.081177,-1280.02832,-0.01365,-0.008362,-0.212392,-0.361092,-0.018395,-2.123917,-1280.02832,-0.211645,0
