Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.210000,-0.056976,-1293.950806,-0.007179,-0.004065,-0.103261,-0.253443,-0.012911,-1.032610,-1293.950806,-0.103054,0.000000
0.220000,-0.023087,-1293.906372,-0.007170,-0.004065,-0.103261,-0.102694,-0.005231,-1.032610,-1293.906372,-0.103054,0.000000
0.230000,-0.053993,-1293.950806,-0.007170,-0.004066,-0.103270,-0.240174,-0.012235,-1.032701,-1293.950806,-0.103054,0.000000
0.240000,-0.035004,-1293.906372,-0.007179,-0.004065,-0.103261,-0.155704,-0.007932,-1.032610,-1293.906372,-0.103054,0.000000
0.250000,-0.013405,-1293.906372,-0.007179,-0.004065,-0.103261,-0.059628,-0.003038,-1.032610,-1293.906372,-0.103054,0.000000
0.260000,-0.034256,-1293.950806,-0.007192,-0.004065,-0.103261,-0.152378,-0.007763,-1.032610,-1293.950806,-0.103054,0.000000
0.270000,-0.039101,-1293.906372,-0.007192,-0.004065,-0.103261,-0.173928,-0.008860,-1.032610,-1293.906372,-0.103054,0.000000
0.280000,-0.038727,-1293.906372,-0.007187,-0.004065,-0.103261,-0.172265,-0.008776,-1.032610,-1293.906372,-0.103054,0.000000
0.290000,-0.048782,-1293.906372,-0.007170,-0.004065,-0.103261,-0.216995,-0.011054,-1.032610,-1293.906372,-0.103054,0.000000
0.300000,-0.050644,-1293.906372,-0.007179,-0.004065,-0.103261,-0.225275,-0.011476,-1.032610,-1293.906372,-0.103054,0.000000
0.310000,-0.040215,-1293.906372,-0.007187,-0.004066,-0.103270,-0.178883,-0.009113,-1.032701,-1293.906372,-0.103054,0.000000
0.320000,-0.046921,-1293.861938,-0.007196,-0.004065,-0.103261,-0.208714,-0.010632,-1.032610,-1293.861938,-0.103054,0.000000
0.330000,-0.029419,-1293.950806,-0.007179,-0.004065,-0.103261,-0.130862,-0.006666,-1.032610,-1293.950806,-0.103054,0.000000
0.340000,-0.041702,-1293.861938,-0.007187,-0.004066,-0.103270,-0.185501,-0.009450,-1.032701,-1293.861938,-0.103054,0.000000
0.350000,-0.038353,-1293.906372,-0.007183,-0.004065,-0.103261,-0.170603,-0.008691,-1.032610,-1293.906372,-0.103054,0.000000
0.360000,-0.029793,-1293.950806,-0.007183,-0.004065,-0.103261,-0.132525,-0.006751,-1.032610,-1293.950806,-0.103054,0.000000
0.370000,-0.043198,-1293.906372,-0.007166,-0.004065,-0.103261,-0.192153,-0.009789,-1.032610,-1293.906372,-0.103054,0.000000
0.380000,-0.035004,-1293.995361,-0.007179,-0.004065,-0.103261,-0.155704,-0.007932,-1.032610,-1293.995361,-0.103054,0.000000
0.390000,-0.029419,-1293.861938,-0.007174,-0.004066,-0.103270,-0.130862,-0.006666,-1.032701,-1293.861938,-0.103035,0.000000
0.400000,-0.030907,-1293.950806,-0.007179,-0.004065,-0.103244,-0.137480,-0.007004,-1.032444,-1293.950806,-0.102863,0.000000
0.410000,-0.006332,-1293.950806,-0.007179,-0.004063,-0.103191,-0.028168,-0.001435,-1.031914,-1293.950806,-0.102707,0.000000
0.420000,-0.000748,-1293.861938,-0.007183,-0.004059,-0.103105,-0.003326,-0.000169,-1.031051,-1293.861938,-0.102533,0.000000
0.430000,-0.020111,-1293.906372,-0.007187,-0.004054,-0.102975,-0.089459,-0.004557,-1.029749,-1293.906372,-0.102359,0.000000
0.440000,0.008194,-1293.906372,-0.007179,-0.004047,-0.102802,0.036449,0.001857,-1.028023,-1293.906372,-0.102203,0.000000
0.450000,0.018990,-1293.906372,-0.007161,-0.004040,-0.102612,0.084470,0.004303,-1.026115,-1293.906372,-0.102030,0.000000
0.460000,0.018990,-1293.906372,-0.007192,-0.004033,-0.102437,0.084470,0.004303,-1.024374,-1293.906372,-0.101874,0.000000
0.470000,0.018250,-1293.950806,-0.007183,-0.004026,-0.102263,0.081178,0.004135,-1.022633,-1293.950806,-0.101700,0.000000
0.480000,0.025322,-1293.906372,-0.007179,-0.004020,-0.102107,0.112638,0.005738,-1.021074,-1293.906372,-0.101528,0.000000
0.490000,0.017876,-1293.861938,-0.007174,-0.004013,-0.101942,0.079515,0.004051,-1.019424,-1293.861938,-0.101370,0.000000
0.500000,0.027557,-1293.906372,-0.007179,-0.004007,-0.101779,0.122581,0.006245,-1.017789,-1293.906372,-0.101197,0.000000
0.510000,0.028671,-1293.906372,-0.007192,-0.004000,-0.101588,0.127536,0.006497,-1.015881,-1293.906372,-0.101042,0.000000
0.520000,0.015266,-1293.950806,-0.007174,-0.003992,-0.101397,0.067908,0.003459,-1.013973,-1293.950806,-0.100867,0.000000
0.530000,0.002235,-1293.950806,-0.007187,-0.003986,-0.101232,0.009944,0.000507,-1.012323,-1293.950806,-0.100695,0.000000
0.540000,0.006706,-1293.906372,-0.007187,-0.003980,-0.101102,0.029831,0.001520,-1.011021,-1293.906372,-0.100539,0.000000
0.550000,0.008934,-1293.861938,-0.007179,-0.003976,-0.100998,0.039741,0.002024,-1.009977,-1293.861938,-0.100365,0.000000
0.560000,0.032021,-1293.906372,-0.007209,-0.003973,-0.100902,0.142435,0.007256,-1.009023,-1293.906372,-0.100209,0.000000
0.570000,0.022339,-1293.906372,-0.007183,-0.003968,-0.100798,0.099368,0.005062,-1.007978,-1293.906372,-0.100035,0.000000
0.580000,-0.013031,-1293.950806,-0.007187,-0.003963,-0.100668,-0.057965,-0.002953,-1.006676,-1293.950806,-0.099862,0.000000
0.590000,-0.004837,-1293.950806,-0.007183,-0.003959,-0.100556,-0.021516,-0.001096,-1.005556,-1293.950806,-0.099706,0.000000
0.600000,0.000374,-1293.906372,-0.007183,-0.003955,-0.100469,0.001663,0.000085,-1.004693,-1293.906372,-0.099532,0.000000
0.610000,0.008934,-1293.906372,-0.007187,-0.003952,-0.100374,0.039741,0.002024,-1.003739,-1293.906372,-0.099376,0.000000
0.620000,-0.009682,-1293.906372,-0.007174,-0.003948,-0.100269,-0.043066,-0.002194,-1.002694,-1293.906372,-0.099202,0.000000
0.630000,-0.018990,-1293.950806,-0.007187,-0.003942,-0.100139,-0.084470,-0.004303,-1.001392,-1293.950806,-0.099030,0.000000
0.640000,-0.003723,-1293.906372,-0.007183,-0.003936,-0.099965,-0.016561,-0.000844,-0.999651,-1293.906372,-0.098874,0.000000
0.650000,-0.000000,-1293.906372,-0.007170,-0.003927,-0.099749,-0.000000,-0.000000,-0.997486,-1293.906372,-0.098699,0.000000
0.660000,-0.012291,-1293.906372,-0.007174,-0.003919,-0.099541,-0.054673,-0.002785,-0.995412,-1293.906372,-0.098544,0.000000
0.670000,-0.010429,-1293.906372,-0.007166,-0.003912,-0.099376,-0.046392,-0.002363,-0.993762,-1293.906372,-0.098369,0.000000
0.680000,0.001862,-1293.950806,-0.007183,-0.003908,-0.099272,0.008281,0.000422,-0.992717,-1293.950806,-0.098197,0.000000
0.690000,0.027184,-1293.817383,-0.007161,-0.003905,-0.099185,0.120918,0.006160,-0.991854,-1293.817383,-0.098041,0.000000
0.700000,0.039474,-1293.906372,-0.007170,-0.003900,-0.099064,0.175591,0.008945,-0.990643,-1293.906372,-0.097867,0.000000
0.710000,0.033142,-1293.950806,-0.007170,-0.003895,-0.098925,0.147423,0.007510,-0.989250,-1293.950806,-0.097711,0.000000
0.720000,0.026436,-1293.817383,-0.007161,-0.003889,-0.098769,0.117593,0.005990,-0.987691,-1293.817383,-0.097538,0.000000
0.730000,0.019737,-1293.950806,-0.007166,-0.003881,-0.098569,0.087796,0.004473,-0.985693,-1293.950806,-0.097364,0.000000
0.740000,0.018616,-1293.906372,-0.007140,-0.003871,-0.098318,0.082807,0.004218,-0.983179,-1293.906372,-0.097208,0.000000
0.750000,0.018616,-1293.906372,-0.007127,-0.003861,-0.098058,0.082807,0.004218,-0.980575,-1293.906372,-0.097034,0.000000
