Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.210000,-0.006332,-1293.150269,-0.007925,-0.004964,-0.126095,-0.028168,-0.001435,-1.260945,-1293.150269,-0.125895,0.000000
0.220000,-0.011169,-1293.239136,-0.007933,-0.004964,-0.126095,-0.049684,-0.002531,-1.260945,-1293.239136,-0.125895,0.000000
0.230000,-0.008934,-1293.194702,-0.007946,-0.004964,-0.126095,-0.039741,-0.002024,-1.260945,-1293.194702,-0.125895,0.000000
0.240000,-0.007446,-1293.283691,-0.007942,-0.004964,-0.126095,-0.033123,-0.001687,-1.260945,-1293.283691,-0.125895,0.000000
0.250000,-0.002235,-1293.194702,-0.007942,-0.004964,-0.126095,-0.009944,-0.000507,-1.260945,-1293.194702,-0.125895,0.000000
0.260000,-0.008934,-1293.194702,-0.007938,-0.004964,-0.126095,-0.039741,-0.002024,-1.260945,-1293.194702,-0.125895,0.000000
0.270000,-0.010056,-1293.194702,-0.007942,-0.004964,-0.126095,-0.044729,-0.002279,-1.260945,-1293.194702,-0.125895,0.000000
0.280000,-0.003723,-1293.239136,-0.007933,-0.004964,-0.126095,-0.016561,-0.000844,-1.260945,-1293.239136,-0.125895,0.000000
0.290000,0.000748,-1293.239136,-0.007929,-0.004964,-0.126095,0.003326,0.000169,-1.260945,-1293.239136,-0.125895,0.000000
0.300000,-0.007446,-1293.239136,-0.007929,-0.004964,-0.126095,-0.033123,-0.001687,-1.260945,-1293.239136,-0.125895,0.000000
0.310000,-0.008934,-1293.194702,-0.007946,-0.004964,-0.126095,-0.039741,-0.002024,-1.260945,-1293.194702,-0.125895,0.000000
0.320000,-0.005959,-1293.239136,-0.007929,-0.004964,-0.126095,-0.026505,-0.001350,-1.260945,-1293.239136,-0.125895,0.000000
0.330000,-0.002609,-1293.239136,-0.007959,-0.004964,-0.126095,-0.011607,-0.000591,-1.260945,-1293.239136,-0.125895,0.000000
0.340000,-0.001862,-1293.239136,-0.007925,-0.004964,-0.126095,-0.008281,-0.000422,-1.260945,-1293.239136,-0.125895,0.000000
0.350000,-0.004837,-1293.239136,-0.007933,-0.004964,-0.126095,-0.021516,-0.001096,-1.260945,-1293.239136,-0.125895,0.000000
0.360000,-0.004837,-1293.239136,-0.007920,-0.004964,-0.126095,-0.021516,-0.001096,-1.260945,-1293.239136,-0.125895,0.000000
0.370000,-0.004471,-1293.239136,-0.007933,-0.004964,-0.126095,-0.019887,-0.001013,-1.260945,-1293.239136,-0.125895,0.000000
0.380000,-0.014519,-1293.194702,-0.007946,-0.004964,-0.126095,-0.064583,-0.003290,-1.260945,-1293.194702,-0.125895,0.000000
0.390000,-0.006706,-1293.239136,-0.007933,-0.004964,-0.126085,-0.029831,-0.001520,-1.260854,-1293.239136,-0.125825,0.000000
0.400000,-0.021973,-1293.283691,-0.007938,-0.004963,-0.126060,-0.097739,-0.004979,-1.260597,-1293.283691,-0.125652,0.000000
0.410000,0.003723,-1293.194702,-0.007950,-0.004960,-0.125981,0.016561,0.000844,-1.259810,-1293.194702,-0.125495,0.000000
0.420000,-0.010056,-1293.239136,-0.007946,-0.004955,-0.125860,-0.044729,-0.002279,-1.258599,-1293.239136,-0.125322,0.000000
0.430000,-0.011917,-1293.239136,-0.007942,-0.004949,-0.125713,-0.053010,-0.002700,-1.257130,-1293.239136,-0.125166,0.000000
0.440000,-0.011917,-1293.239136,-0.007938,-0.004943,-0.125565,-0.053010,-0.002700,-1.255646,-1293.239136,-0.124992,0.000000
0.450000,-0.005585,-1293.283691,-0.007933,-0.004938,-0.125418,-0.024842,-0.001266,-1.254178,-1293.283691,-0.124820,0.000000
0.460000,-0.001862,-1293.150269,-0.007938,-0.004932,-0.125269,-0.008281,-0.000422,-1.252694,-1293.150269,-0.124664,0.000000
0.470000,0.001488,-1293.283691,-0.007942,-0.004926,-0.125113,0.006618,0.000337,-1.251135,-1293.283691,-0.124490,0.000000
