Auto,Heating,Concentration,Batch,Sample,Elastic Modulus_mean,Elastic Modulus_std,Yield Strength_mean,Yield Strength_std,Creep Strain_mean,Creep Strain_std,Plateau Slope_mean,Plateau Slope_std,Densification Slope_mean,Densification Slope_std,Changepoint_mean,Changepoint_std,Average Standard Deviation_mean,Average Standard Deviation_std,Coefficient of Variation_mean,Coefficient of Variation_std,Index,Date,Coefficient of Variation,Heating Block Temperature,Mixed,Rest Time (days),Coupon-to-Bath Wait Time (min),Relative Humidity,Nitrogen (Side from drop),Nitrogen (After blade),Formatted_Parameters,Report
False,False,10.0,17,1,81.74085575257114,1.7422729652971345,38.116386855927054,2.8882337839083316,0.013262523648425034,0.003263229986776074,0.6293503587438168,9.739950354814793,1630.1157985920436,252.2615030535751,0.6806481185020773,0.10048832278523227,57.503526917919686,0.0,0.1526492453480654,0.0,35,2024-09-06,0.1526492453480654,25,False,0,0.0,84,0,0,Index: 35; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 84; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 35
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Preparation:** The polymer solution was used immediately after preparation (0 days rest time)
- **Casting Environment:** High humidity conditions (84% RH)
- **Casting Protocol:** 
  - The polymer solution was drop-cast onto the substrate
  - Blade casting was performed immediately
  - The cast film was immediately immersed in the non-solvent bath (0 minutes wait time)
  - No nitrogen flow was applied at any stage of the process

This experiment represents a baseline manual membrane synthesis process conducted under high humidity conditions without any specialized environmental controls or solution aging."
False,False,10.0,17,2,71.68894182884907,14.738893120766607,34.48842958846689,15.511729289919074,0.012664469205348925,0.0030844491683792797,70.06136257230354,31.590474679932477,1783.0636221585708,121.58552632790195,0.7843733089061031,0.13708889444379593,57.52979793069111,0.0,0.1504491736484541,0.0,36,2024-09-06,0.1504491736484541,25,False,0,0.0,84,0,0,Index: 36; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 84; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent
- **Preparation Method**: Manual preparation without heating (ambient temperature 25??C)
- **Solution Handling**: Premixed manually with no rest period (used immediately)
- **Casting Conditions**: 
  - No wait time between blade casting and NIPS bath immersion
  - High ambient relative humidity (84%)
  - No nitrogen flow applied at any stage of the process

## Procedure Summary
A polysulfone membrane was synthesized manually using the non-solvent-induced phase separation (NIPS) technique. The polymer solution (10% polysulfone in PolarClean) was prepared at room temperature without heating assistance. Immediately after preparation, the solution was blade-cast onto the substrate and directly immersed into the non-solvent bath without delay. The synthesis was conducted under high humidity conditions (84% RH) without any humidity control measures such as nitrogen flow."
False,False,10.0,31,1,66.30151481091211,15.957097703315787,26.9051064704508,30.310885778551274,0.014821185591254634,0.0014385301444581266,538.4864805015328,911.0080905196129,1189.9837395324996,861.6949479494717,1.0417558309785162,0.048250880307542585,62.35404351125038,0.0,0.0202725410106133,0.0,57,2024-11-13,0.0202725410106133,25,False,0,0.0,48,0,0,Index: 57; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 57
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Processing Time:** No rest period; solution used immediately after preparation
- **Casting Conditions:**
  - Immediate immersion in non-solvent bath (0.0 min wait time)
  - Ambient relative humidity: 48%
  - No nitrogen flow applied during any stage of the process

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). The polymer solution was prepared at room temperature without heating assistance and used immediately after mixing. The casting process was conducted under standard ambient conditions without humidity control measures, and the cast film was immediately immersed in the coagulation bath without any evaporation period."
False,False,10.0,35,1,79.49162278991126,16.744100201540437,10.078773177144956,1.835607402274327,0.01306347476585565,0.0018795685802386465,14.247662684980412,1.251399368829103,1720.3185850550642,41.01604053167564,0.9559286708555631,0.009388687027254152,61.28712471533423,0.0,0.0232043729526983,0.0,73,2024-11-18,0.0232043729526983,25,False,0,0.0,50,0,0,Index: 73; Auto: False; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 73
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 10.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Preparation:** Solution used immediately after preparation (0 days rest time)
- **Casting Conditions:**
  - Immediate immersion in NIPS bath after blade casting (0 min wait time)
  - Ambient relative humidity of 50%
  - No nitrogen flow applied during any stage of the process

## Procedure Summary
A 10% polysulfone solution was manually prepared in PolarClean solvent at room temperature without heating assistance. The freshly prepared solution was immediately drop-cast onto the substrate, blade-cast to form a uniform film, and then directly immersed into the non-solvent bath without any waiting period. The entire process was conducted under standard laboratory conditions with 50% relative humidity and without any humidity control measures such as nitrogen flow."
False,False,12.0,31,1,109.60733027971378,18.69956351898476,51.20737126009681,3.2258343476218805,0.02044589152133733,0.0019221109147648462,9.361885617882756,20.096552413632704,1338.442846074603,117.86257738418696,0.6448951297891896,0.14945929399421098,53.648280186681184,0.0,0.1696256581908739,0.0,58,2024-11-13,0.1696256581908739,25,False,0,0.0,48,0,0,Index: 58; Auto: False; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 58
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 12.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Processing Time:** No rest period; solution used immediately after preparation
- **Casting Conditions:**
  - Immediate immersion in non-solvent bath (0 min wait time)
  - Ambient relative humidity: 48%
  - No nitrogen flow applied during any stage of the process

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). A 12% polysulfone solution was prepared in PolarClean solvent at room temperature without heating assistance. The solution was manually premixed and used immediately for membrane casting without a rest period. After blade casting, the sample was immediately immersed in the NIPS bath with no delay. The process was conducted at 48% relative humidity without any nitrogen flow to control atmospheric conditions."
False,False,12.0,35,1,95.3466236160471,20.09313696375353,65.89431498485116,3.8255398208011093,0.021647058519724136,0.005969447232564579,37.16927767096815,36.77986140872952,1236.4510838646547,176.0298990468428,0.8190898690649823,0.12312239560256681,52.99811165387539,0.0,0.1175836874882092,0.0,74,2024-11-18,0.1175836874882092,25,False,0,0.0,50,0,0,Index: 74; Auto: False; Heating: False; Concentration: 12.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 74
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 12.0% polysulfone in PolarClean solvent
- **Mixing Conditions**: Premixed manually at room temperature (25??C) without heating
- **Processing Timeline**: Solution used immediately after preparation (0 days rest time)
- **Casting Conditions**:
  - Ambient relative humidity: 50%
  - No nitrogen flow applied during any stage
  - Immediate immersion in non-solvent bath (0 minutes wait time after blade casting)

## Summary
This experiment involved the manual synthesis of a polysulfone membrane via non-solvent-induced phase separation (NIPS). The polymer solution was prepared at room temperature without heating assistance and used immediately for membrane casting. The cast film was immediately immersed in the coagulation bath without any waiting period or humidity control measures. This represents a baseline NIPS process without additional processing variables."
False,False,15.0,31,1,204.17680289774339,9.182566793760467,24.434877787625965,7.6568247258352065,0.036448908141581034,0.01008728625321175,130.425419806403,40.76441436809992,793.827378131779,178.84704630317137,0.8203975834118781,0.03415441008379529,49.436475856606286,0.0,0.1084532232683479,0.0,59,2024-11-13,0.1084532232683479,25,False,0,0.0,48,0,0,Index: 59; Auto: False; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 48; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 59
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 15.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Aging:** Used immediately after preparation (0 days rest time)
- **Casting Environment:** 48% relative humidity
- **Casting Protocol:** 
  - Solution manually drop-cast onto coupon
  - Blade casting performed
  - Immediate immersion into non-solvent bath (0 minutes wait time)
  - No nitrogen flow used during any stage of the process

This experiment represents a baseline manual membrane synthesis protocol without environmental controls (no nitrogen) or solution aging, performed at standard room temperature conditions."
False,False,15.0,35,1,117.40631603510326,32.21395567183786,67.90110622614404,7.814665105725691,0.04696831183915465,0.02106217838092144,99.04653030424132,112.76784003367734,808.4160311379596,366.9976710966065,0.813168910329926,0.025423619923580706,52.00037042433514,0.0,0.1900406580192828,0.0,75,2024-11-18,0.1900406580192828,25,False,0,0.0,50,0,0,Index: 75; Auto: False; Heating: False; Concentration: 15.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 50; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID:** 75
- **Synthesis Method:** Manual (non-automated)
- **Polymer Solution:** 15.0% polysulfone in PolarClean solvent
- **Mixing Conditions:** Premixed manually at room temperature (25??C) without heating
- **Solution Aging:** Used immediately after preparation (0 days rest time)
- **Casting Environment:** 50% relative humidity
- **Casting Protocol:** 
  - Solution manually drop-cast onto coupon
  - Blade casting performed
  - Immediate immersion into non-solvent bath (0 min wait time)
  - No nitrogen flow used during any stage of the process

This experiment represents a baseline manual membrane synthesis protocol without environmental controls (no nitrogen) or solution aging, using standard polymer concentration under moderate humidity conditions."
False,False,17.0,16,1,242.7128680778461,8.835838456758495,16.756293737476433,0.7270703326755813,0.04151016499731493,0.0016775918148717209,138.93982278321616,5.579921094058597,841.3167288448373,69.4905175036429,0.5153238125823921,0.03255661076046669,50.83237394998637,0.0,0.046988371,0.0,33,2024-08-30,0.046988371,25,False,0,0.0,87,0,0,Index: 33; Auto: False; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 87; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 33
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Premixed manually at room temperature (25??C) without heating
- **Rest Period**: Solution used immediately after preparation (0 days rest)
- **Casting Conditions**:
  - Immediate immersion in non-solvent bath (0 min wait time)
  - High ambient humidity (87% RH)
  - No nitrogen flow applied at any stage of the process

## Procedure Summary
A 17% polysulfone solution was manually prepared in PolarClean solvent at room temperature without heating assistance. The freshly prepared solution was manually drop-cast onto the substrate and blade-cast to form a uniform film. The cast film was immediately immersed in the non-solvent bath (0 minute delay) to induce phase separation under high humidity conditions (87% RH). No humidity control measures (nitrogen flow) were implemented during the casting process."
False,False,17.0,16,2,233.72437240576676,30.147971307947007,16.456137542934158,1.80280436499038,0.049545864162397896,0.006933899023445368,138.23984321622964,12.237866441559277,795.859406450571,95.01476547653756,0.5170294755736429,0.0010351373789555438,50.82921163921717,0.0,0.033306997,0.0,34,2024-08-30,0.033306997,25,False,0,0.0,87,0,0,Index: 34; Auto: False; Heating: False; Concentration: 17.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 87; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Manual Membrane Synthesis via NIPS

## Experimental Parameters
- **Experiment ID**: 34
- **Synthesis Method**: Manual (non-automated)
- **Polymer Solution**: 17.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Premixed manually at room temperature (25??C) without heating
- **Solution Rest Time**: Used immediately after preparation (0 days)

## Casting Conditions
- **Ambient Conditions**: High relative humidity (87%)
- **Casting Process**: Manual blade casting
- **Post-Casting Treatment**: No nitrogen flow applied
- **Phase Separation**: Immediate immersion in non-solvent bath (0 min wait time)

This experiment represents a baseline manual synthesis protocol conducted under high humidity conditions without any specialized drying or waiting periods between casting and phase separation."
