Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,39,140.76871335709305,287.34384706530955,5.353632732180787,31.3322460370143,296.35081017123304,Continuing
2,63,228.4671903908735,310.37210379460896,34.76543443951788,30.622963261676784,296.35081017123304,Continuing
3,56,175.8319549576918,365.0901508923545,131.79391090692548,25.92180444282544,296.35081017123304,Continuing
4,47,188.55697291016554,363.44332632590573,123.4833717035763,26.662217180258825,296.35081017123304,Continuing
5,52,231.07458974395303,364.26777604196116,122.99796461589403,26.80775682511857,296.35081017123304,Continuing
6,7,117.40631603510326,363.3086588936509,124.6636968907095,26.516106889215713,296.35081017123304,Continuing
7,70,172.0732296612731,354.90096176869434,96.17344535789977,28.74750182342162,296.35081017123304,Continuing
8,54,197.84044623035882,349.9887925570572,90.92560235361137,28.78479891149398,296.35081017123304,Continuing
9,42,179.2410423946837,324.53148635142077,129.63541459167524,21.65511908441617,296.35081017123304,Continuing
10,53,228.31076155204596,318.9379597309352,82.09493562821125,26.315891566969324,296.35081017123304,Continuing
11,58,211.50865412415317,339.24267635426554,119.25827355500044,24.442711422140565,296.35081017123304,Continuing
12,71,270.69323356331364,310.24827419178905,118.54404743862497,21.30046963924045,296.35081017123304,Continuing
13,68,65.48719407925006,361.5218438362699,177.25005755477062,20.47464292016659,296.35081017123304,Continuing
14,41,220.5104016857166,320.2219173726874,162.17235677276182,17.56106228888062,296.35081017123304,Continuing
15,72,189.44122006132594,312.3573953830846,102.54853669232935,23.312095410083916,296.35081017123304,Continuing
16,27,141.45379911190125,304.7413113880892,135.64253326850974,18.788753124397715,296.35081017123304,Continuing
17,57,296.35081017123304,301.34610877485176,157.7462506425555,15.955539792477362,296.35081017123304,Max modulus reached
