Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,296.35081017123304,Initial selection
1,39,140.76871335709305,76.29628392375005,24.98073189563486,25.6577760140576,296.35081017123304,Continuing
2,40,162.77817832797786,152.570879683214,123.72725365574821,14.421813013732887,296.35081017123304,Continuing
3,34,88.47667256854467,115.83308720297904,107.49179197930148,4.170647611838778,296.35081017123304,Continuing
4,23,53.46447392343188,75.34134235221141,24.772799557908453,25.284271397151482,296.35081017123304,Continuing
5,16,28.085883195904362,82.10026969230469,33.8417889433965,24.129240374454092,296.35081017123304,Continuing
6,14,39.58562154046682,72.28114162632832,13.334212878767273,29.473464373780523,296.35081017123304,Continuing
7,15,48.22854697312115,69.91063254215526,11.781789968626759,29.064421286764247,296.35081017123304,Continuing
8,10,95.58773206251,71.33926995641527,9.968763709223674,30.685253123595793,296.35081017123304,Continuing
9,24,98.05789122606569,112.26782338712664,67.45858074069106,22.404621323217786,296.35081017123304,Continuing
10,36,120.16287053478321,81.95655696996367,23.93544542465637,29.010555772653653,296.35081017123304,Continuing
11,63,228.4671903908735,65.58066694624883,2.342703917978018,31.618981514135402,296.35081017123304,Continuing
12,62,277.3861208337041,163.8897048091594,108.18431175089462,27.852696529132395,296.35081017123304,Continuing
13,38,182.9546167355371,243.86953124562746,199.83554191341716,22.016994666105145,296.35081017123304,Continuing
14,44,159.30709474405634,219.94113907286777,169.84640329358552,25.047367889641116,296.35081017123304,Continuing
15,37,152.72295816440803,192.5625342753781,172.46189303850264,10.050320618437738,296.35081017123304,Continuing
16,50,174.66437205644556,86.74602503513299,54.924286267095056,15.910869384018962,296.35081017123304,Continuing
17,51,181.925661105008,174.66439204948784,174.664372056416,9.996535917871775e-06,296.35081017123304,Continuing
18,33,72.06868568538891,63.24555320244208,2.7628451941647045e-11,31.622776601207228,296.35081017123304,Continuing
19,0,81.74085575257114,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
20,1,71.68894182884907,81.74087579107365,81.74085575256295,1.0019255346989963e-05,296.35081017123304,Continuing
21,2,66.30151481091211,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
22,3,79.49162278991126,63.24555320336758,1.1581489113099685e-47,31.62277660168379,296.35081017123304,Continuing
23,4,109.60733027971378,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
24,5,95.3466236160471,63.24555320336758,1.9146110099757514e-47,31.62277660168379,296.35081017123304,Continuing
25,6,204.17680289774339,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
26,7,117.40631603510326,63.24555320336758,3.56654207170321e-47,31.62277660168379,296.35081017123304,Continuing
27,8,242.7128680778461,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
28,9,233.72437240576676,242.7128880822631,242.71286807782187,1.0002220613194957e-05,296.35081017123304,Continuing
