Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,34,88.47667256854467,132.12760482881163,8.805915503772091,30.830422331259882,296.35081017123304,Continuing
2,38,182.9546167355371,148.22087524386504,28.82490060745832,29.84899365910168,296.35081017123304,Continuing
3,44,159.30709474405634,221.94371210667265,157.86359182499004,16.020030070420656,296.35081017123304,Continuing
4,63,228.4671903908735,215.43117722708698,155.14609751928535,15.071269926950407,296.35081017123304,Continuing
5,62,277.3861208337041,228.34006129286155,193.0954582186461,8.811150768553869,296.35081017123304,Continuing
6,37,152.72295816440803,213.96636980508615,180.66182441819188,8.326136346723567,296.35081017123304,Continuing
7,40,162.77817832797786,156.43349861986394,66.98528324854001,22.362053842830985,296.35081017123304,Continuing
8,39,140.76871335709305,152.55365365801896,133.53613695130235,4.754379176679155,296.35081017123304,Continuing
9,56,175.8319549576918,142.82228862850573,16.556707819911043,31.56639520214867,296.35081017123304,Continuing
10,61,201.80400290446062,207.59686850059853,164.72698183304507,10.717471666888363,296.35081017123304,Continuing
11,15,48.22854697312115,130.1214289912792,25.152691831190893,26.242184290022077,296.35081017123304,Continuing
12,24,98.05789122606569,130.7781325587055,12.724671708908675,29.513365212449205,296.35081017123304,Continuing
13,36,120.16287053478321,158.04402147829902,46.941601229792674,27.775605062126587,296.35081017123304,Continuing
14,43,178.97379271834268,130.6658880891254,4.274386213125315,31.59787546900002,296.35081017123304,Continuing
15,42,179.2410423946837,214.9262164801236,163.2931067203038,12.90827743995495,296.35081017123304,Continuing
16,13,35.102261317001975,130.66264428743423,5.377300042875911,31.321336061139583,296.35081017123304,Continuing
17,29,51.50598562924656,130.6203389740728,16.215888304289138,28.60111266744592,296.35081017123304,Continuing
18,12,51.16844398555743,130.94966053609633,17.768447913169144,28.295303155731798,296.35081017123304,Continuing
19,19,56.88500845389184,130.731003549788,4.52025409266566,31.552687364280587,296.35081017123304,Continuing
20,22,73.67122147772203,128.58082291064488,5.5303267880913545,30.762624030638385,296.35081017123304,Continuing
21,32,106.70108583654164,129.02666585350732,68.83066461747285,15.04900030900862,296.35081017123304,Continuing
22,25,39.13465426900338,130.17900975649562,44.381821456891274,21.449297074901086,296.35081017123304,Continuing
23,41,220.5104016857166,127.48931141524989,1.0002935787692122,31.622254459120168,296.35081017123304,Continuing
24,35,207.09310351510177,247.820724511383,162.24491742151667,21.393951772466576,296.35081017123304,Continuing
25,28,147.00005295683096,187.7065910821059,117.42301942302943,17.57089291476911,296.35081017123304,Continuing
26,18,74.82276309333224,143.87117174785777,81.58179753051569,15.572343554335523,296.35081017123304,Continuing
27,27,141.45379911190125,141.2100517658783,15.395931641921694,31.45353003098915,296.35081017123304,Continuing
28,17,106.8193434000782,185.144062948183,103.50297877769434,20.410271042622167,296.35081017123304,Continuing
29,52,231.07458974395303,134.98615339716167,8.58576348510508,31.600097478014145,296.35081017123304,Continuing
30,49,242.91509227554656,246.582315558563,226.97878265089398,4.90088322691726,296.35081017123304,Continuing
31,45,224.5706110108938,238.27419349327855,237.70751563407194,0.14166946480165307,296.35081017123304,Continuing
32,46,242.41091008794928,224.57065102001204,224.57061101112959,1.0002220613194957e-05,296.35081017123304,Continuing
33,0,81.74085575257114,108.72298532106845,0.0,27.180746330267112,296.35081017123304,Continuing
34,2,66.30151481091211,103.2455339885741,0.0,25.811383497143524,296.35081017123304,Continuing
35,3,79.49162278991126,92.0637751016496,2.927753443629467e-25,23.0159437754124,296.35081017123304,Continuing
36,4,109.60733027971378,116.48468128337909,0.0,29.121170320844772,296.35081017123304,Continuing
37,5,95.3466236160471,126.65979852944976,0.16884219933983385,31.62273908252748,296.35081017123304,Continuing
38,6,204.17680289774339,109.89120488041792,0.0,27.47280122010448,296.35081017123304,Continuing
39,7,117.40631603510326,126.39744437759826,3.7328577376881595e-47,31.599361094399566,296.35081017123304,Continuing
40,8,242.7128680778461,126.49110640673516,0.0,31.62277660168379,296.35081017123304,Continuing
41,9,233.72437240576676,242.71290815484267,242.71286807782127,1.0019255346989963e-05,296.35081017123304,Continuing
42,10,95.58773206251,126.33214759555817,0.0,31.583036898889542,296.35081017123304,Continuing
43,11,24.71538796928362,126.49110598408379,0.0,31.622776496020947,296.35081017123304,Continuing
44,16,28.085883195904362,126.2949898306329,7.135681814200424e-109,31.573747457658225,296.35081017123304,Continuing
45,21,50.104313602035774,126.49110544285594,6.85903539662882e-194,31.622776360713985,296.35081017123304,Continuing
46,23,53.46447392343188,123.47944460579802,0.0,30.869861151449506,296.35081017123304,Continuing
47,26,42.736240369816734,91.02286879493093,0.0,22.755717198732732,296.35081017123304,Continuing
48,33,72.06868568538891,114.82621313565237,4.616844029586274e-09,28.70655328275888,296.35081017123304,Continuing
49,31,119.79704241922373,126.4911057778809,9.934245619289406e-194,31.622776444470226,296.35081017123304,Continuing
50,47,188.55697291016554,126.20348196678044,0.0,31.55087049169511,296.35081017123304,Continuing
51,48,171.00469374345903,188.5570129871661,188.5569729101447,1.0019255346989963e-05,296.35081017123304,Continuing
52,50,174.66437205644556,126.49110640673516,0.0,31.62277660168379,296.35081017123304,Continuing
53,51,181.925661105008,174.66354402898094,174.66350404283727,9.996535917871775e-06,296.35081017123304,Continuing
54,53,228.31076155204596,125.94255600538752,0.0,31.48563900134688,296.35081017123304,Continuing
55,54,197.84044623035882,126.49110640034606,0.0,31.622776600086514,296.35081017123304,Continuing
56,55,168.33383829683325,126.07066048292202,2.9690240435204275e-215,31.517665120730506,296.35081017123304,Continuing
57,57,296.35081017123304,126.49110640669802,0.0,31.622776601674506,296.35081017123304,Max modulus reached
