Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,296.35081017123304,Initial selection
1,33,72.06868568538891,42.85305476933578,42.61645978803573,2.365949813000471,296.35081017123304,Continuing
2,23,53.46447392343188,3.162277660187476,1.9096563690871556e-11,31.62277660168379,296.35081017123304,Continuing
3,16,28.085883195904362,3.162277676442455,1.6274075801313574e-08,31.62277660168379,296.35081017123304,Continuing
4,11,24.71538796928362,4.447849853596782,1.2889038769007373,31.589459766960445,296.35081017123304,Continuing
5,25,39.13465426900338,3.1622795355609625,1.8753925927315403e-06,31.622776601683697,296.35081017123304,Continuing
6,34,88.47667256854467,3.1622776609842753,8.158964238692142e-10,31.62277660168379,296.35081017123304,Continuing
7,39,140.76871335709305,3.300413038619891,0.13813923276278736,31.622738058571034,296.35081017123304,Continuing
8,40,162.77817832797786,40.40623333337864,37.39406760236004,30.121657310186013,296.35081017123304,Continuing
9,14,39.58562154046682,3.8053943959982273,0.6436312203054052,31.61763175692822,296.35081017123304,Continuing
10,15,48.22854697312115,3.900523414634389,0.738815617126287,31.617077975081017,296.35081017123304,Continuing
11,12,51.16844398555743,3.662641761116884,0.5010359243670595,31.616058367498248,296.35081017123304,Continuing
12,10,95.58773206251,3.2865358122743014,0.12426900680518424,31.622668054691168,296.35081017123304,Continuing
13,24,98.05789122606569,25.573932152719774,22.500512271740675,30.73419880979099,296.35081017123304,Continuing
14,36,120.16287053478321,4.382622821055935,1.2207812881000197,31.61841532955915,296.35081017123304,Continuing
15,29,51.50598562924656,3.429011211953389,0.26677404760626855,31.622371643471205,296.35081017123304,Continuing
16,30,42.124759091300646,51.505986630599466,51.50598562924144,1.0013580322265625e-05,296.35081017123304,Continuing
17,0,81.74085575257114,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
18,1,71.68894182884907,81.74085675278502,81.74085575256296,1.0002220613194957e-05,296.35081017123304,Continuing
19,13,35.102261317001975,107.8024822879248,105.318359375,24.84122912924799,296.35081017123304,Continuing
20,63,228.4671903908735,6.118846453761966,3.0328959226608276,30.859505311011382,296.35081017123304,Continuing
21,2,66.30151481091211,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
22,3,79.49162278991126,3.162277660168379,1.1581489113099685e-47,31.62277660168379,296.35081017123304,Continuing
23,62,277.3861208337041,70.51917458190138,67.54972221812915,29.694523637722344,296.35081017123304,Continuing
24,4,109.60733027971378,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
25,5,95.3466236160471,3.162277660168379,1.9146110099757514e-47,31.62277660168379,296.35081017123304,Continuing
26,6,204.17680289774339,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
