Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,296.35081017123304,Initial selection
1,34,88.47667256854467,53.14702663061121,33.705250012242374,19.44177661836883,296.35081017123304,Continuing
2,39,140.76871335709305,91.74841279656378,77.43822142517965,14.310191371384132,296.35081017123304,Continuing
3,40,162.77817832797786,116.6848980511565,94.6280146914409,22.056883359715606,296.35081017123304,Continuing
4,23,53.46447392343188,50.05707095505993,24.772799557908442,25.284271397151485,296.35081017123304,Continuing
5,16,28.085883195904362,57.97102931784944,33.84178894339417,24.12924037445527,296.35081017123304,Continuing
6,33,72.06868568538891,46.140480728947765,42.85592760840882,3.2845531205389418,296.35081017123304,Continuing
7,25,39.13465426900338,40.072660209265074,8.761134016180106,31.31152619308497,296.35081017123304,Continuing
8,11,24.71538796928362,36.97341576909956,17.64548729433267,19.327928474766892,296.35081017123304,Continuing
9,14,39.58562154046682,32.26126297723361,0.6436312203053968,31.61763175692822,296.35081017123304,Continuing
10,15,48.22854697312115,32.355893592207316,0.738815617126298,31.617077975081017,296.35081017123304,Continuing
11,12,51.16844398555743,32.1170942918653,0.5010359243670544,31.616058367498248,296.35081017123304,Continuing
12,10,95.58773206251,31.746937061496347,0.1242690068051803,31.622668054691168,296.35081017123304,Continuing
13,24,98.05789122606569,53.2347110815316,22.500512271740604,30.734198809790996,296.35081017123304,Continuing
14,36,120.16287053478321,32.83919661765915,1.220781288099999,31.61841532955915,296.35081017123304,Continuing
15,29,51.50598562924656,31.889145691077477,0.2667740476062723,31.622371643471205,296.35081017123304,Continuing
16,30,42.124759091300646,51.505995625777345,51.50598562924143,9.996535917871775e-06,296.35081017123304,Continuing
17,0,81.74085575257114,31.62277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
18,1,71.68894182884907,81.74086575478358,81.74085575256296,1.0002220613194957e-05,296.35081017123304,Continuing
19,13,35.102261317001975,31.623393983584986,0.0006173849105834961,31.622776598674402,296.35081017123304,Continuing
20,2,66.30151481091211,31.62277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
21,3,79.49162278991126,31.62277660168379,1.1581489113099685e-47,31.62277660168379,296.35081017123304,Continuing
22,4,109.60733027971378,31.62277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
