Name,Auto,Heating,Concentration,Batch,Sample,Trial,Thickness,Elastic Modulus,Yield Strength,Creep Strain,Plateau Slope,Densification Slope,Changepoint,Fit
Auto_noheating_10wt_3_1_1,True,False,10.0,3,1,1,109.0,76.72873296258506,8.035941187848668,,40.371877456124224,990.4558132505468,0.728570845296649,True
Auto_noheating_10wt_3_1_1,True,False,10.0,3,1,1,113.0,86.01074950190831,8.854239159377531,,48.65341970788847,931.3967208284574,0.703093736401807,True
Auto_noheating_10wt_3_1_1,True,False,10.0,3,1,1,107.0,84.67239991066648,8.199866652184697,,47.524974473326395,902.150308677272,0.673955165345153,True
Auto_noheating_10wt_3_1_1,True,False,10.0,3,1,1,106.0,134.93904587488015,88.74271742690648,,795.6325831189018,-69.85002883541532,0.7881294222224279,False
Auto_noheating_12wt_3_1_1,True,False,11.63,3,1,1,107.0,88.26847726460011,8.67003279708993,,43.70813334621138,892.5346166242596,0.6642713253956326,True
Auto_noheating_12wt_3_1_1,True,False,11.63,3,1,1,110.0,99.22705363314195,10.40513621056719,,47.190256642205526,925.4541924975864,0.6721542437169256,True
Auto_noheating_12wt_3_1_1,True,False,11.63,3,1,1,112.0,102.49529617439975,10.469522849919795,,50.65500608346681,950.2385497977504,0.6864166394637732,True
Auto_noheating_12wt_3_1_1,True,False,11.63,3,1,1,112.0,102.24073783212091,10.442484729550252,,44.56584651096612,974.2472228545583,0.6803651068601827,True
Auto_noheating_17wt_3_1_1,True,False,17.0,3,1,1,110.0,162.47498767467286,105.22505159265111,,-130.4234860532631,424.5072255694088,0.6787239823495063,False
Auto_noheating_17wt_3_1_1,True,False,17.0,3,1,1,105.0,165.05293932047724,108.82811658401067,,-1610.8542685668783,350.55039911456583,0.6948101073195608,False
Auto_noheating_17wt_3_1_1,True,False,17.0,3,1,1,105.0,196.0070971146945,11.38156782810254,,171.8731136475393,657.6783582703284,0.6404888784771029,True
Auto_noheating_10wt_4_1_1,True,False,10.0,4,1,1,105.0,36.62528995082126,16.753257156220634,,623.4466191232328,2988.814454007076,0.5885344181702766,False
Auto_noheating_10wt_4_1_1,True,False,10.0,4,1,1,105.0,12.805485987745978,1.9866363368980613,,19.055874560429324,1432.6616626214395,0.7529416112983911,False
Auto_noheating_12wt_4_1_1,True,False,11.63,4,1,1,111.0,40.366795961674654,3.1060657649846783,,20.096499698060555,1105.0848788663895,0.9026550700681607,True
Auto_noheating_12wt_4_1_1,True,False,11.63,4,1,1,108.0,30.596605871250286,7.201065928721093,,21.408474589389723,1485.942576042369,0.9005292195601802,True
Auto_noheating_12wt_4_1_1,True,False,11.63,4,1,1,104.0,35.40791750377449,5.433136736905794,,23.74791702820263,1770.9508397490579,0.808551700407224,True
Auto_noheating_12wt_4_1_1,True,False,11.63,4,1,1,104.0,41.702828736999145,10.678335957449796,,24.870817295518773,1511.0353868605143,0.6923921958493672,True
Auto_noheating_12wt_4_1_1,True,False,11.63,4,1,1,102.0,47.59912327131829,4.874622928236995,,26.64054332644469,1294.378967824303,0.6502763401403505,True
Auto_noheating_15wt_4_1_1,True,False,14.43,4,1,1,109.0,124.50590310136297,10.689912397203521,,54.75260718471813,967.1425654247206,0.6194187693838774,True
Auto_noheating_15wt_4_1_1,True,False,14.43,4,1,1,103.0,122.90369262565339,10.777045306956335,,54.6327225462409,937.9163491195646,0.6146915756018767,True
Auto_noheating_15wt_4_1_1,True,False,14.43,4,1,1,100.0,116.57828723504318,10.922881619140874,,52.60271535850004,939.7181388067949,0.6434823704937699,True
Auto_noheating_15wt_4_1_1,True,False,14.43,4,1,1,100.0,116.66359917707327,10.576482059127535,,51.67367557931716,890.549752583834,0.6364400241706885,True
Auto_noheating_17wt_4_1_1,True,False,17.0,4,1,1,109.0,182.63151496215426,14.814938340845625,,77.59955178377069,829.7590988672923,0.5748545282151559,True
Auto_noheating_17wt_4_1_1,True,False,17.0,4,1,1,106.0,176.30308605004956,13.893440630096109,,73.75195675255924,843.74077952327,0.5903479094071921,True
Auto_noheating_17wt_4_1_1,True,False,17.0,4,1,1,106.0,176.74828291253903,14.609369975468978,,74.77954393894684,879.0898119302542,0.5887291042945337,True
Auto_noheating_17wt_4_1_1,True,False,17.0,4,1,1,105.0,180.2122869486279,14.698777716900722,,75.57758736107951,794.8298729147143,0.5821778314843291,True
Auto_noheating_10wt_5_1_1,True,False,10.0,5,1,1,117.0,24.082113425797925,22.614310923672818,,84.88810760350039,2152.9732199563623,1.0674246358491273,False
Auto_noheating_10wt_5_1_1,True,False,10.0,5,1,1,142.0,45.27730382751826,15.71358783049855,,48.78311278347731,1453.2401097095437,0.8899797011671476,True
Auto_noheating_10wt_5_1_1,True,False,10.0,5,1,1,149.0,85.61382612423714,27.587450098258252,,113.43896368390133,1512.9171745282022,0.6685730173939511,False
Auto_noheating_10wt_5_1_1,True,False,10.0,5,1,1,118.0,49.70053256467642,15.41614813091162,,62.57804193750825,1684.4401499083833,0.7129250962020154,False
Auto_noheating_17wt_5_1_1,True,False,17.0,5,1,1,107.0,159.5110270310293,12.727598965630817,,72.40532082840392,913.4286991758757,0.5899286978387231,True
Auto_noheating_17wt_5_1_1,True,False,17.0,5,1,1,106.0,166.82776622471962,13.389668255467647,,71.59174995603556,882.5832048691228,0.5779163302382475,True
Auto_noheating_17wt_5_1_1,True,False,17.0,5,1,1,101.0,152.4162876746757,12.813258039808117,,70.81180177799882,904.4116928718827,0.599379653348834,True
Auto_noheating_17wt_5_1_1,True,False,17.0,5,1,1,100.0,158.4732980458008,13.359852898900218,,69.62786021715738,896.5440121513674,0.6088712823926995,True
Auto_noheating_10wt_6_1_1,True,False,10.0,6,1,1,99.0,28.341613162827905,23.456411303570974,,101.86077606263963,2077.1245714049796,0.9927546529985397,False
Auto_noheating_10wt_6_1_1,True,False,10.0,6,1,1,86.0,18.019513624660487,15.43541874102339,,101.81542266818384,1963.1919599695375,1.1014970449680066,False
Auto_noheating_10wt_6_1_1,True,False,10.0,6,1,1,98.0,28.596639189906533,11.248465022469617,,26.158500426692942,1704.6656288975205,0.8745375635152179,True
Auto_noheating_10wt_6_1_1,True,False,10.0,6,1,1,120.0,65.45127929061299,21.670065921339848,,88.72209629596627,1497.0584515868336,0.6862482472907273,False
Auto_noheating_10wt_6_2_1,True,False,10.0,6,2,1,76.0,20.39014475813618,19.330040759125787,,325.4482831232676,1473.177453652119,1.04832971754541,False
Auto_noheating_10wt_6_2_1,True,False,10.0,6,2,1,76.0,20.465387455305514,12.669974726699209,,347.43832589102277,3456.5969075281023,0.8043607789703724,False
Auto_noheating_10wt_6_2_1,True,False,10.0,6,2,1,62.0,2.288299874212836,1.2058903951361413,,7.493363211486145,1383.8095317347118,1.1749784104661245,False
Auto_noheating_10wt_6_2_1,True,False,10.0,6,2,1,130.0,51.499140585790876,29.151116924856026,,59.93488467438637,1530.8238269595638,0.8853161745473759,True
Auto_noheating_10wt_6_2_1,True,False,10.0,6,2,1,156.0,103.28513502888869,41.72158044333686,,114.74401880861733,1785.6391246872302,0.6152130711148637,True
Auto_noheating_10wt_6_3_1,True,False,10.0,6,3,1,74.0,16.149198850297292,3.374130472528404,,20.919548555564717,1295.9825512235602,0.9363471879932478,False
Auto_noheating_10wt_6_3_1,True,False,10.0,6,3,1,76.0,17.91431994739379,8.257386177748977,,25.086813788648502,911.0414040139542,1.1353096594778493,False
Auto_noheating_10wt_6_3_1,True,False,10.0,6,3,1,121.0,60.23506521013105,3.8016900780177973,,67.10593535830269,1053.2321978304128,0.7359909880078219,True
Auto_noheating_10wt_6_3_1,True,False,10.0,6,3,1,119.0,70.16904131889554,6.508567125362182,,47.07243487167306,1039.0577243771254,0.6742168415746704,True
Auto_noheating_10wt_6_3_1,True,False,10.0,6,3,1,113.0,76.67510953888808,7.51875688347606,,46.83332070032367,1149.6416972277939,0.6208312404920195,True
Auto_heating_12_7_1_1,True,True,11.63,7,1,1,115.0,82.22925473727152,37.427054683072726,,66.23335705437562,1284.9564294260852,0.7164269908335839,True
Auto_heating_12_7_1_1,True,True,11.63,7,1,1,122.0,107.45856870265554,44.57707604521056,,51.86727730366469,1446.4887627948751,0.5663026338391182,True
Auto_heating_12_7_1_1,True,True,11.63,7,1,1,125.0,98.38526240206556,39.99372267163922,,51.60553431829297,1587.2317684662926,0.5287221583852253,True
Auto_heating_12_7_1_1,True,True,11.63,7,1,1,125.0,95.19038919808284,42.64190670074345,,18.90065833335943,1470.3065349843519,0.5929575701566412,False
Auto_heating_12_7_2_1,True,True,11.63,7,2,1,108.0,81.71050485589151,10.433926944644199,,63.71566819650846,1531.4235228061877,0.950248236297852,True
Auto_heating_12_7_2_1,True,True,11.63,7,2,1,112.0,92.74541445872165,49.29395052624436,,42.86589307495315,1394.2096266570038,0.6701490023872329,True
Auto_heating_12_7_2_1,True,True,11.63,7,2,1,116.0,103.5240480602332,44.205473786389184,,74.6103322242803,1601.291790608673,0.5288731110862118,True
