Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,58,211.50865412415317,,,,296.35081017123304,Initial selection
1,60,272.2240045816517,242.65054085079169,159.7473800190076,20.725790207946023,296.35081017123304,Continuing
2,59,219.61643412334288,211.50869413303639,211.50865412415394,1.0002220613194957e-05,296.35081017123304,Continuing
3,55,168.33383829683325,113.15360220985626,1.9312051178033751,27.80559927301322,296.35081017123304,Continuing
4,56,175.8319549576918,175.997961728794,72.60046157220324,25.849375039147684,296.35081017123304,Continuing
5,61,201.80400290446062,201.27666968877764,169.57302114552635,7.9259121358128235,296.35081017123304,Continuing
6,37,152.72295816440803,212.56926898159725,134.66256733513202,19.476675411616302,296.35081017123304,Continuing
7,40,162.77817832797786,177.5511027154708,95.86269662070256,20.422101523692053,296.35081017123304,Continuing
8,26,42.736240369816734,188.59000665015353,133.83794973964177,13.688014227627937,296.35081017123304,Continuing
9,63,228.4671903908735,209.8203848183029,168.3940439492207,10.356585217270545,296.35081017123304,Continuing
10,43,178.97379271834268,229.55043908529848,147.88874978225473,20.415422325760936,296.35081017123304,Continuing
11,62,277.3861208337041,211.4404108599503,179.1992579142212,8.060288236432278,296.35081017123304,Continuing
12,44,159.30709474405634,273.3632998003636,248.66472563004982,6.174643542578452,296.35081017123304,Continuing
13,36,120.16287053478321,193.04115924842972,124.54966647418559,17.122873193561038,296.35081017123304,Continuing
14,42,179.2410423946837,194.40278475812613,171.0802525071355,5.830633062747662,296.35081017123304,Continuing
15,70,172.0732296612731,175.2810990094531,71.24369145706771,26.009351888096344,296.35081017123304,Continuing
16,54,197.84044623035882,170.42680396087732,158.9284258597827,2.8745945252736598,296.35081017123304,Continuing
17,72,189.44122006132594,156.50994091627217,70.89478830008669,21.403788154046367,296.35081017123304,Continuing
18,69,110.69482106635698,209.68029358315056,130.60803079975756,19.76806569584825,296.35081017123304,Continuing
19,41,220.5104016857166,165.3838121828577,73.0664009013048,23.07935282038822,296.35081017123304,Continuing
20,52,231.07458974395303,214.50638917014481,142.38750760832954,18.02972039045382,296.35081017123304,Continuing
21,49,242.91509227554656,257.3109718698739,215.50721635361495,10.450938879064747,296.35081017123304,Continuing
22,27,141.45379911190125,297.2326881649983,225.4940551683744,17.934658249155984,296.35081017123304,Continuing
23,45,224.5706110108938,237.08162960628994,237.0139838249142,0.016911445343933854,296.35081017123304,Continuing
24,46,242.41091008794928,224.57065099703192,224.57061101088826,9.996535917871775e-06,296.35081017123304,Continuing
25,53,228.31076155204596,1049.6516132052768,956.024112149382,23.406875263973735,296.35081017123304,Continuing
26,33,72.06868568538891,126.49110492027887,2.7628451937425846e-11,31.62277623006281,296.35081017123304,Continuing
27,0,81.74085575257114,126.4778243514402,0.0,31.61945608786005,296.35081017123304,Continuing
28,2,66.30151481091211,116.78033944007541,0.0,29.195084860018852,296.35081017123304,Continuing
29,3,79.49162278991126,106.8972805487351,3.813592016798224e-27,26.724320137183774,296.35081017123304,Continuing
30,13,35.102261317001975,849.1204341178824,807.4260174473281,10.423604167638558,296.35081017123304,Continuing
31,4,109.60733027971378,106.32230988783515,1.3964339349050718e-296,26.580577471958787,296.35081017123304,Continuing
32,48,171.00469374345903,584.5012408190753,556.4296875,7.017888329768824,296.35081017123304,Continuing
33,47,188.55697291016554,171.00473379776247,171.00469374344118,1.0013580322265625e-05,296.35081017123304,Continuing
34,25,39.13465426900338,262.8268022438357,258.473705039784,1.0882743010129194,296.35081017123304,Continuing
35,17,106.8193434000782,374.5462918573093,351.90451749268686,5.660443591155615,296.35081017123304,Continuing
36,71,270.69323356331364,397.49017291209174,303.869140625,23.40525807177293,296.35081017123304,Continuing
37,19,56.88500845389184,207.0616455411424,139.65345785287508,16.852046922066837,296.35081017123304,Continuing
38,10,95.58773206251,219.41066844841993,169.288293605287,12.530593710783226,296.35081017123304,Continuing
39,35,207.09310351510177,250.84729853867037,167.1294913701022,20.92945179214205,296.35081017123304,Continuing
40,38,182.9546167355371,203.2063190245611,200.31640625,0.7224781936402743,296.35081017123304,Continuing
41,5,95.3466236160471,126.49110640673516,1.9146110099757514e-47,31.62277660168379,296.35081017123304,Continuing
42,39,140.76871335709305,191.67566882162745,188.45442708635528,0.8053104338180433,296.35081017123304,Continuing
43,16,28.085883195904362,227.2587026000659,223.90135100777843,0.8393378980718647,296.35081017123304,Continuing
44,68,65.48719407925006,232.45156567640714,154.2978515625,19.538428528476782,296.35081017123304,Continuing
45,28,147.00005295683096,148.39730610357162,140.86168054491745,1.883906389663542,296.35081017123304,Continuing
46,24,98.05789122606569,166.78491077552883,111.1558035905228,13.907276796251507,296.35081017123304,Continuing
47,6,204.17680289774339,126.49110640673516,0.0,31.62277660168379,296.35081017123304,Continuing
48,7,117.40631603510326,210.36091963120725,188.37191420793533,5.497251355817978,296.35081017123304,Continuing
49,8,242.7128680778461,126.49110640673516,0.0,31.62277660168379,296.35081017123304,Continuing
50,9,233.72437240576676,242.7129080636213,242.71286807747765,9.996535917871775e-06,296.35081017123304,Continuing
51,32,106.70108583654164,130.50125987053326,118.78491693781689,2.9290857331790945,296.35081017123304,Continuing
52,66,64.29918271351211,124.30982177917154,53.8291015625,17.620180054167886,296.35081017123304,Continuing
53,34,88.47667256854467,109.19574031360544,107.95459120819305,0.3102872763530982,296.35081017123304,Continuing
54,50,174.66437205644556,168.8799488014963,104.11852320684291,16.190356398663354,296.35081017123304,Continuing
55,57,296.35081017123304,188.69744368181813,124.94484834891045,15.938148833226917,296.35081017123304,Max modulus reached
