Name,Auto,Heating,Concentration,Batch,Sample,Trial,Thickness,Elastic Modulus,Yield Strength,Creep Strain,Plateau Slope,Densification Slope,Changepoint,Fit
Auto_Noheating_17_28_1_1,True,False,17,28,1,1,134.59459999999999,288.4851720730942,21.49330185788186,0.07227778826193632,51.20695144636171,1041.9442271677194,0.5586570423089784,False
Auto_Noheating_17_28_1_2,True,False,17,28,1,2,139.6238,233.8771965293189,23.95296215346059,0.06112424959068585,51.14567753964983,1054.35171975425,0.5604201710415476,True
Auto_Noheating_17_28_1_3,True,False,17,28,1,3,132.61339999999998,303.6984768676264,21.84400421153188,0.06531315839877416,52.527104033156846,1033.8571322822904,0.5609201754233196,False
Auto_Noheating_17_28_1_4,True,False,17,28,1,4,132.41019999999997,317.7853590354547,22.902609784578612,0.06618070209092641,51.012273221045255,1024.7589832417916,0.5635450532979746,True
Auto_Noheating_17_28_1_34up,True,False,17,28,1,34up,136.2456,337.90784635067104,25.599611070449882,0.06431767337807615,50.20988635764835,1070.0966721631867,0.5576405429023077,True
Auto_Noheating_17_29_1_1,True,False,17,29,1,1,121.5644,202.68419350263204,17.82483255410915,0.03614709569577945,127.99565759105298,913.5819320306139,0.7108058102681099,True
Auto_Noheating_17_29_1_2,True,False,17,29,1,2,117.06859999999999,216.81891865159318,15.316959741943675,0.05814710349316554,146.90990479437386,599.8879386629404,0.5619426007359739,False
Auto_Noheating_17_29_1_3,True,False,17,29,1,3,117.3988,222.46018703167096,13.775237117368356,0.04283859800951961,137.44136916353685,960.355324968272,0.43934425676667677,False
Auto_Noheating_17_29_1_4,True,False,17,29,1,4,119.6848,204.07131731071638,18.066762949914196,0.03735144312393879,142.70298049101106,1007.0073983132208,0.4531103459763386,True
Auto_Noheating_17_29_2_1,True,False,17,29,2,1,125.9332,199.6932839861998,19.993721698659364,0.046994755949979816,129.65274392304295,801.3869355416467,0.8050850526428047,True
Auto_Noheating_17_29_2_2,True,False,17,29,2,2,124.841,221.80903600954122,19.630903348364548,0.08667344862665305,151.92804373381986,458.7814581431415,0.7052862945281273,False
Auto_Noheating_17_29_2_3,True,False,17,29,2,3,124.841,237.34698237428773,16.88225181065883,0.06937945066124107,159.38456373050275,679.0335437577509,0.5442223063355702,False
Auto_Noheating_17_30_1_1,True,False,17,30,1,1,116.30659999999999,265.4631260689349,40.580255613191326,0.05088447259226914,98.94215277403208,778.1881195562624,0.563309233347015,False
Auto_Noheating_17_30_1_2,True,False,17,30,1,2,116.20499999999998,265.9123229822717,40.73566755770753,0.04699453551912569,87.95358837844222,873.8450204097651,0.551699247205762,True
Auto_Noheating_17_30_1_3,True,False,17,30,1,3,116.40820000000001,274.0612437903509,41.38651944763576,0.03382064150120012,143.62449287137193,911.2950127004707,0.5884077191603898,True
Auto_Noheating_17_30_1_4,True,False,17,30,1,4,118.92280000000001,283.45932548504925,40.955395208338004,0.035882101665954735,137.3869908868503,921.1726559076776,0.5644074680736523,True
Manual_Noheating_10_31_1_1,False,False,10,31,1,1,127.0254,49.98913635687364,7.49599563648615,0.013797240551889578,12.343400122017297,1611.802166838135,0.9984863493383842,True
Manual_Noheating_10_31_1_2,False,False,10,31,1,2,126.49199999999999,67.0375491209278,61.83295685768907,0.016465863453815288,1590.4279942729684,198.6450965840582,1.0937873054947955,False
Manual_Noheating_10_31_1_3,False,False,10,31,1,3,123.41859999999998,81.8778589549349,11.386366917177172,0.014200452768059257,12.688047109612564,1759.5039551753057,1.0329938381023689,True
Manual_Noheating_12_31_1_1,False,False,12,31,1,1,125.603,88.15688281298763,54.28752274613299,0.020829120323559103,-11.738196339908562,1337.9681193493711,0.8008528550353368,True
Manual_Noheating_12_31_1_2,False,False,12,31,1,2,128.4478,118.191899111309,51.48127108350702,0.02214751829147721,11.547637927396332,1220.8183490940796,0.6309160446132559,True
Manual_Noheating_12_31_1_3,False,False,12,31,1,3,131.4196,122.47320891484469,47.853319950650395,0.018361035948975757,28.2762152661605,1456.5420697803586,0.5029164897189761,True
Manual_Noheating_15_31_1_1,False,False,15,31,1,1,122.22479999999999,210.8217488831886,22.77436825576093,0.025145469659185293,100.57592994069266,998.5277667714537,0.8418472527216966,True
Manual_Noheating_15_31_1_2,False,False,15,31,1,2,121.666,208.0099607339386,32.78570407127576,0.039665970772442605,113.83043369913358,715.1326089707371,0.8383338285176236,False
Manual_Noheating_15_31_1_3,False,False,15,31,1,3,118.0592,193.69869907610297,17.744561035841198,0.04453528399311535,176.86989577938274,667.8217586531465,0.7810116689963137,False
Auto_Noheating_10_32_1_1,True,False,10,32,1,1,67.69099999999999,50.104313602035774,10.983408411702799,0.01275797373358356,23.083091804668452,2047.2767469574433,0.8154675741254637,True
Auto_Noheating_12_32_1_1,True,False,12,32,1,1,123.19,143.5147505569182,16.47656485159708,0.0160824742268042,53.99444066153136,1343.007459495955,0.9394544636456099,True
Auto_Noheating_12_32_1_2,True,False,12,32,1,2,122.8852,144.90614342619637,15.66188364239368,0.02315006200909464,92.6029238512028,1252.97864955217,0.9145166680192829,True
Auto_Noheating_12_32_1_3,True,False,12,32,1,3,123.64719999999998,70.97023327455662,58.45804711254862,0.018693508627773192,42.86057139700382,1327.3100067602772,0.805816349104824,False
Auto_Noheating_15_32_1_0,True,False,15,32,1,0,125.8316,188.3077253113466,18.649403382807613,0.029471134436818813,103.43323029835447,1275.8641831635787,0.8185965712611103,True
Auto_Noheating_15_32_1_1,True,False,15,32,1,1,116.96699999999998,98.60878445399072,64.10368100605604,0.028230184581976125,59.15795913390692,1136.7048123925006,0.8288164438272705,False
Auto_Noheating_15_32_1_4ring,True,False,15,32,1,4ring,119.91340000000001,171.25236472788671,67.03771770960853,0.021817411565346445,80.63258994613939,1263.0884444710398,0.4598425694054058,True
Auto_Noheating_17_32_1_1,True,False,17,32,1,1,134.92479999999998,184.16793114304318,16.092975336466132,0.027673192771084376,55.83404914281898,977.2317687075513,0.6162320099973709,True
Auto_Noheating_17_32_1_2,True,False,17,32,1,2,135.5852,219.8852723502683,19.412458128232274,0.029037092544023868,55.91107871397162,933.8772567371643,0.6379931420457371,True
Auto_Noheating_17_32_1_3,True,False,17,32,1,3,131.31799999999998,201.35880522007034,18.01335494108792,0.03326885880077368,145.36298676938827,868.0929250433429,0.7034256992983143,True
Auto_Noheating_10_33_1_1,True,False,10,33,1,1,131.5212,57.15870537491402,7.633158319197834,0.009849362688296726,16.870870785363564,1848.3209968274546,0.9355124742695126,True
Auto_Noheating_10_33_1_2,True,False,10,33,1,2,123.41859999999998,75.91571775224759,9.970742251089641,0.016875900391027043,18.928351461254703,1729.6473167637034,0.9674194041868903,True
Auto_Noheating_10_33_1_3,True,False,10,33,1,3,121.33579999999999,87.93924130600445,11.349708911784333,0.014444211848440469,21.31987635828759,1679.262226626458,0.9605583797334315,True
Auto_Noheating_12_33_1_1,True,False,12,33,1,1,128.34619999999998,110.51372458226245,67.94890915463539,0.025529388482089854,34.84511036651392,861.1367891245452,0.8749075182334779,True
Auto_Noheating_12_33_1_1re,True,False,12,33,1,1re,129.5654,102.88844709082083,69.24637922829591,0.026857478925700784,16.017157420784628,1130.100376342797,0.8630815928157882,False
