Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,72,1317.0,115.71664722241968,1044.6197918002042,2510.3,Continuing
2,42,1350.3,217.65606073451124,1040.839970247497,2510.3,Continuing
3,58,1276.5,304.720230445957,1037.759968663352,2510.3,Continuing
4,95,1277.7,408.76135828213285,974.8137034612728,2510.3,Continuing
5,145,1285.0,1284.2516987309718,14.50556115678875,2510.3,Continuing
6,140,1521.3,1063.3227447749432,112.99276320153683,2510.3,Continuing
7,180,1182.0,49.738728517174195,313.0537464692547,2510.3,Continuing
8,290,1005.9,1025.0919377245439,137.2136483770454,2510.3,Continuing
9,80,1125.0,970.2161689313107,147.34464753613392,2510.3,Continuing
10,97,1420.0,902.7498659918115,228.7938044465742,2510.3,Continuing
11,272,1555.8,1371.6959997929716,110.46710787861338,2510.3,Continuing
12,39,1071.4,1325.449916562187,153.59505835928036,2510.3,Continuing
13,51,1462.7,1315.9332648839645,125.00944491303422,2510.3,Continuing
14,230,1475.8,1394.8847214781154,84.8278180099255,2510.3,Continuing
15,221,1506.8,1407.1722874562502,80.3849607606759,2510.3,Continuing
16,253,1414.5,1383.5100853989607,71.06865130844712,2510.3,Continuing
17,109,1437.3,1376.90671013885,81.30025183058903,2510.3,Continuing
18,297,1404.2,1397.4290857124834,65.96630202061893,2510.3,Continuing
19,310,1390.4,1401.5487909039416,53.869529153894035,2510.3,Continuing
20,163,1383.5,1380.730521147283,53.53439366206177,2510.3,Continuing
21,93,1755.2,1323.5496971928542,110.6849318337648,2510.3,Continuing
22,288,1768.0,1697.9312306659085,87.15235207214627,2510.3,Continuing
23,157,1779.7,1631.632847274971,59.36034233017114,2510.3,Continuing
24,125,1272.6,1379.5540701445298,54.04531881887731,2510.3,Continuing
25,205,1730.2,1247.9684163224422,181.41153302867423,2510.3,Continuing
26,192,1674.6,1529.4002860251362,105.34516057331251,2510.3,Continuing
27,252,1730.2,1618.6342585483733,74.05628068872369,2510.3,Continuing
28,127,1737.2,1614.7913521638875,83.3842119356329,2510.3,Continuing
29,275,1392.4,1625.8013030392183,76.20262268271792,2510.3,Continuing
30,115,1536.5,1585.1839916486904,152.12380608268435,2510.3,Continuing
31,75,1471.1,1514.015887181842,135.2811849832542,2510.3,Continuing
32,185,1998.6,1494.5321404539054,106.04697463692854,2510.3,Continuing
33,64,1661.2,1576.0785774981066,149.17766071491684,2510.3,Continuing
34,204,2005.5,1589.9012312296281,128.63184528951453,2510.3,Continuing
35,68,2006.0,1706.0277953183809,142.09626653554002,2510.3,Continuing
36,34,1730.2,1745.4592570397901,144.50309218037762,2510.3,Continuing
37,280,1730.2,1656.1733284078227,141.65896059012067,2510.3,Continuing
38,227,1874.6,1658.9528906904575,133.59809294983418,2510.3,Continuing
39,19,1723.2,1666.551976366608,137.64182656543633,2510.3,Continuing
40,224,1792.2,1655.7542169225235,135.88497464766695,2510.3,Continuing
41,79,1641.2,1641.503019905972,139.62241061663542,2510.3,Continuing
42,260,1599.4,1628.087034177498,135.05599266272108,2510.3,Continuing
43,289,1571.2,1540.0430646508348,152.4889648466331,2510.3,Continuing
44,40,2157.3,1352.0395789404533,192.99704220597678,2510.3,Continuing
45,212,2249.6,1627.432207845521,180.99278124433948,2510.3,Continuing
46,191,2411.5,1786.1055405084476,194.82087460248272,2510.3,Continuing
47,306,2510.3,1893.445019341683,203.68556816545313,2510.3,Max Yield Strength reached
