Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,295,1276.7,117.8181543409816,1044.4659377640799,2510.3,Continuing
2,307,1344.0,214.390503285416,1040.8330949197707,2510.3,Continuing
3,72,1317.0,301.28222291785534,1037.7492429107808,2510.3,Continuing
4,114,1269.0,410.03748541771546,972.1353412022415,2510.3,Continuing
5,284,1348.6,1330.7504989973313,37.41963227058385,2510.3,Continuing
6,131,1391.2,1335.0262197977427,26.524386354806055,2510.3,Continuing
7,133,1312.0,1333.6164179792868,12.297249092093884,2510.3,Continuing
8,42,1350.3,1334.2103721940348,27.558927528527185,2510.3,Continuing
9,56,1357.9,1336.245327871552,15.657756014989932,2510.3,Continuing
10,286,1297.5,1326.618048466432,9.672970501672236,2510.3,Continuing
11,95,1277.7,1286.359700899122,26.586630346420776,2510.3,Continuing
12,145,1285.0,1265.7066452869149,25.045892391126667,2510.3,Continuing
13,88,1294.9,1266.5410453343966,31.094799399848917,2510.3,Continuing
14,7,1306.9,1260.4023038385749,16.672249544307505,2510.3,Continuing
15,58,1276.5,1258.0335653717884,19.292266778476122,2510.3,Continuing
16,242,1305.4,1035.3464533252973,106.34671791278963,2510.3,Continuing
17,255,1280.2,1271.9823082199127,65.39825758163586,2510.3,Continuing
18,140,1521.3,1203.3371963266,53.771941100215614,2510.3,Continuing
19,180,1182.0,28.557153477678014,315.99185296821946,2510.3,Continuing
20,166,1091.4,659.2800430069692,224.15737794438812,2510.3,Continuing
21,80,1125.0,684.1776390921077,225.6220405559295,2510.3,Continuing
22,30,1194.0,969.8434699832369,108.14441806746866,2510.3,Continuing
23,136,1199.0,679.944662434759,229.83686403902163,2510.3,Continuing
24,124,1600.0,358.46675913555873,260.7598841244368,2510.3,Continuing
25,204,2005.5,1294.1857631588407,108.52051011810191,2510.3,Continuing
26,68,2006.0,1971.5448252431297,49.844006895281495,2510.3,Continuing
27,64,1661.2,1763.3046384253366,140.6025066709785,2510.3,Continuing
28,252,1730.2,1662.1919197723973,128.2717871635926,2510.3,Continuing
29,19,1723.2,1704.9171587599399,105.15977204473491,2510.3,Continuing
30,192,1674.6,1666.3567514116226,50.02040994651764,2510.3,Continuing
31,224,1792.2,1649.1765814200112,58.20504453179521,2510.3,Continuing
32,227,1874.6,1635.318581371625,56.70115382015615,2510.3,Continuing
33,275,1392.4,1753.2851233912281,72.71913521987445,2510.3,Continuing
34,127,1737.2,1629.6569686736557,119.88245457886146,2510.3,Continuing
35,45,1716.3,1456.0767539260978,148.44871740892472,2510.3,Continuing
36,0,1167.2,0.0,339.3683990795161,2510.3,Continuing
37,79,1641.2,1676.2132227796792,141.13607539303314,2510.3,Continuing
38,260,1599.4,1659.6909165360453,135.62485738208574,2510.3,Continuing
39,190,1243.6,1504.4071878589803,146.8903545274927,2510.3,Continuing
40,209,1309.8,1416.9692066340976,140.68743853372484,2510.3,Continuing
41,294,1390.4,1383.949688311548,132.82312094565222,2510.3,Continuing
42,29,1254.0,1355.2613216714005,129.78759593776033,2510.3,Continuing
43,297,1404.2,1327.2445447950142,134.76406780990305,2510.3,Continuing
44,310,1390.4,1338.7293224102737,121.9451809000825,2510.3,Continuing
45,234,1212.6,1338.353588659641,116.90176691935268,2510.3,Continuing
46,109,1437.3,1323.075520403965,120.11067131292198,2510.3,Continuing
47,272,1555.8,1340.0437506607982,128.095034474657,2510.3,Continuing
48,241,1218.8,1365.354711128175,146.6468326829127,2510.3,Continuing
49,221,1506.8,1325.0548824559287,124.33826221239339,2510.3,Continuing
50,253,1414.5,1367.6395494301032,115.9311068739935,2510.3,Continuing
51,230,1475.8,1355.405532572943,114.00226911684365,2510.3,Continuing
52,97,1420.0,1361.8152287142834,119.53937433495274,2510.3,Continuing
53,48,1451.7,1368.7505399335491,109.13246620754971,2510.3,Continuing
54,163,1383.5,1369.5200317269541,103.40858628655909,2510.3,Continuing
55,51,1462.7,1369.2195295212186,110.01801284339017,2510.3,Continuing
56,125,1272.6,1370.2724798264953,105.63772261597431,2510.3,Continuing
57,149,1304.3,1359.5039492899732,101.118985255065,2510.3,Continuing
58,254,1324.3,1318.674249498763,96.60272863164869,2510.3,Continuing
59,137,1308.0,1319.0941609433598,91.77788886343592,2510.3,Continuing
