Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,143,1216.8,110.23613745086782,1044.4659535929945,2510.3,Continuing
2,51,1462.7,1204.4591377546421,85.9955844036545,2510.3,Continuing
3,310,1390.4,299.39057479221646,1037.7491882346478,2510.3,Continuing
4,294,1390.4,394.03318554870657,1005.3747191821009,2510.3,Continuing
5,29,1254.0,628.3800779248484,784.1121855316333,2510.3,Continuing
6,22,1267.8,1347.8950450196687,106.90094214058674,2510.3,Continuing
7,230,1475.8,1310.6655826470567,102.78501909769317,2510.3,Continuing
8,221,1506.8,1401.651543436473,64.95605671925375,2510.3,Continuing
9,163,1383.5,1434.7997156711187,55.31283056827515,2510.3,Continuing
10,166,1091.4,1142.968079541343,155.32253370786967,2510.3,Continuing
11,109,1437.3,1364.1885673460326,73.45078558794033,2510.3,Continuing
12,297,1404.2,1384.7452159954398,54.16852328497302,2510.3,Continuing
13,253,1414.5,1413.131668078635,35.63916099030119,2510.3,Continuing
14,85,1175.4,532.3114915589842,247.21888687753327,2510.3,Continuing
15,60,1340.8,1191.141352270727,95.81601920404417,2510.3,Continuing
16,260,1599.4,0.613525179151844,317.19795317162584,2510.3,Continuing
17,19,1723.2,1308.351274684219,154.02244350372567,2510.3,Continuing
18,124,1600.0,1360.6435048609662,171.54270700250362,2510.3,Continuing
19,204,2005.5,1444.6645732512375,161.94396364256184,2510.3,Continuing
20,68,2006.0,1666.363087461204,167.90259052317603,2510.3,Continuing
21,64,1661.2,1788.431334046989,111.06293917964322,2510.3,Continuing
22,192,1674.6,1607.316350332758,126.63051090980179,2510.3,Continuing
23,30,1194.0,1322.2850641779266,189.9732392046777,2510.3,Continuing
24,137,1308.0,1020.000962218575,208.93976169675557,2510.3,Continuing
25,127,1737.2,1676.3206119392753,69.40205043303322,2510.3,Continuing
26,136,1199.0,934.1838586626129,184.8337071926734,2510.3,Continuing
27,252,1730.2,1715.4975955272148,55.14770394116292,2510.3,Continuing
28,241,1218.8,1431.5850758432907,97.98321070100818,2510.3,Continuing
29,217,1178.9,222.12961637287464,295.2020666314638,2510.3,Continuing
30,275,1392.4,1725.7078142662392,64.43330512037036,2510.3,Continuing
31,224,1792.2,1619.953604026371,142.71887313293342,2510.3,Continuing
32,227,1874.6,1624.4394696207014,137.23922721999986,2510.3,Continuing
33,79,1641.2,1565.5255412407985,152.90243036644162,2510.3,Continuing
34,45,1716.3,1506.2381827290665,151.8846487548677,2510.3,Continuing
35,190,1243.6,1438.232080725713,148.092767632277,2510.3,Continuing
36,209,1309.8,1407.1743584872236,146.96936663937834,2510.3,Continuing
37,272,1555.8,1365.3380364967206,147.99681775494673,2510.3,Continuing
38,97,1420.0,1356.5164632626847,147.79683243376485,2510.3,Continuing
39,180,1182.0,1354.2058023461095,144.7423164956863,2510.3,Continuing
40,48,1451.7,1365.6912979506737,141.25088052034977,2510.3,Continuing
41,125,1272.6,1372.9140649647086,136.7821692292872,2510.3,Continuing
42,55,1463.0,557.598853768314,291.25071342257553,2510.3,Continuing
43,132,1478.4,1281.4151342795874,172.3241107438163,2510.3,Continuing
44,65,1362.9,1217.4285286525935,178.69309768151544,2510.3,Continuing
45,248,1155.0,815.9401420776696,249.6106803357521,2510.3,Continuing
46,15,1136.9,951.665976255834,261.45781089216786,2510.3,Continuing
47,26,1236.6,914.6760811289475,241.01078484568893,2510.3,Continuing
48,140,1521.3,1339.396939231299,133.52705452868526,2510.3,Continuing
49,56,1357.9,1398.524398909958,121.21457100523327,2510.3,Continuing
50,256,1016.4,1028.0927707993721,184.07735099582777,2510.3,Continuing
51,284,1348.6,1393.4430337612891,113.39045446472868,2510.3,Continuing
