Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,295,1276.7,117.8181543409816,1044.4659377640799,2510.3,Continuing
2,307,1344.0,214.390503285416,1040.8330949197707,2510.3,Continuing
3,72,1317.0,301.28222291785534,1037.7492429107808,2510.3,Continuing
4,114,1269.0,410.03748541771546,972.1353412022415,2510.3,Continuing
5,131,1391.2,1319.9506654794932,47.30929875155087,2510.3,Continuing
6,284,1348.6,1360.9509351539032,30.48163775275258,2510.3,Continuing
7,81,1280.8,1055.028520597381,145.33037793512057,2510.3,Continuing
8,255,1280.2,1211.7542985942696,62.37437340756674,2510.3,Continuing
9,242,1305.4,1288.601342946381,47.514662767130666,2510.3,Continuing
10,180,1182.0,94.52561818853445,313.2568366581712,2510.3,Continuing
11,140,1521.3,1303.572566280254,54.581736593113064,2510.3,Continuing
12,80,1125.0,489.7672693049292,286.4917778266848,2510.3,Continuing
13,286,1297.5,1344.9136693745913,51.904800388052806,2510.3,Continuing
14,42,1350.3,1338.3245206223282,52.642630098234854,2510.3,Continuing
15,224,1792.2,278.6897371789619,285.28623860011913,2510.3,Continuing
16,60,1340.8,1089.5968064288827,235.24579463123843,2510.3,Continuing
17,75,1471.1,1147.9389860228941,215.3512900938955,2510.3,Continuing
18,181,1801.8,1170.0046094571906,210.0242919685563,2510.3,Continuing
19,44,1474.4,1346.0913657792282,180.4415939785773,2510.3,Continuing
20,235,1419.4,1353.1504318105003,176.95371446854008,2510.3,Continuing
21,160,1309.1,1399.4773400902175,165.97595449811013,2510.3,Continuing
22,169,1250.5,1355.024493022473,168.86576190196976,2510.3,Continuing
23,248,1155.0,1350.5649466051063,166.91026614813012,2510.3,Continuing
24,192,1674.6,1394.4659618062317,167.13699114464606,2510.3,Continuing
25,252,1730.2,1463.1521701313507,163.18124179301702,2510.3,Continuing
26,68,2006.0,1496.6108103155516,165.14050113846278,2510.3,Continuing
27,204,2005.5,1583.7013195414513,179.89435009289835,2510.3,Continuing
28,64,1661.2,1648.1226423333196,183.8897771905145,2510.3,Continuing
29,275,1392.4,1641.685719568201,172.97462035059053,2510.3,Continuing
30,127,1737.2,1595.3700847827831,183.94105446613693,2510.3,Continuing
31,227,1874.6,1611.2563534548017,179.72887303675026,2510.3,Continuing
32,19,1723.2,1634.6070917924362,179.38048230971012,2510.3,Continuing
33,45,1716.3,1626.2979746706278,179.396891227609,2510.3,Continuing
34,79,1641.2,1645.5698468149412,172.21420244100284,2510.3,Continuing
35,260,1599.4,1641.2400490492346,167.56984139291296,2510.3,Continuing
36,124,1600.0,1611.3845090806426,171.57441569923347,2510.3,Continuing
37,15,1136.9,1501.531569691026,176.25393935087254,2510.3,Continuing
38,245,1298.8,1504.2274815605747,171.29394294940607,2510.3,Continuing
39,143,1216.8,1489.6469148012457,173.47597547977142,2510.3,Continuing
40,238,1188.5,1465.2280914941298,176.74877771128743,2510.3,Continuing
41,190,1243.6,1453.5749002052726,178.2310948437951,2510.3,Continuing
42,297,1404.2,1443.0442548978217,174.75589066529622,2510.3,Continuing
43,241,1218.8,1438.1287630939237,171.46406453855835,2510.3,Continuing
44,153,1194.0,1416.442605420235,173.3128378295843,2510.3,Continuing
45,30,1194.0,1347.6420123032112,189.0817383085786,2510.3,Continuing
46,253,1414.5,1404.8820142962427,165.58037835162392,2510.3,Continuing
47,221,1506.8,1405.4213853450246,161.84080775453916,2510.3,Continuing
48,310,1390.4,1385.8902770874483,162.34678107536067,2510.3,Continuing
49,125,1272.6,1384.7652857105472,158.4461203027214,2510.3,Continuing
50,22,1267.8,1373.4220371630927,154.78396771825288,2510.3,Continuing
51,59,1145.8,1361.5729756937717,153.20661750289813,2510.3,Continuing
52,109,1437.3,1360.3451279005503,154.02589213176293,2510.3,Continuing
53,294,1390.4,1366.88363356206,152.58614217346573,2510.3,Continuing
54,272,1555.8,1367.7448763934435,149.6187351898472,2510.3,Continuing
55,48,1451.7,1370.117401079382,152.0291403902776,2510.3,Continuing
56,209,1309.8,1375.8679173238388,149.96092221358444,2510.3,Continuing
57,97,1420.0,1352.1239721807724,149.406147751245,2510.3,Continuing
58,234,1212.6,1365.367431506489,145.50473892069007,2510.3,Continuing
59,230,1475.8,1366.4030889279538,141.27122750831342,2510.3,Continuing
