Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,72,1317.0,115.71664722241968,1044.6197918002042,2510.3,Continuing
2,42,1350.3,217.65606073451124,1040.839970247497,2510.3,Continuing
3,58,1276.5,304.720230445957,1037.759968663352,2510.3,Continuing
4,95,1277.7,408.76135828213285,974.8137034612728,2510.3,Continuing
5,140,1521.3,1031.671710074792,125.5317304052607,2510.3,Continuing
6,180,1182.0,31.2470367266518,315.00794333942855,2510.3,Continuing
7,59,1145.8,953.9372995811275,208.48219222430916,2510.3,Continuing
8,27,1825.8,989.3316346058207,238.02505216083324,2510.3,Continuing
9,187,1870.6,1735.4678143926872,91.90349588813474,2510.3,Continuing
10,39,1071.4,1156.2266503081978,228.30374284179916,2510.3,Continuing
11,132,1478.4,1087.48106802717,223.22835834433263,2510.3,Continuing
12,137,1308.0,1272.5899136590426,201.8033167534006,2510.3,Continuing
13,274,1486.2,1070.0047684654915,227.48820308399004,2510.3,Continuing
14,90,1185.1,637.722609189986,285.0709380638981,2510.3,Continuing
15,41,1169.4,1057.4643900980866,229.37413806964128,2510.3,Continuing
16,16,1328.3,1081.4781061273943,197.15112043219517,2510.3,Continuing
17,262,1309.1,970.1906293821289,191.44404347992136,2510.3,Continuing
18,55,1463.0,1323.8504283030527,175.14499413818683,2510.3,Continuing
19,155,1344.4,1269.8979323090675,177.15625226544918,2510.3,Continuing
20,286,1297.5,1374.1273972824067,131.90539106064523,2510.3,Continuing
21,291,1577.8,704.9116305410166,254.27114007694843,2510.3,Continuing
22,135,1354.2,1344.363942266668,210.63159075895763,2510.3,Continuing
23,265,1680.6,1299.4052045801473,217.27158319830525,2510.3,Continuing
24,296,1681.2,1355.9273946572578,208.23719999743076,2510.3,Continuing
25,57,1235.9,1368.2571793220334,212.60526671371036,2510.3,Continuing
26,169,1250.5,1362.8445766503714,210.69251967495094,2510.3,Continuing
27,215,1688.1,1360.0129940633622,207.75288265623678,2510.3,Continuing
28,136,1199.0,1370.6477296127905,212.1787081972355,2510.3,Continuing
29,266,1667.4,1364.9612023684442,211.33217203279332,2510.3,Continuing
30,46,1798.3,1374.3798191904634,214.07069085436032,2510.3,Continuing
31,193,1784.5,1386.1891989759206,223.01983684325475,2510.3,Continuing
32,142,1340.1,1434.4066989300186,221.41755471551886,2510.3,Continuing
33,119,1736.3,1425.235180440519,219.61778680657346,2510.3,Continuing
34,21,1860.3,1447.336416011989,220.13780141730612,2510.3,Continuing
35,285,1812.1,1481.7181269242813,223.42822114649826,2510.3,Continuing
36,158,1688.1,1511.3381811169102,221.67904434943998,2510.3,Continuing
37,279,1805.2,1529.075705593217,217.45301007241966,2510.3,Continuing
38,77,1653.6,1550.9631641975523,215.34973408569994,2510.3,Continuing
39,246,1564.0,1557.2548152857792,211.45457992847196,2510.3,Continuing
40,150,1846.5,1561.579729322128,206.6100485793017,2510.3,Continuing
41,33,1819.0,1575.7567400394435,205.59877702605064,2510.3,Continuing
42,188,1681.2,1584.9476860104678,205.42825607869065,2510.3,Continuing
43,146,1722.5,1575.9893785452182,203.57855909648765,2510.3,Continuing
44,24,1383.7,1527.172387760063,199.56932619485724,2510.3,Continuing
45,2,1382.2,1512.9508298216704,200.2811381439929,2510.3,Continuing
46,251,1369.5,1508.7593083546908,196.17188587564547,2510.3,Continuing
47,301,1359.7,1502.369236377577,194.7638967613473,2510.3,Continuing
48,92,1280.7,1495.070984525556,193.0298813755167,2510.3,Continuing
49,120,1275.3,1485.1676361537027,193.3197388029693,2510.3,Continuing
50,304,1302.8,1476.3976186112654,193.5948265141496,2510.3,Continuing
51,199,1369.5,1468.3883352733178,192.24006244708363,2510.3,Continuing
52,269,1368.5,1463.2532597309005,189.82049391654772,2510.3,Continuing
53,267,1352.2,1456.4932355835704,187.83878181731916,2510.3,Continuing
54,270,1300.3,1451.731734956637,185.43563873403727,2510.3,Continuing
55,36,1245.4,1445.436677664414,183.79289572960886,2510.3,Continuing
56,103,1314.2,1436.4403811328457,183.11082058720342,2510.3,Continuing
57,167,1731.7,1407.9193445234303,189.00933627575358,2510.3,Continuing
58,305,1139.7,1360.3142084706826,218.95656542650764,2510.3,Continuing
59,281,1338.0,1425.4867842323627,190.27584409876354,2510.3,Continuing
60,3,1341.7,1417.7735975146143,186.89314262814784,2510.3,Continuing
61,308,1258.6,1424.0506520575277,180.35378897064217,2510.3,Continuing
62,216,1371.1,1351.9516844388245,201.6112379360702,2510.3,Continuing
63,52,1332.7,1415.0295914409635,176.72722957233515,2510.3,Continuing
64,94,1376.3,1410.9368174466597,174.06172274678462,2510.3,Continuing
65,8,1683.0,1316.8445039420199,201.9992243565012,2510.3,Continuing
66,126,1391.8,1405.2371144424483,182.32334545959068,2510.3,Continuing
67,102,1575.5,1378.2335045565464,188.45108530129886,2510.3,Continuing
68,176,1026.6,1349.5648512113005,197.82363941944055,2510.3,Continuing
69,4,1322.1,1413.7241622028034,179.10720135918285,2510.3,Continuing
70,110,1241.0,1407.1207691774594,176.79296926982838,2510.3,Continuing
71,165,1250.8,1399.4233485716404,175.41617884724286,2510.3,Continuing
72,10,1218.4,1393.4938956219723,173.60220379187243,2510.3,Continuing
73,302,1311.1,1383.5652361153511,172.34827559343395,2510.3,Continuing
74,54,1429.7,1364.4820026518923,174.8310177465892,2510.3,Continuing
75,13,1299.8,1378.7955940515335,168.69575296578324,2510.3,Continuing
