Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,0.0,1048.8088481701514,2510.3,Continuing
2,33,1819.0,237.92978227867962,1040.8339516337342,2510.3,Continuing
3,142,1340.1,359.5518903489768,1037.749983169499,2510.3,Continuing
4,193,1784.5,429.59058417198145,1035.0993166649903,2510.3,Continuing
5,158,1688.1,519.8915748440618,1032.7982731470922,2510.3,Continuing
6,119,1736.3,592.9200851265875,1030.7781205327221,2510.3,Continuing
7,279,1805.2,660.1812725894508,1028.9930212449533,2510.3,Continuing
8,285,1812.1,1579.931672122165,229.92048621203148,2510.3,Continuing
9,21,1860.3,1583.169049621208,216.12393739027593,2510.3,Continuing
10,246,1564.0,1661.341731225159,192.13816226515303,2510.3,Continuing
11,77,1653.6,1669.5021546853673,180.90879474008042,2510.3,Continuing
12,146,1722.5,1620.4568090582611,182.9428836079178,2510.3,Continuing
13,188,1681.2,1671.3113283551775,162.0024367427179,2510.3,Continuing
14,150,1846.5,1666.2708480515116,154.5337799147093,2510.3,Continuing
15,291,1577.8,1488.3280278421112,192.83968364216454,2510.3,Continuing
16,24,1383.7,1351.298934406665,224.83830007957687,2510.3,Continuing
17,46,1798.3,1620.0424171272462,151.997927730598,2510.3,Continuing
18,266,1667.4,1547.696086677278,169.79925577870796,2510.3,Continuing
19,197,1348.9,1554.8816874246136,167.46011598850072,2510.3,Continuing
20,304,1302.8,1545.4973471619876,152.99135517031917,2510.3,Continuing
21,301,1359.7,1496.7539592955104,157.82298410123093,2510.3,Continuing
22,3,1341.7,1425.7208475652944,170.18406086298876,2510.3,Continuing
23,305,1139.7,1124.5459709102622,235.91219780134267,2510.3,Continuing
24,216,1371.1,1151.5442422435667,231.3303101297812,2510.3,Continuing
25,57,1235.9,1005.2937423459347,263.40313771780944,2510.3,Continuing
26,167,1731.7,1337.9302974802956,182.02789349449685,2510.3,Continuing
27,126,1391.8,1451.7676836725987,169.45415787248453,2510.3,Continuing
28,296,1681.2,1201.013616808891,217.28070956561473,2510.3,Continuing
29,251,1369.5,1456.247927427085,150.79247292618948,2510.3,Continuing
30,287,1615.8,1430.3162666761443,152.74012461087682,2510.3,Continuing
31,14,1564.0,1473.0154012220742,148.02201150311018,2510.3,Continuing
32,173,1522.7,1484.0290680533471,142.22852720321865,2510.3,Continuing
33,54,1429.7,1472.041043163491,138.91288609304388,2510.3,Continuing
34,35,1357.3,1452.8639964665763,137.74932749545013,2510.3,Continuing
35,213,1405.6,1440.066996542564,135.58783885953932,2510.3,Continuing
36,199,1369.5,1451.6682455081589,129.7671757138769,2510.3,Continuing
37,8,1683.0,1239.7637160791662,178.13690168472138,2510.3,Continuing
38,102,1575.5,1443.836759934819,148.83131970490896,2510.3,Continuing
39,49,1550.3,1448.9054169288638,139.5357254748028,2510.3,Continuing
40,262,1309.1,1442.0304430710494,140.19576059111125,2510.3,Continuing
41,52,1332.7,1439.8336608949617,130.7938822756852,2510.3,Continuing
42,219,1804.2,1328.4530419314085,153.98547822191142,2510.3,Continuing
43,184,1012.8,1302.7171611632227,205.7174863560035,2510.3,Continuing
44,189,1818.0,1429.874453259209,155.45647333721442,2510.3,Continuing
45,186,1741.8,1505.4809725162652,159.5627315281326,2510.3,Continuing
46,82,1746.6,1551.774244021689,155.6453825123112,2510.3,Continuing
47,299,1777.6,1587.4094281855607,151.18171935060755,2510.3,Continuing
48,117,1810.0,1610.0470509933286,147.20885940340887,2510.3,Continuing
49,278,1743.5,1638.8134129856217,143.99431764366702,2510.3,Continuing
50,121,1795.5,1645.5609914499382,139.87530547343803,2510.3,Continuing
51,222,1792.1,1664.494166260256,136.8981262876974,2510.3,Continuing
52,276,1629.9,1618.6124795364615,140.24850122370955,2510.3,Continuing
53,6,1605.4,1490.1590005982553,166.10079794791665,2510.3,Continuing
54,231,1547.3,1505.0285038127627,154.85156693971675,2510.3,Continuing
55,18,1592.9,1494.8141221667795,146.15063001520494,2510.3,Continuing
56,177,1503.4,1502.631776417736,140.25589575741708,2510.3,Continuing
57,12,1455.4,1496.1060694469693,134.93063143972086,2510.3,Continuing
58,124,1600.0,1255.9582843839385,193.30625605144644,2510.3,Continuing
59,239,1144.8,1439.3745709077011,156.11939341400193,2510.3,Continuing
60,176,1026.6,1351.4460770530495,182.19228899270365,2510.3,Continuing
61,203,1688.1,1344.6184214204577,166.74498182562382,2510.3,Continuing
62,115,1536.5,1413.1258496477885,153.58916521705743,2510.3,Continuing
63,259,1463.3,1435.3770457791961,141.86849493218057,2510.3,Continuing
64,68,2006.0,1381.8699612523171,153.80276850193903,2510.3,Continuing
65,204,2005.5,1547.6470321238298,169.64620501121567,2510.3,Continuing
66,185,1998.6,1627.0735658348453,175.64165295091493,2510.3,Continuing
67,34,1730.2,1711.4240352980864,169.00919895140058,2510.3,Continuing
68,19,1723.2,1702.0236046567916,166.78021607080223,2510.3,Continuing
69,205,1730.2,1701.2842618834334,163.76174798156276,2510.3,Continuing
70,280,1730.2,1712.5256398001472,155.83216343706192,2510.3,Continuing
71,224,1792.2,1696.253494056899,156.8013238962076,2510.3,Continuing
72,227,1874.6,1723.115610364682,149.0659727163271,2510.3,Continuing
73,275,1392.4,1731.5031018167174,146.6794879264118,2510.3,Continuing
74,79,1641.2,1675.716536123777,159.5726928849436,2510.3,Continuing
75,252,1730.2,1676.1418412105618,157.26925076919352,2510.3,Continuing
