Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,142,1340.1,153.45998199904005,1044.4661429935743,2510.3,Continuing
2,158,1688.1,252.2599389448315,1040.8386848897046,2510.3,Continuing
3,119,1736.3,362.7821749262689,1037.749691809316,2510.3,Continuing
4,33,1819.0,460.8872365279375,1035.099134486271,2510.3,Continuing
5,188,1681.2,551.4273677130809,1032.7963632930139,2510.3,Continuing
6,77,1653.6,622.0381811403753,1030.7771565745384,2510.3,Continuing
7,21,1860.3,682.702587082853,1028.9931799341807,2510.3,Continuing
8,279,1805.2,1626.3004029993458,177.31474737389524,2510.3,Continuing
9,246,1564.0,1650.271659563626,167.8241145696699,2510.3,Continuing
10,46,1798.3,1644.2306095222775,162.04898902545392,2510.3,Continuing
11,266,1667.4,1660.109732279424,156.3876127319934,2510.3,Continuing
12,193,1784.5,1663.6407783350444,147.86620924487747,2510.3,Continuing
13,146,1722.5,1674.3605273407584,143.13478061795303,2510.3,Continuing
14,291,1577.8,1679.571070466705,136.8620292173651,2510.3,Continuing
15,296,1681.2,1672.5223367825156,135.69432021867615,2510.3,Continuing
16,285,1812.1,1673.3073867372193,131.17505835317172,2510.3,Continuing
17,150,1846.5,1683.1001847873288,129.43970544467564,2510.3,Continuing
18,197,1348.9,1691.7234226456355,130.44212553779963,2510.3,Continuing
19,183,1502.0,1450.330760111277,161.46451257698678,2510.3,Continuing
20,96,1233.3,1479.667126957557,154.330672918864,2510.3,Continuing
21,232,1515.8,1397.4554229130806,151.80169740755116,2510.3,Continuing
22,74,1312.6,1415.9424307334184,148.6514226136368,2510.3,Continuing
23,229,1311.4,1292.7884107654206,161.13085858826537,2510.3,Continuing
24,61,1405.6,111.79788351836807,338.9042368046676,2510.3,Continuing
25,237,1350.4,1093.0327565740613,230.32279891687287,2510.3,Continuing
26,228,1240.2,1364.3251995745889,154.19983493978097,2510.3,Continuing
27,249,1460.7,1388.5531510924425,136.64740640842498,2510.3,Continuing
28,112,1471.0,1413.503749083187,125.86449200649781,2510.3,Continuing
29,281,1338.0,1349.7942069901144,139.33328909769793,2510.3,Continuing
30,214,1529.6,1378.3894918750111,125.88650044510186,2510.3,Continuing
31,156,1550.3,1394.3456397415916,128.14658384746778,2510.3,Continuing
32,113,1405.6,1423.2651165980224,125.48971051548114,2510.3,Continuing
33,263,1123.1,1382.7462966995868,131.36881389353113,2510.3,Continuing
34,250,1322.9,1379.1203638880224,128.22272208733327,2510.3,Continuing
35,170,1274.7,1367.4656720675853,124.68942736696823,2510.3,Continuing
36,1,1502.0,1343.2382986928988,124.1415005346945,2510.3,Continuing
37,226,1646.7,1199.2314094450599,160.48884552937633,2510.3,Continuing
38,172,1164.4,1342.0475273414918,153.5515748480182,2510.3,Continuing
39,178,1460.7,1272.0209305806738,150.06266475683273,2510.3,Continuing
40,20,1536.5,1051.2652773919763,203.62920525649298,2510.3,Continuing
41,0,1167.2,0.0,342.6163453268764,2510.3,Continuing
42,305,1139.7,1492.5007865531966,187.52554742799413,2510.3,Continuing
43,216,1371.1,1402.0671423516037,143.89027697945164,2510.3,Continuing
44,196,1150.6,1251.3672717785364,183.50249258630947,2510.3,Continuing
45,167,1731.7,1369.5171964756082,144.37376609609376,2510.3,Continuing
