Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,0,1167.2,0.0,1048.8088481701514,2510.3,Continuing
2,33,1819.0,237.92978227867962,1040.8339516337342,2510.3,Continuing
3,142,1340.1,359.5518903489768,1037.749983169499,2510.3,Continuing
4,193,1784.5,429.59058417198145,1035.0993166649903,2510.3,Continuing
5,158,1688.1,519.8915748440618,1032.7982731470922,2510.3,Continuing
6,119,1736.3,592.9200851265875,1030.7781205327221,2510.3,Continuing
7,279,1805.2,660.1812725894508,1028.9930212449533,2510.3,Continuing
8,285,1812.1,1579.931672122165,229.92048621203148,2510.3,Continuing
9,77,1653.6,1636.2984946179702,199.15140113153203,2510.3,Continuing
10,246,1564.0,1634.3410602021538,185.46008713116922,2510.3,Continuing
11,188,1681.2,1625.7301300311044,175.4055007863236,2510.3,Continuing
12,150,1846.5,1634.9576662482332,163.3165762704645,2510.3,Continuing
13,21,1860.3,1648.1620419881303,171.8387755902991,2510.3,Continuing
14,146,1722.5,1646.2444553006094,171.47290216062612,2510.3,Continuing
15,46,1798.3,1558.5801405902903,175.2487158382913,2510.3,Continuing
16,291,1577.8,1589.8854220443147,182.97146042378884,2510.3,Continuing
17,304,1302.8,1574.2643831780902,171.73640361025704,2510.3,Continuing
18,266,1667.4,1497.4979868387254,181.28590680583855,2510.3,Continuing
19,52,1332.7,1529.5777298295898,166.75421127579023,2510.3,Continuing
20,13,1299.8,1489.9587404252054,163.4518421763863,2510.3,Continuing
21,199,1369.5,1453.125557618615,163.43308180631044,2510.3,Continuing
22,94,1376.3,1436.585122426086,155.37801747842025,2510.3,Continuing
23,301,1359.7,1420.533911209953,152.64569270506158,2510.3,Continuing
24,92,1280.7,1408.244665302976,146.7744323789642,2510.3,Continuing
25,197,1348.9,1378.5319099034537,162.0767906739114,2510.3,Continuing
26,308,1258.6,1374.621341991086,137.65780814631717,2510.3,Continuing
27,63,1423.8,1363.6047841115076,145.60221417171044,2510.3,Continuing
28,50,1371.4,1381.4944589271788,139.57726907329703,2510.3,Continuing
29,3,1341.7,1370.7800582431678,149.53293735930632,2510.3,Continuing
30,67,1438.6,1369.5586413952697,128.54523115064742,2510.3,Continuing
31,281,1338.0,1372.2642738860573,136.46954214318612,2510.3,Continuing
32,53,1372.9,1365.955688116463,123.32126331404213,2510.3,Continuing
33,41,1169.4,1362.4760238823392,126.01903497834599,2510.3,Continuing
34,10,1218.4,1350.5805214924324,121.25508120064518,2510.3,Continuing
35,134,1282.2,1338.1080645740967,130.99115557334068,2510.3,Continuing
36,110,1241.0,1332.8746564139035,118.01974290064096,2510.3,Continuing
37,105,1358.2,1329.52297194821,116.46537156524428,2510.3,Continuing
38,311,1376.7,1332.8027726597456,115.54354978931326,2510.3,Continuing
39,84,1278.2,1325.8066033222067,114.49707044924779,2510.3,Continuing
40,103,1314.2,1318.3431006959327,110.89196278942217,2510.3,Continuing
41,302,1311.1,1316.0926033551038,108.2094846687608,2510.3,Continuing
42,165,1250.8,1315.022055613105,106.13770450891683,2510.3,Continuing
43,141,1273.3,1307.4014718095207,108.89415891386882,2510.3,Continuing
44,270,1300.3,1301.622598600694,103.64627355937947,2510.3,Continuing
45,36,1245.4,1294.997505959133,102.07356892747862,2510.3,Continuing
46,208,1153.4,1288.1779545517556,131.75400455283508,2510.3,Continuing
47,120,1275.3,1288.4014506926444,103.97037941226743,2510.3,Continuing
48,251,1369.5,1283.4467107245398,102.39058608383682,2510.3,Continuing
49,267,1352.2,1291.0257096614603,99.84986968164039,2510.3,Continuing
50,269,1368.5,1287.0094795575023,101.03197904238678,2510.3,Continuing
51,4,1322.1,1288.2638132952022,99.26872646671364,2510.3,Continuing
52,98,1243.4,1283.148817782345,99.21601140659554,2510.3,Continuing
53,155,1344.4,1246.9805731193,105.12758231838747,2510.3,Continuing
54,24,1383.7,1266.3025850095619,103.72123482424632,2510.3,Continuing
55,16,1328.3,1246.023677955172,99.70709116903558,2510.3,Continuing
56,167,1731.7,1231.6314131642284,164.40952912676562,2510.3,Continuing
57,287,1615.8,1481.961448600695,119.53205732812691,2510.3,Continuing
58,14,1564.0,1530.0445052375842,109.58711942750823,2510.3,Continuing
59,173,1522.7,1529.543150482012,103.94833796140715,2510.3,Continuing
60,126,1391.8,1502.5296258625135,110.14931995587271,2510.3,Continuing
61,35,1357.3,1490.5059296453774,103.97978108146863,2510.3,Continuing
62,54,1429.7,1457.5565980307263,102.75794691595064,2510.3,Continuing
63,38,1426.2,1430.9238899061975,99.84674892819947,2510.3,Continuing
64,213,1405.6,1427.589930083479,100.95133647636372,2510.3,Continuing
65,216,1371.1,1406.6027562759941,184.56137799742123,2510.3,Continuing
66,49,1550.3,1372.8339297487203,104.04049058380093,2510.3,Continuing
67,223,1412.5,1375.2080017419034,97.62681590955435,2510.3,Continuing
68,262,1309.1,1375.5354496303235,105.82879306649289,2510.3,Continuing
69,102,1575.5,1348.7339433297188,137.88770381249032,2510.3,Continuing
70,86,1453.8,1340.4778343540388,99.59883951046507,2510.3,Continuing
71,196,1150.6,1302.6345445246743,109.04553339750927,2510.3,Continuing
72,8,1683.0,1275.538677259099,166.6796166926326,2510.3,Continuing
73,219,1804.2,1343.5014745475687,133.71754182221483,2510.3,Continuing
74,189,1818.0,1560.8759511572268,119.86580260816034,2510.3,Continuing
75,186,1741.8,1645.3566139674745,113.72787756670188,2510.3,Continuing
