Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,175,1074.9,112.28748280487633,1044.4711293806688,2510.3,Continuing
2,89,1021.0,192.50651058363786,1040.8380155491848,2510.3,Continuing
3,83,1096.5,346.9610227336104,853.788087464214,2510.3,Continuing
4,180,1182.0,731.0683875455253,254.49852381698463,2510.3,Continuing
5,6,1605.4,1104.2281456518358,96.8871074378053,2510.3,Continuing
6,204,2005.5,1098.1453999733917,256.15393935416245,2510.3,Continuing
7,185,1998.6,935.2585670098143,561.2098712549001,2510.3,Continuing
8,64,1661.2,935.8592948366348,657.3818865803345,2510.3,Continuing
9,68,2006.0,1100.296067771939,542.0468199586935,2510.3,Continuing
10,205,1730.2,1158.0679317173644,554.7264861350483,2510.3,Continuing
11,252,1730.2,1321.1583987287602,453.8353420955409,2510.3,Continuing
12,280,1730.2,1651.6281723103605,247.23581396616046,2510.3,Continuing
13,203,1688.1,1691.247524670155,209.07050683896588,2510.3,Continuing
14,127,1737.2,1712.0802947068246,187.04130925222398,2510.3,Continuing
15,192,1674.6,1710.183475080678,172.03841270943178,2510.3,Continuing
16,273,2402.3,1478.40366864744,224.7354820261524,2510.3,Continuing
17,71,2501.1,1751.855231923956,272.41224169568875,2510.3,Continuing
18,99,2411.5,1905.9788841013574,278.0707461845991,2510.3,Continuing
19,191,2411.5,2076.86913391288,231.7197077454588,2510.3,Continuing
20,212,2249.6,2192.403066667558,190.62720307427423,2510.3,Continuing
21,31,2487.3,2239.889307400669,167.19936145702914,2510.3,Continuing
22,206,2331.1,2291.696545797616,151.48869721028322,2510.3,Continuing
23,106,2381.6,2287.869403842758,142.5900726754697,2510.3,Continuing
24,289,1571.2,2280.134103012721,134.13017241769325,2510.3,Continuing
25,292,2372.4,2099.3111745681044,255.48139543807022,2510.3,Continuing
26,73,2381.6,2155.0350900059657,240.02072531936858,2510.3,Continuing
27,194,1233.3,2119.298989915326,234.39169652417903,2510.3,Continuing
28,76,1669.3,1973.4995144226486,328.19105864882044,2510.3,Continuing
29,159,2356.4,1953.5044455135635,330.3970620266813,2510.3,Continuing
30,118,1603.3,1919.1193450229052,337.0484576433426,2510.3,Continuing
31,233,1088.6,1915.2719464300776,332.11537187483253,2510.3,Continuing
32,309,1212.0,1820.0644278308869,380.7999306699402,2510.3,Continuing
33,43,1026.6,1810.411302827169,394.81912695068655,2510.3,Continuing
34,108,1164.4,1759.2214894547697,424.7570953769134,2510.3,Continuing
35,130,1109.3,1734.438231454624,436.33509946129266,2510.3,Continuing
36,239,1144.8,1692.947326319992,453.3306437913138,2510.3,Continuing
37,198,1061.1,1675.2813802625424,458.8382886665554,2510.3,Continuing
38,275,1392.4,1650.8806022256988,468.87667973577675,2510.3,Continuing
39,210,1580.0,1639.6215168637011,466.62832308015834,2510.3,Continuing
40,184,1012.8,1642.6552305211155,459.293468061389,2510.3,Continuing
41,227,1874.6,1628.124455664006,467.6508100205149,2510.3,Continuing
42,19,1723.2,1635.042087577509,461.46749580541695,2510.3,Continuing
43,224,1792.2,1639.670571439699,455.02416892749454,2510.3,Continuing
44,79,1641.2,1652.1212411777574,446.91397515829186,2510.3,Continuing
45,45,1716.3,1646.5433112118972,440.7594320470682,2510.3,Continuing
46,260,1599.4,1650.4235201464335,433.52446789732363,2510.3,Continuing
47,240,1267.1,1635.2242614883862,430.21976163744415,2510.3,Continuing
48,293,1123.1,1627.456656749156,428.7254150483202,2510.3,Continuing
49,157,1779.7,1586.3098586030937,437.70515496560523,2510.3,Continuing
50,288,1768.0,1572.010909839442,439.1369205668942,2510.3,Continuing
51,261,1287.3,1605.2822581356913,428.9739142995985,2510.3,Continuing
52,147,1736.3,1575.746770573544,430.6064932422919,2510.3,Continuing
53,306,2510.3,1566.3966767891623,432.1086525603758,2510.3,Max Yield Strength reached
