Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
1,175,1074.9,112.28748280487633,1044.4711293806688,2510.3,Continuing
2,89,1021.0,192.50651058363786,1040.8380155491848,2510.3,Continuing
3,83,1096.5,346.9610227336104,853.788087464214,2510.3,Continuing
4,60,1340.8,994.0016663920926,163.97604060826023,2510.3,Continuing
5,204,2005.5,1110.4558412737633,152.16166330250843,2510.3,Continuing
6,290,1005.9,692.4175145423561,754.5741964425937,2510.3,Continuing
7,68,2006.0,953.121601323477,495.2326191921897,2510.3,Continuing
8,64,1661.2,926.6444517779728,628.74251984614,2510.3,Continuing
9,227,1874.6,1057.858176337394,547.91572660655,2510.3,Continuing
10,275,1392.4,1131.363285247805,535.6783351338203,2510.3,Continuing
11,19,1723.2,1201.5046739384127,473.1510919517536,2510.3,Continuing
12,127,1737.2,1424.2150824024025,351.4777844648178,2510.3,Continuing
13,224,1792.2,1499.2981193422052,311.8911278664986,2510.3,Continuing
14,252,1730.2,1551.8370343687773,287.2553648785535,2510.3,Continuing
15,192,1674.6,1581.8787280391048,266.19604294893577,2510.3,Continuing
16,79,1641.2,1588.3257052512863,248.4963669758001,2510.3,Continuing
17,260,1599.4,1598.6453300033459,233.5658457876773,2510.3,Continuing
18,45,1716.3,1597.6819436735211,224.21037398681193,2510.3,Continuing
19,124,1600.0,1587.2425436074025,222.0401251415752,2510.3,Continuing
20,194,1233.3,1379.4494702767083,247.7265337137476,2510.3,Continuing
21,207,1019.0,1450.5216137019697,215.79611139627997,2510.3,Continuing
22,161,1167.2,1400.7529279070072,230.05729420014495,2510.3,Continuing
23,108,1164.4,1363.9479200422898,229.75428324697762,2510.3,Continuing
24,80,1125.0,1321.3827633336236,226.5966366840095,2510.3,Continuing
25,25,1005.9,1182.8067079828463,256.82228458955734,2510.3,Continuing
26,259,1463.3,1158.0361159308786,247.46528691703355,2510.3,Continuing
27,305,1139.7,1111.7265613436168,284.6629457483341,2510.3,Continuing
28,239,1144.8,1227.7767540802777,245.4660945557838,2510.3,Continuing
29,8,1683.0,1190.8685570441896,239.17157357547012,2510.3,Continuing
30,177,1503.4,1328.7882569390918,222.3199995837592,2510.3,Continuing
31,12,1455.4,1353.5438101511065,215.01110155955735,2510.3,Continuing
32,289,1571.2,1305.5755028770072,222.72204134759218,2510.3,Continuing
33,71,2501.1,1346.2748735002601,228.9183530317138,2510.3,Continuing
34,99,2411.5,1522.37379122731,309.27555795090683,2510.3,Continuing
35,212,2249.6,1572.3492068652995,338.12569267259755,2510.3,Continuing
36,191,2411.5,1625.9786012689838,343.4242718635087,2510.3,Continuing
37,206,2331.1,1694.2967582476408,347.3659169493476,2510.3,Continuing
38,31,2487.3,1733.3901399731792,350.1792461248104,2510.3,Continuing
39,73,2381.6,1775.6297901054795,354.7320855631558,2510.3,Continuing
40,292,2372.4,1803.5488943554922,358.5454624024186,2510.3,Continuing
41,159,2356.4,1809.3723936862834,347.4946990235577,2510.3,Continuing
42,233,1088.6,1783.8922750425972,349.2555988671153,2510.3,Continuing
43,76,1669.3,1717.6126653486272,378.50729933682214,2510.3,Continuing
44,43,1026.6,1705.1948046939108,371.1001676516736,2510.3,Continuing
45,130,1109.3,1659.85843957896,390.0054809948472,2510.3,Continuing
46,309,1212.0,1621.8130996916539,402.30036633704486,2510.3,Continuing
47,184,1012.8,1601.356485198683,406.87595741594384,2510.3,Continuing
48,118,1603.3,1561.5214019892849,417.24544452775166,2510.3,Continuing
49,240,1267.1,1566.041957579016,408.34812277280014,2510.3,Continuing
50,293,1123.1,1558.5748081082306,404.8866049496952,2510.3,Continuing
51,157,1779.7,1516.1478520625742,416.6249788681434,2510.3,Continuing
52,288,1768.0,1485.164722491773,422.96127395291177,2510.3,Continuing
53,147,1736.3,1527.0448109040335,414.272578052146,2510.3,Continuing
54,306,2510.3,1488.2947226456722,423.43187037187073,2510.3,Max Yield Strength reached
