Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,143,1216.8,110.23613745086782,1044.4659535929945,2510.3,Continuing
2,51,1462.7,1204.4591377546421,85.9955844036545,2510.3,Continuing
3,310,1390.4,299.39057479221646,1037.7491882346478,2510.3,Continuing
4,294,1390.4,394.03318554870657,1005.3747191821009,2510.3,Continuing
5,29,1254.0,628.3800779248484,784.1121855316333,2510.3,Continuing
6,22,1267.8,1347.8950450196687,106.90094214058674,2510.3,Continuing
7,230,1475.8,1310.6655826470567,102.78501909769317,2510.3,Continuing
8,163,1383.5,1420.0438760428076,46.824550598316144,2510.3,Continuing
9,221,1506.8,1401.955602806163,60.62057757073813,2510.3,Continuing
10,253,1414.5,1414.7230581567878,38.92381871623323,2510.3,Continuing
11,297,1404.2,1322.684677384942,53.46238485266911,2510.3,Continuing
12,109,1437.3,1386.9919751568318,41.82766553639269,2510.3,Continuing
13,209,1309.8,1288.6302443711133,51.71740241456948,2510.3,Continuing
14,125,1272.6,1281.5199402957778,30.478507116545345,2510.3,Continuing
15,166,1091.4,1136.6205432366532,106.35747131795155,2510.3,Continuing
16,277,1172.0,1174.3450503568083,41.9688191233162,2510.3,Continuing
17,218,1169.2,1109.4962230349292,42.82738706431003,2510.3,Continuing
18,161,1167.2,1053.6569929398083,42.564036674130165,2510.3,Continuing
19,60,1340.8,964.7532407763501,148.99038786738967,2510.3,Continuing
20,66,1157.5,1280.202628084351,68.48969414250844,2510.3,Continuing
21,168,1258.8,1112.2754647457919,71.13901491962203,2510.3,Continuing
22,70,1087.0,1110.3101352876447,52.67794652270846,2510.3,Continuing
23,85,1175.4,1064.184280605246,55.83036660181519,2510.3,Continuing
24,28,1230.6,1044.9065682646956,59.91044539907662,2510.3,Continuing
25,243,1194.0,1031.6435153438051,79.4919366874199,2510.3,Continuing
26,116,1010.8,1009.7433881239813,78.98662007943126,2510.3,Continuing
27,247,1036.9,998.379532266782,59.99100680994788,2510.3,Continuing
28,271,1061.7,962.9006212108507,60.1165155678693,2510.3,Continuing
29,260,1599.4,160.14710091118394,314.8364881334615,2510.3,Continuing
30,227,1874.6,1567.2945306902684,145.08087766785195,2510.3,Continuing
31,64,1661.2,1790.351575471522,110.47329257688081,2510.3,Continuing
32,275,1392.4,1759.5505908261016,93.08215532897687,2510.3,Continuing
33,79,1641.2,1552.0466661629462,108.92629331437604,2510.3,Continuing
34,127,1737.2,1421.1737250071646,111.57607905066624,2510.3,Continuing
35,238,1188.5,0.013981431822893953,330.2855964551156,2510.3,Continuing
36,160,1309.1,933.2363300555036,171.94462099776692,2510.3,Continuing
37,44,1474.4,1035.845743213541,165.74145647091342,2510.3,Continuing
38,15,1136.9,6.9029697279726e-08,330.6159798167665,2510.3,Continuing
39,75,1471.1,876.6106231944582,166.2140794777713,2510.3,Continuing
40,0,1167.2,2.4976352570611833e-34,336.3596274328897,2510.3,Continuing
41,252,1730.2,1391.0001198928876,181.15078666469196,2510.3,Continuing
42,192,1674.6,1588.9771939689867,144.37566892300825,2510.3,Continuing
43,224,1792.2,1579.1021136050588,136.38332594956495,2510.3,Continuing
44,19,1723.2,1623.9741549098637,131.27303223362802,2510.3,Continuing
45,204,2005.5,1586.6279213604141,163.54468105444352,2510.3,Continuing
46,68,2006.0,1820.6922646983885,137.88739190380068,2510.3,Continuing
47,124,1600.0,1591.583182291563,172.95498066024314,2510.3,Continuing
48,272,1555.8,1488.5763767878134,132.98275664997288,2510.3,Continuing
49,241,1218.8,1455.853279873514,135.17324545517894,2510.3,Continuing
50,97,1420.0,1422.9150132739078,125.56348777877976,2510.3,Continuing
51,45,1716.3,1407.6490819338096,128.2193751044414,2510.3,Continuing
