Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,72,1317.0,115.71664722241968,1044.6197918002042,2510.3,Continuing
2,42,1350.3,217.65606073451124,1040.839970247497,2510.3,Continuing
3,58,1276.5,304.720230445957,1037.759968663352,2510.3,Continuing
4,95,1277.7,408.76135828213285,974.8137034612728,2510.3,Continuing
5,145,1285.0,1284.2516987309718,14.50556115678875,2510.3,Continuing
6,140,1521.3,1063.3227447749432,112.99276320153683,2510.3,Continuing
7,180,1182.0,49.738728517174195,313.0537464692547,2510.3,Continuing
8,290,1005.9,1025.0919377245439,137.2136483770454,2510.3,Continuing
9,80,1125.0,970.2161689313107,147.34464753613392,2510.3,Continuing
10,59,1145.8,933.7447941294786,133.35790938940536,2510.3,Continuing
11,272,1555.8,1238.9068557665269,164.65119962368036,2510.3,Continuing
12,97,1420.0,1371.3653860284326,111.12493411401952,2510.3,Continuing
13,39,1071.4,1323.3318106503443,146.9767718248786,2510.3,Continuing
14,149,1304.3,1321.1664997326643,78.80061964367161,2510.3,Continuing
15,51,1462.7,1294.1438255865378,116.4377052462458,2510.3,Continuing
16,230,1475.8,1387.1190687698731,77.61290509309337,2510.3,Continuing
17,221,1506.8,1407.8836243816663,75.10062637667552,2510.3,Continuing
18,253,1414.5,1377.8260952186974,65.74619079811767,2510.3,Continuing
19,109,1437.3,1374.5078574106788,75.31648071729275,2510.3,Continuing
20,297,1404.2,1398.3477892016635,62.45826915319618,2510.3,Continuing
21,310,1390.4,1399.4096000876038,50.73774651860854,2510.3,Continuing
22,163,1383.5,1372.3614352892182,49.95495388059343,2510.3,Continuing
23,125,1272.6,1356.9221030824465,44.96411935693851,2510.3,Continuing
24,93,1755.2,1318.5387550093396,104.97099537295153,2510.3,Continuing
25,288,1768.0,1681.1595894829895,93.61816001806875,2510.3,Continuing
26,157,1779.7,1614.6200164771499,64.49809966082995,2510.3,Continuing
27,294,1390.4,1319.5693381496003,58.578819348616555,2510.3,Continuing
28,205,1730.2,1262.8234170745,178.68569232807636,2510.3,Continuing
29,192,1674.6,1541.2490572860659,103.85442629660187,2510.3,Continuing
30,252,1730.2,1622.9540166308448,72.8080428665593,2510.3,Continuing
31,127,1737.2,1621.6490798740265,80.83912379413513,2510.3,Continuing
32,275,1392.4,1629.8280277633621,73.62334974500448,2510.3,Continuing
33,115,1536.5,1594.5585445852003,147.4076558811928,2510.3,Continuing
34,75,1471.1,1520.932424584289,133.50379041518553,2510.3,Continuing
35,224,1792.2,1511.7003278996417,89.52056626034465,2510.3,Continuing
36,185,1998.6,1529.6097242590176,115.41365697899732,2510.3,Continuing
37,204,2005.5,1606.5989118869861,131.77905233311685,2510.3,Continuing
38,68,2006.0,1728.1639550247507,139.1073891071017,2510.3,Continuing
39,34,1730.2,1769.0863769852444,139.20928899942228,2510.3,Continuing
40,64,1661.2,1667.9076684326878,160.13370287927714,2510.3,Continuing
41,227,1874.6,1670.2638470884226,129.33292538517054,2510.3,Continuing
42,19,1723.2,1692.8445933611426,130.58185162108393,2510.3,Continuing
43,280,1730.2,1692.8129497477169,134.2770628617167,2510.3,Continuing
44,79,1641.2,1637.1918217356115,133.1630687058433,2510.3,Continuing
45,260,1599.4,1624.009342278267,128.79712217246535,2510.3,Continuing
46,289,1571.2,1539.182731124357,147.36801183802024,2510.3,Continuing
47,153,1194.0,1381.4551809831157,127.8886316656918,2510.3,Continuing
48,40,2157.3,1361.6430047978622,190.77283719549393,2510.3,Continuing
49,212,2249.6,1624.198322732122,173.55312169955798,2510.3,Continuing
50,191,2411.5,1784.4755895139456,186.73906124765384,2510.3,Continuing
51,306,2510.3,1907.2460770771308,196.032133464817,2510.3,Max Yield Strength reached
