Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,209,1309.8,87.77922618100757,1046.0572514408475,2510.3,Continuing
2,97,1420.0,205.73594331514187,1041.169460398832,2510.3,Continuing
3,29,1254.0,302.6000280333905,1037.7976560674597,2510.3,Continuing
4,190,1243.6,1244.816531691905,118.08459099579397,2510.3,Continuing
5,297,1404.2,1151.675863051428,150.238537777838,2510.3,Continuing
6,109,1437.3,1463.2440988067146,20.460012448816258,2510.3,Continuing
7,157,1779.7,827.5058693068136,248.10626880868975,2510.3,Continuing
8,288,1768.0,1782.3602478984149,88.97429336192104,2510.3,Continuing
9,93,1755.2,1587.54339035889,143.52010836137276,2510.3,Continuing
10,230,1475.8,1297.279971396555,145.5852035628601,2510.3,Continuing
11,80,1125.0,1004.8631640339709,226.43583086965322,2510.3,Continuing
12,221,1506.8,1531.182346805604,79.61184666803356,2510.3,Continuing
13,272,1555.8,1424.9481078816752,81.93817412789852,2510.3,Continuing
14,51,1462.7,1362.2949415886826,96.41603178339102,2510.3,Continuing
15,205,1730.2,1102.0183134320641,199.04475815302365,2510.3,Continuing
16,115,1536.5,1505.840520280347,147.9704038156542,2510.3,Continuing
17,185,1998.6,1574.9142055183283,110.25590655391012,2510.3,Continuing
18,64,1661.2,1597.4288203401643,147.3227174930286,2510.3,Continuing
19,204,2005.5,1728.0826682367506,95.69615179358611,2510.3,Continuing
20,68,2006.0,1876.5605231517961,91.39473365594341,2510.3,Continuing
21,34,1730.2,1862.2652787511156,91.25545268311706,2510.3,Continuing
22,280,1730.2,1719.0997798108838,95.91573307039613,2510.3,Continuing
23,275,1392.4,1639.1860988392189,104.02862160661464,2510.3,Continuing
24,106,2381.6,1448.1045760275836,173.09721871018021,2510.3,Continuing
25,194,1233.3,1885.840991668033,209.78344794440432,2510.3,Continuing
26,292,2372.4,1664.5244999755378,270.0713412389185,2510.3,Continuing
27,306,2510.3,1729.2966595568378,296.3846202673034,2510.3,Max Yield Strength reached
