Iteration,UCB Index,Observed UCB,Predicted UCB,Uncertainty UCB,Max Yield Strength in Dataset,Stopping Reason
1,72,1317.0,115.71664722241968,1044.6197918002042,2510.3,Continuing
2,42,1350.3,217.65606073451124,1040.839970247497,2510.3,Continuing
3,58,1276.5,304.720230445957,1037.759968663352,2510.3,Continuing
4,95,1277.7,408.76135828213285,974.8137034612728,2510.3,Continuing
5,140,1521.3,1031.671710074792,125.5317304052607,2510.3,Continuing
6,180,1182.0,31.2470367266518,315.00794333942855,2510.3,Continuing
7,272,1555.8,750.4935328944404,272.9520987145975,2510.3,Continuing
8,169,1250.5,1115.50155640387,216.88929214399883,2510.3,Continuing
9,89,1021.0,608.4669446452982,307.9423906142457,2510.3,Continuing
10,239,1144.8,1197.923445180477,194.56936048099004,2510.3,Continuing
11,291,1577.8,1220.7163260017364,168.5724280448346,2510.3,Continuing
12,21,1860.3,1327.7663633367006,166.33341986989274,2510.3,Continuing
13,285,1812.1,1460.8942854410116,193.22200686522697,2510.3,Continuing
14,146,1722.5,1620.379268512074,158.4325159738917,2510.3,Continuing
15,305,1139.7,1518.4226062440493,167.77901208662692,2510.3,Continuing
16,266,1667.4,1547.078455969103,186.46982717686552,2510.3,Continuing
17,135,1354.2,1555.0255872891562,178.8619466895741,2510.3,Continuing
18,193,1784.5,1574.8619563589918,176.46715271652496,2510.3,Continuing
19,119,1736.3,1613.5701658575363,167.04562840836115,2510.3,Continuing
20,142,1340.1,1638.8841988747095,156.79547207782858,2510.3,Continuing
21,279,1805.2,1579.5889803052928,178.5708356356954,2510.3,Continuing
22,158,1688.1,1605.9891607025302,174.91952134919356,2510.3,Continuing
23,246,1564.0,1612.7744112019675,169.2346340460313,2510.3,Continuing
24,77,1653.6,1613.296137524475,164.59706923975267,2510.3,Continuing
25,46,1798.3,1611.9982298596997,160.20974441736854,2510.3,Continuing
26,150,1846.5,1626.1914458731671,158.1100685015408,2510.3,Continuing
27,33,1819.0,1642.8341780298108,158.21917633981812,2510.3,Continuing
28,188,1681.2,1646.7263157460607,157.54981651467315,2510.3,Continuing
29,41,1169.4,1544.9536090098104,166.44497073121389,2510.3,Continuing
30,2,1382.2,1541.8158208235636,174.15327220788822,2510.3,Continuing
31,24,1383.7,1533.6639796676927,168.2975063621471,2510.3,Continuing
32,301,1359.7,1521.1423102733145,165.3167844868805,2510.3,Continuing
33,167,1731.7,1458.880888440304,174.4505172932614,2510.3,Continuing
34,126,1391.8,1481.2081889945275,171.56797449264423,2510.3,Continuing
35,304,1302.8,1503.720564676102,164.1734629979866,2510.3,Continuing
36,251,1369.5,1489.9601324826747,163.14259915990183,2510.3,Continuing
37,14,1564.0,1447.7500605430403,165.80893649104064,2510.3,Continuing
38,287,1615.8,1466.0347358220456,161.32954599574992,2510.3,Continuing
39,173,1522.7,1481.5235098656894,158.4123954239176,2510.3,Continuing
40,35,1357.3,1476.1677498300683,155.85236103106823,2510.3,Continuing
41,54,1429.7,1472.1319308463253,153.24580324791748,2510.3,Continuing
42,155,1344.4,1465.4807350234635,149.86264579913862,2510.3,Continuing
43,108,1164.4,1396.7706366989273,161.54550277343654,2510.3,Continuing
44,199,1369.5,1462.4336760705585,148.9936369182499,2510.3,Continuing
45,213,1405.6,1448.0370648662308,147.68710045152844,2510.3,Continuing
46,120,1275.3,1449.8425167807284,143.29921258593322,2510.3,Continuing
47,44,1474.4,1207.887957043022,190.2205106930857,2510.3,Continuing
48,160,1309.1,1352.6799077968608,162.2151171640298,2510.3,Continuing
49,49,1550.3,1427.6462272425838,143.01146100476618,2510.3,Continuing
50,38,1426.2,1434.8111516393287,140.52242252685454,2510.3,Continuing
51,262,1309.1,1417.2251932781942,140.65467743526625,2510.3,Continuing
52,92,1280.7,1428.0097055500373,135.68140851008198,2510.3,Continuing
53,181,1801.8,1297.6896395999913,159.30136523196003,2510.3,Continuing
54,235,1419.4,1354.095570692212,163.64862707412885,2510.3,Continuing
55,238,1188.5,1389.6108501839772,150.51975741741452,2510.3,Continuing
56,62,1130.0,1387.468558965426,151.1527273562531,2510.3,Continuing
57,39,1071.4,1384.2928638890253,154.35985859434408,2510.3,Continuing
58,52,1332.7,1416.62807448539,153.1585706063081,2510.3,Continuing
59,269,1368.5,1409.2499295313473,149.80089860596684,2510.3,Continuing
60,103,1314.2,1402.5356134720087,146.9713776744697,2510.3,Continuing
61,308,1258.6,1394.6996732253651,144.20790639675158,2510.3,Continuing
62,97,1420.0,1344.7752347435217,150.70508104953515,2510.3,Continuing
63,134,1282.2,1367.6442973586245,145.15801509256858,2510.3,Continuing
64,219,1804.2,1335.1554772990323,149.17123032691723,2510.3,Continuing
65,189,1818.0,1408.16192497411,162.70937042170195,2510.3,Continuing
66,186,1741.8,1455.4633621657322,170.6048823007745,2510.3,Continuing
67,82,1746.6,1486.0864524224044,171.42634322873673,2510.3,Continuing
68,299,1777.6,1512.6203845305033,171.0220917850429,2510.3,Continuing
69,117,1810.0,1531.3214923614441,170.19871850555566,2510.3,Continuing
70,278,1743.5,1555.9271232848687,169.76963605892018,2510.3,Continuing
71,222,1792.1,1565.8502675483953,166.7186757983211,2510.3,Continuing
72,121,1795.5,1585.6208213745965,164.82876384250605,2510.3,Continuing
73,6,1605.4,1523.2226799126272,175.43211978841236,2510.3,Continuing
74,184,1012.8,1441.0286952965243,186.1484068121466,2510.3,Continuing
75,276,1629.9,1583.3884244797264,135.00658470737034,2510.3,Continuing
