Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,58,211.50865412415317,,,,211**2 * RBF(length_scale=0.00215) + WhiteKernel(noise_level=10),296.35081017123304,Initial selection
1,59,219.61643412334288,213.69731425706058,211.46137489203304,4.471878730055116,216**2 * RBF(length_scale=0.0163) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,0,81.74085575257114,107.78708193367414,0.0,215.5741638673483,163**2 * RBF(length_scale=7.48) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,60,272.2240045816517,223.86691909476676,215.57727217614726,16.579293837239014,187**2 * RBF(length_scale=2.54) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,55,168.33383829683325,172.2039747473749,87.0043083180908,170.39933285856816,188**2 * RBF(length_scale=3.65) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,61,201.80400290446062,255.18592100036508,179.8704467832249,150.63094843428036,180**2 * RBF(length_scale=4.2) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,56,175.8319549576918,199.30015031994165,193.74699840035618,11.106303839170927,316**2 * RBF(length_scale=8.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,2,66.30151481091211,278.4283500267041,248.20876334465618,60.439173364095815,185**2 * RBF(length_scale=3.68) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,37,152.72295816440803,183.45813897774744,145.84394429948134,75.22838935653219,182**2 * RBF(length_scale=3.99) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,40,162.77817832797786,170.3866459600334,122.84860652232325,95.0760788754203,176**2 * RBF(length_scale=4.09) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,26,42.736240369816734,169.8256040343079,144.40382879199746,50.84355048462087,182**2 * RBF(length_scale=3.63) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,63,228.4671903908735,201.42027747178398,178.6072490977262,45.626056748115566,193**2 * RBF(length_scale=3.86) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,43,178.97379271834268,267.2374800803959,224.20341279688273,86.06813456702638,179**2 * RBF(length_scale=3.7) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,70,172.0732296612731,202.17562790951646,130.94183577939023,142.46758426025247,172**2 * RBF(length_scale=3.7) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,62,277.3861208337041,199.38117163060187,191.0810038820186,16.60033549716657,172**2 * RBF(length_scale=2.11) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,44,159.30709474405634,278.35973406069195,254.22499016528468,48.26948779081459,166**2 * RBF(length_scale=1.75) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,42,179.2410423946837,188.5236948546052,171.0829579907207,34.88147372776896,164**2 * RBF(length_scale=1.8) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,54,197.84044623035882,172.10564332477088,158.16285959901802,27.885567451505693,162**2 * RBF(length_scale=1.7) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,36,120.16287053478321,161.0108465413809,89.8155175126065,142.3906580575488,159**2 * RBF(length_scale=1.72) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,6,204.17680289774339,150.52949829860296,88.59528710672552,123.86842238375485,169**2 * RBF(length_scale=1.91) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,7,117.40631603510326,208.47998545457355,202.20726357390765,12.545443761331786,174**2 * RBF(length_scale=0.848) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
21,38,182.9546167355371,191.22374396738167,165.54435103798764,51.35878585878806,173**2 * RBF(length_scale=0.886) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
22,4,109.60733027971378,173.8095008484818,126.7488270379688,94.12134762102602,173**2 * RBF(length_scale=0.937) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
23,39,140.76871335709305,170.41418444969938,146.78784729587542,47.25267430764791,175**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
24,24,98.05789122606569,136.03587156990426,65.18524180551901,141.70125952877052,172**2 * RBF(length_scale=1.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
25,34,88.47667256854467,117.80825589054542,107.62488466856664,20.366742443957584,171**2 * RBF(length_scale=1) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
