Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,25,39.13465426900338,74.61104873610056,20.794258428039555,26.9083951540305,296.35081017123304,Continuing
2,72,189.44122006132594,43.90347428629279,38.97219170138339,2.4656412924547038,296.35081017123304,Continuing
3,69,110.69482106635698,192.77958461837196,159.88938125994395,16.445101679214005,296.35081017123304,Continuing
4,70,172.0732296612731,154.58277546975424,100.86128798494589,26.860743742404175,296.35081017123304,Continuing
5,71,270.69323356331364,154.17382981455026,102.13535580958819,26.01923700248103,296.35081017123304,Continuing
6,68,65.48719407925006,214.32288882311488,176.01687925639155,19.153004783361663,296.35081017123304,Continuing
7,47,188.55697291016554,122.57685568648327,67.39067853325434,27.59308857661446,296.35081017123304,Continuing
8,48,171.00469374345903,188.55699289184568,188.5569729101497,9.990847988012773e-06,296.35081017123304,Continuing
9,42,179.2410423946837,580.891358478119,580.6592326029431,0.11606293758788666,296.35081017123304,Continuing
10,8,242.7128680778461,193.4080187407229,173.390625,10.008696870361447,296.35081017123304,Continuing
11,9,233.72437240576676,242.70314499307185,242.703125,9.996535917871775e-06,296.35081017123304,Continuing
12,0,81.74085575257114,63.24555320336758,0.0,31.62277660168379,296.35081017123304,Continuing
13,53,228.31076155204596,207.17891483810436,198.99203611791427,4.0934393600950525,296.35081017123304,Continuing
14,58,211.50865412415317,190.38575918303144,172.03167181019853,9.177043686416456,296.35081017123304,Continuing
15,57,296.35081017123304,235.08822742172097,186.91972414872987,24.08425163649555,296.35081017123304,Max modulus reached
