Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,15,48.22854697312115,28.423877185750634,26.042271760757803,23.816054249928314,296.35081017123304,Continuing
2,10,95.58773206251,52.135130136119294,51.384346170230984,7.507839658883082,296.35081017123304,Continuing
3,24,98.05789122606569,3.222490072050414,0.06021303928538075,31.622770327650333,296.35081017123304,Continuing
4,36,120.16287053478321,59.39497326655087,57.62476946999141,17.702037965594588,296.35081017123304,Continuing
5,16,28.085883195904362,32.426127663956734,30.35789278661115,20.68234877345585,296.35081017123304,Continuing
6,11,24.71538796928362,27.67255260346951,27.017516785948956,6.550358175205524,296.35081017123304,Continuing
7,23,53.46447392343188,31.085498114673626,30.26984757296001,8.156505417136142,296.35081017123304,Continuing
8,26,42.736240369816734,45.633100520006764,43.56804014188208,20.650603781246847,296.35081017123304,Continuing
9,33,72.06868568538891,40.189057206767714,40.01994357472995,1.6911363203776415,296.35081017123304,Continuing
10,25,39.13465426900338,3.16227953588584,1.8757174704359843e-06,31.622776601683697,296.35081017123304,Continuing
11,34,88.47667256854467,3.162277660984694,8.163148225789898e-10,31.62277660168379,296.35081017123304,Continuing
12,39,140.76871335709305,3.3004276860328057,0.13815388099316486,31.622738050396404,296.35081017123304,Continuing
13,40,162.77817832797786,66.77702336803155,64.08139489347579,26.95628474555765,296.35081017123304,Continuing
14,12,51.16844398555743,4.193778933093538,1.0344940285357787,31.5928490455776,296.35081017123304,Continuing
15,29,51.50598562924656,3.429011196987753,0.26677403263586996,31.62237164351883,296.35081017123304,Continuing
16,30,42.124759091300646,51.505986629463486,51.50598562924142,1.0002220613194957e-05,296.35081017123304,Continuing
17,0,81.74085575257114,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
18,1,71.68894182884907,81.74085675278502,81.74085575256296,1.0002220613194957e-05,296.35081017123304,Continuing
19,2,66.30151481091211,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
20,3,79.49162278991126,58.98098302513438,57.39813891033243,15.828441148019515,296.35081017123304,Continuing
21,4,109.60733027971378,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
22,13,35.102261317001975,481.11745999926893,480.3528349306466,7.646250686223084,296.35081017123304,Continuing
23,5,95.3466236160471,3.162277660168379,1.9146110099757514e-47,31.62277660168379,296.35081017123304,Continuing
24,6,204.17680289774339,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
25,7,117.40631603510326,56.35343533542899,53.30081067664427,30.526246587847197,296.35081017123304,Continuing
26,8,242.7128680778461,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
27,9,233.72437240576676,242.71286907804392,242.71286807782187,1.0002220613194957e-05,296.35081017123304,Continuing
28,17,106.8193434000782,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
29,18,74.82276309333224,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
30,19,56.88500845389184,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
31,20,45.87195384392433,56.885009454108214,56.88500845388615,1.0002220613194957e-05,296.35081017123304,Continuing
32,21,50.104313602035774,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
33,22,73.67122147772203,3.162277660168379,4.664863347919349e-194,31.62277660168379,296.35081017123304,Continuing
34,27,141.45379911190125,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
35,28,147.00005295683096,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
36,31,119.79704241922373,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
37,32,106.70108583654164,3.162277660168379,1.1153467480050867e-193,31.62277660168379,296.35081017123304,Continuing
38,35,207.09310351510177,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
39,41,220.5104016857166,4.335918345101772,1.173691881585141,31.622264635166314,296.35081017123304,Continuing
40,37,152.72295816440803,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
41,38,182.9546167355371,3.162277660168379,1.421896995906597e-193,31.62277660168379,296.35081017123304,Continuing
42,42,179.2410423946837,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
43,43,178.97379271834268,90.25789701696054,87.86993433149043,23.879626854701197,296.35081017123304,Continuing
44,44,159.30709474405634,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
45,45,224.5706110108938,3.162277660168379,0.0,31.62277660168379,296.35081017123304,Continuing
46,46,242.41091008794928,224.57061201109343,224.57061101087137,1.0002220613194957e-05,296.35081017123304,Continuing
