Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,296.35081017123304,Initial selection
1,22,73.67122147772203,633.8969043471407,2.810619244532149,31.554314255130425,296.35081017123304,Continuing
2,60,272.2240045816517,636.0655197974618,5.9812702575013565,31.50421247699802,296.35081017123304,Continuing
3,53,228.31076155204596,677.6994361275833,76.18614855271818,30.075664378743262,296.35081017123304,Continuing
4,71,270.69323356331364,625.1814742312514,81.63829436026789,27.177158993549178,296.35081017123304,Continuing
5,72,189.44122006132594,627.8165812716715,165.72529034622792,23.10456454627218,296.35081017123304,Continuing
6,8,242.7128680778461,605.8910241480869,154.8723076166043,22.55093582657413,296.35081017123304,Continuing
7,54,197.84044623035882,610.0354033492864,220.51504688197173,19.476017823365734,296.35081017123304,Continuing
8,42,179.2410423946837,561.1493821463739,126.846048431419,21.715166685747743,296.35081017123304,Continuing
9,57,296.35081017123304,556.1395813789667,244.48272817277837,15.582842660309415,296.35081017123304,Max modulus reached
