Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,40,162.77817832797786,539.0343261360013,2.6870807123684597,31.54983796609605,296.35081017123304,Continuing
2,38,182.9546167355371,561.6003517452147,44.33654920172405,30.42728250255827,296.35081017123304,Continuing
3,52,231.07458974395303,569.3932267600583,61.15122744846904,29.896588194799367,296.35081017123304,Continuing
4,8,242.7128680778461,583.2839695651296,81.30726781306261,29.52804127953335,296.35081017123304,Continuing
5,71,270.69323356331364,596.4050793485644,98.189983532353,29.30677034213008,296.35081017123304,Continuing
6,53,228.31076155204596,594.9778811256215,132.72940599377702,27.19108677246144,296.35081017123304,Continuing
7,58,211.50865412415317,593.5240377788209,123.7532998968746,27.633572816585076,296.35081017123304,Continuing
8,72,189.44122006132594,558.0495735135205,161.61759842136087,23.319527946597628,296.35081017123304,Continuing
9,54,197.84044623035882,528.96064610677,203.17002569122522,19.16415414209087,296.35081017123304,Continuing
10,67,55.10215022969636,493.7208513893135,165.80915052004622,19.288923580545134,296.35081017123304,Continuing
11,42,179.2410423946837,533.5069383298094,168.41419356373012,21.47604380976937,296.35081017123304,Continuing
12,57,296.35081017123304,515.8755427944134,230.49196643605796,16.787269197550323,296.35081017123304,Max modulus reached
