Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,26,42.736240369816734,,,,296.35081017123304,Initial selection
1,21,50.104313602035774,697.0093379055587,2.74821346907457,31.557323838022008,296.35081017123304,Continuing
2,53,228.31076155204596,438.238880437739,38.53253412109014,18.168470287120403,296.35081017123304,Continuing
3,58,211.50865412415317,718.1864908963382,85.04032930512781,28.779370981418655,296.35081017123304,Continuing
4,71,270.69323356331364,672.5845938817066,84.30915987385049,26.73979245490255,296.35081017123304,Continuing
5,72,189.44122006132594,662.8522938357617,163.8476767565263,22.682028049056154,296.35081017123304,Continuing
6,8,242.7128680778461,639.4109067424243,152.88964643934625,22.114602741049005,296.35081017123304,Continuing
7,42,179.2410423946837,593.2490878741648,128.7032595320275,21.115719470097154,296.35081017123304,Continuing
8,54,197.84044623035882,591.9115094684133,183.0152419619094,18.58619397756836,296.35081017123304,Continuing
9,49,242.91509227554656,545.5321432357331,176.83091951495072,16.759146532762834,296.35081017123304,Continuing
10,57,296.35081017123304,553.6545876684651,200.4712281865539,16.0537890673596,296.35081017123304,Max modulus reached
