Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,40,162.77817832797786,412.8349742716171,2.6870807123684597,31.54983796609605,296.35081017123304,Continuing
2,63,228.4671903908735,441.8011705154883,54.879810100464574,29.76318157038644,296.35081017123304,Continuing
3,61,201.80400290446062,468.8388075721534,133.97645551060245,25.758642466273155,296.35081017123304,Continuing
4,52,231.07458974395303,471.3649745836848,99.96810532112089,28.568989943274147,296.35081017123304,Continuing
5,8,242.7128680778461,477.9586962054734,100.96160079697665,28.999776569884368,296.35081017123304,Continuing
6,54,197.84044623035882,490.6495431683586,123.64040625606756,28.23147207017623,296.35081017123304,Continuing
7,71,270.69323356331364,487.9664511560451,121.92485616051849,28.15704576888666,296.35081017123304,Continuing
8,72,189.44122006132594,479.75045398806225,157.18023169227916,24.813094022752544,296.35081017123304,Continuing
9,53,228.31076155204596,449.353177586509,135.14404569062177,24.16993322276055,296.35081017123304,Continuing
10,47,188.55697291016554,428.8749069242101,274.5897708859843,11.868087387555828,296.35081017123304,Continuing
11,70,172.0732296612731,452.0913610281424,253.31999699218449,15.290104925842915,296.35081017123304,Continuing
12,6,204.17680289774339,463.16209686788335,210.13096449033924,19.463933259811085,296.35081017123304,Continuing
13,58,211.50865412415317,459.61505845197007,129.4245757364515,25.39926790119374,296.35081017123304,Continuing
14,67,55.10215022969636,440.511045366264,133.6863703423183,23.601898078765053,296.35081017123304,Continuing
15,42,179.2410423946837,441.7222228748327,166.9764108394798,21.134293233488687,296.35081017123304,Continuing
16,0,81.74085575257114,389.54744002057964,148.2224381826175,18.56346167984324,296.35081017123304,Continuing
17,57,296.35081017123304,382.43333538365505,187.42638912774484,15.000534327377707,296.35081017123304,Max modulus reached
