Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Max Modulus in Dataset,Stopping Reason
0,14,39.58562154046682,,,,296.35081017123304,Initial selection
1,36,120.16287053478321,696.8261569334055,2.281301183364052,31.570220715910978,296.35081017123304,Continuing
2,63,228.4671903908735,699.5819084033784,11.223475808783926,31.289019663390658,296.35081017123304,Continuing
3,52,231.07458974395303,729.9804687097209,62.88639826569603,30.322457747455676,296.35081017123304,Continuing
4,8,242.7128680778461,741.6246761814942,86.62650107052731,29.77264432322577,296.35081017123304,Continuing
5,71,270.69323356331364,753.7325533866798,106.56026232391413,29.416922321034804,296.35081017123304,Continuing
6,58,211.50865412415317,745.1798650563768,81.61556153028089,30.162013796640725,296.35081017123304,Continuing
7,53,228.31076155204596,715.2481638502259,179.04001775222767,24.37309754990901,296.35081017123304,Continuing
8,72,189.44122006132594,684.1908142149543,169.37235527505192,23.400839042722836,296.35081017123304,Continuing
9,54,197.84044623035882,637.6661256316718,206.59304701258745,19.594230846322013,296.35081017123304,Continuing
10,57,296.35081017123304,577.1428673720604,239.71033715084997,15.337842282782294,296.35081017123304,Max modulus reached
