Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,58,211.50865412415317,,,,211**2 * RBF(length_scale=0.00215) + WhiteKernel(noise_level=10),296.35081017123304,Initial selection
1,59,219.61643412334288,211.90856276503854,211.46137489203304,4.471878730055116,216**2 * RBF(length_scale=0.0163) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,0,81.74085575257114,21.55741638673483,0.0,215.5741638673483,163**2 * RBF(length_scale=7.48) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,60,272.2240045816517,217.23520155987117,215.57727217614726,16.579293837239014,187**2 * RBF(length_scale=2.54) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,55,168.33383829683325,104.04424160394763,87.0043083180908,170.39933285856816,188**2 * RBF(length_scale=3.65) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,61,201.80400290446062,194.93354162665295,179.8704467832249,150.63094843428036,180**2 * RBF(length_scale=4.2) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,56,175.8319549576918,194.85762878427326,193.74699840035618,11.106303839170927,316**2 * RBF(length_scale=8.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,2,66.30151481091211,254.25268068106575,248.20876334465618,60.439173364095815,185**2 * RBF(length_scale=3.68) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,54,197.84044623035882,161.2633758992563,160.13996798030166,11.234079189546284,174**2 * RBF(length_scale=2.05) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,37,152.72295816440803,152.3625936474292,138.99231107549275,133.70282571936448,171**2 * RBF(length_scale=2.22) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,62,277.3861208337041,148.42318563079843,143.31495263690329,51.082329938951396,175**2 * RBF(length_scale=1.58) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,44,159.30709474405634,253.33864736295058,245.89410672498042,74.44540637970165,167**2 * RBF(length_scale=1.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,63,228.4671903908735,233.99588489902004,224.1894044208052,98.0648047821485,163**2 * RBF(length_scale=1.45) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,38,182.9546167355371,142.2666606022704,140.16701168817454,20.996489140958655,150**2 * RBF(length_scale=1.16) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,1,71.68894182884907,82.15373803338241,81.7065740221936,4.471640111888065,150**2 * RBF(length_scale=1.16) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,3,79.49162278991126,69.69273181247165,67.73277515131804,19.599566611536083,149**2 * RBF(length_scale=1.18) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,5,95.3466236160471,76.41879282841275,68.43475318253064,79.84039645882102,146**2 * RBF(length_scale=1.2) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,4,109.60733027971378,85.17216211768968,84.0542810924407,11.178810252489797,147**2 * RBF(length_scale=1.05) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,6,204.17680289774339,93.53272976729404,83.58577354669114,99.46956220602901,153**2 * RBF(length_scale=1.1) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,7,117.40631603510326,182.7107149582069,181.19256944920502,15.181455090018675,176**2 * RBF(length_scale=0.867) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,50,174.66437205644556,60.65397903193377,52.95781961157196,76.96159420361808,175**2 * RBF(length_scale=0.815) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
21,51,181.925661105008,174.94161523625704,174.49456008231564,4.470551539413785,175**2 * RBF(length_scale=0.812) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
22,47,188.55697291016554,155.6477166080386,141.56431138899438,140.834052190442,175**2 * RBF(length_scale=0.841) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
23,48,171.00469374345903,188.98646266767813,188.53930956087368,4.471531068044452,174**2 * RBF(length_scale=0.836) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
24,32,106.70108583654164,36.51147603808592,22.029036651659908,144.82439386426012,172**2 * RBF(length_scale=0.838) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
25,22,73.67122147772203,89.00433523718664,78.05972956806939,109.4460566911725,169**2 * RBF(length_scale=0.848) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
26,31,119.79704241922373,82.55730421652446,77.57687731978103,49.804268967434204,165**2 * RBF(length_scale=0.828) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
27,21,50.104313602035774,100.9331372424317,97.0836596890727,38.49477553358992,161**2 * RBF(length_scale=0.794) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
28,19,56.88500845389184,25.481374656961304,9.478036982928955,160.0333767403235,157**2 * RBF(length_scale=0.787) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
29,20,45.87195384392433,57.31251543041852,56.865347678759846,4.471677516586755,157**2 * RBF(length_scale=0.787) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
30,40,162.77817832797786,22.777700469088966,7.1224841287146345,156.55216340374332,157**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
31,39,140.76871335709305,152.96027914018694,146.27686509474148,66.83414045445458,154**2 * RBF(length_scale=0.793) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
32,34,88.47667256854467,105.91883333367815,101.56808805693557,43.50745276742581,152**2 * RBF(length_scale=0.797) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
33,29,51.50598562924656,17.899566920362716,2.66436525209841,152.35201668264304,149**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
34,30,42.124759091300646,51.93109839784864,51.48393510049035,4.471632973582911,149**2 * RBF(length_scale=0.79) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
35,13,35.102261317001975,29.729992214975276,15.69402537864259,140.35966836332688,146**2 * RBF(length_scale=0.786) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
36,12,51.16844398555743,29.157884087266773,15.381609992798076,137.76274094468695,143**2 * RBF(length_scale=0.783) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
37,25,39.13465426900338,38.243883860013426,26.20830000790087,120.35583852112556,141**2 * RBF(length_scale=0.785) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
38,11,24.71538796928362,43.40814857500597,35.52114886114825,78.86999713857722,140**2 * RBF(length_scale=0.791) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
39,16,28.085883195904362,21.011662008384256,17.55719036887342,34.54471639510836,139**2 * RBF(length_scale=0.798) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
40,23,53.46447392343188,30.71244323226145,25.174260174467292,55.38183057794155,138**2 * RBF(length_scale=0.805) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
41,33,72.06868568538891,39.637879757811966,35.81472267403554,38.231570837764224,138**2 * RBF(length_scale=0.804) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
42,26,42.736240369816734,71.7025615855243,70.90391679840883,7.986447871154648,138**2 * RBF(length_scale=0.7) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
43,14,39.58562154046682,22.759743294051173,10.474283459504761,122.85459834546411,136**2 * RBF(length_scale=0.699) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
44,15,48.22854697312115,27.915244118422677,15.859120704191554,120.56123414231122,134**2 * RBF(length_scale=0.699) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
45,10,95.58773206251,24.15968121723417,11.342514608219798,128.1716660901437,133**2 * RBF(length_scale=0.699) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
46,24,98.05789122606569,78.32527784643356,69.15679562384862,91.68482222584943,131**2 * RBF(length_scale=0.701) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
47,36,120.16287053478321,36.79849143657546,24.81313220455846,119.85359232017001,131**2 * RBF(length_scale=0.704) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
48,43,178.97379271834268,13.977059306247885,0.8557917652935519,131.21267540954332,133**2 * RBF(length_scale=0.709) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
49,42,179.2410423946837,162.1507265246619,155.57057448873707,65.80152035924827,132**2 * RBF(length_scale=0.714) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
50,57,296.35081017123304,13.41034682629841,0.19557562703706727,132.1477119926134,140**2 * RBF(length_scale=0.732) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
