Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
0,48,171.00469374345903,,,,171**2 * RBF(length_scale=0.005) + WhiteKernel(noise_level=8.44),296.35081017123304,Initial selection
1,47,188.55697291016554,170.9553624495137,170.9553624495137,4.107229217834409,180**2 * RBF(length_scale=0.339) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
2,50,174.66437205644556,1.5103500500034317,1.5103500500034317,179.78851510602632,178**2 * RBF(length_scale=55.4) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
3,71,270.69323356331364,180.5098659758264,180.5098659758264,13.140198408052184,231**2 * RBF(length_scale=13.9) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
4,72,189.44122006132594,280.92726842861885,280.92726842861885,41.608115653937865,166**2 * RBF(length_scale=7.16) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
5,68,65.48719407925006,254.92217736934745,254.92217736934745,55.56029533101892,177**2 * RBF(length_scale=4.01) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
6,70,172.0732296612731,221.3048135383545,221.3048135383545,72.31355089628873,178**2 * RBF(length_scale=4.31) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
7,51,181.925661105008,174.462850165801,174.462850165801,4.460738071810396,175**2 * RBF(length_scale=4.15) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
8,44,159.30709474405634,173.30884839412465,173.30884839412465,7.420697326970445,148**2 * RBF(length_scale=3.05) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
9,63,228.4671903908735,117.42643713018403,117.42643713018403,44.60015929565002,188**2 * RBF(length_scale=2.99) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
10,42,179.2410423946837,330.99189254166276,330.99189254166276,115.7637793547043,159**2 * RBF(length_scale=2.46) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
11,43,178.97379271834268,185.98791279759791,185.98791279759791,21.859095108623457,153**2 * RBF(length_scale=2.5) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
12,40,162.77817832797786,150.0639875542256,150.0639875542256,107.14391903971058,146**2 * RBF(length_scale=2.51) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
13,39,140.76871335709305,159.03669148099416,159.03669148099416,20.458281173459596,145**2 * RBF(length_scale=2.52) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
14,62,277.3861208337041,126.63332498514404,126.63332498514404,14.265092456908539,174**2 * RBF(length_scale=1.13) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
15,37,152.72295816440803,273.4104763366628,273.4104763366628,97.92348542911004,168**2 * RBF(length_scale=1.03) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
16,38,182.9546167355371,126.57628759397903,126.57628759397903,33.58115583123632,161**2 * RBF(length_scale=0.907) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
17,34,88.47667256854467,105.05707809407123,105.05707809407123,37.74765453698081,158**2 * RBF(length_scale=0.913) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
18,61,201.80400290446062,31.806099815756653,31.806099815756653,156.66352294672836,160**2 * RBF(length_scale=0.934) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
19,56,175.8319549576918,192.22531409551047,192.22531409551047,50.02617607797793,157**2 * RBF(length_scale=0.94) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
20,32,106.70108583654164,20.212607555981663,20.212607555981663,118.71942065420996,155**2 * RBF(length_scale=0.941) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
21,22,73.67122147772203,87.90817762534932,87.90817762534932,85.1892798464661,152**2 * RBF(length_scale=0.951) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
22,31,119.79704241922373,66.70396922727025,66.70396922727025,37.4465767938122,149**2 * RBF(length_scale=0.898) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
23,21,50.104313602035774,102.96268834631793,102.96268834631793,29.716461610919314,147**2 * RBF(length_scale=0.838) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
24,19,56.88500845389184,13.54628223171477,13.54628223171477,145.63642806564727,143**2 * RBF(length_scale=0.835) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
25,20,45.87195384392433,56.863464854926086,56.863464854926086,4.471584425337919,143**2 * RBF(length_scale=0.834) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
26,69,110.69482106635698,6.921559866806434,6.921559866806434,143.2229233328765,142**2 * RBF(length_scale=0.834) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
27,36,120.16287053478321,5.614806637125934,5.614806637125934,141.7628236286862,141**2 * RBF(length_scale=0.834) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
28,24,98.05789122606569,53.84363701970999,53.84363701970999,124.84646305759608,138**2 * RBF(length_scale=0.835) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
29,10,95.58773206251,59.983879996164355,59.983879996164355,77.60209328518545,137**2 * RBF(length_scale=0.84) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
30,15,48.22854697312115,40.590377902736975,40.590377902736975,125.20874499723638,134**2 * RBF(length_scale=0.838) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
31,14,39.58562154046682,5.463969308339166,5.463969308339166,107.7332340653802,132**2 * RBF(length_scale=0.839) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
