Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
0.210000,-0.006332,-103.062363,-0.012805,-0.007801,-0.198144,-0.028168,-0.001435,-1.981437,-103.062363,-0.197866,0.000000
0.220000,-0.008568,-102.973404,-0.012818,-0.007801,-0.198144,-0.038112,-0.001941,-1.981437,-102.973404,-0.197866,0.000000
0.230000,-0.012665,-103.017883,-0.012810,-0.007801,-0.198144,-0.056336,-0.002870,-1.981437,-103.017883,-0.197866,0.000000
0.240000,-0.010056,-103.017883,-0.012810,-0.007801,-0.198144,-0.044729,-0.002279,-1.981437,-103.017883,-0.197866,0.000000
0.250000,-0.006706,-102.973404,-0.012822,-0.007801,-0.198144,-0.029831,-0.001520,-1.981437,-102.973404,-0.197866,0.000000
0.260000,-0.011177,-103.062363,-0.012810,-0.007801,-0.198144,-0.049718,-0.002533,-1.981437,-103.062363,-0.197866,0.000000
0.270000,-0.002609,-103.017883,-0.012827,-0.007801,-0.198144,-0.011607,-0.000591,-1.981437,-103.017883,-0.197866,0.000000
0.280000,-0.009315,-102.973404,-0.012822,-0.007801,-0.198144,-0.041437,-0.002111,-1.981437,-102.973404,-0.197866,0.000000
0.290000,-0.009682,-103.062363,-0.012818,-0.007801,-0.198144,-0.043066,-0.002194,-1.981437,-103.062363,-0.197866,0.000000
0.300000,-0.020859,-102.928925,-0.012831,-0.007801,-0.198144,-0.092784,-0.004727,-1.981437,-102.928925,-0.197866,0.000000
0.310000,-0.017876,-103.017883,-0.012814,-0.007801,-0.198144,-0.079515,-0.004051,-1.981437,-103.017883,-0.197866,0.000000
0.320000,-0.016014,-103.017883,-0.012827,-0.007801,-0.198144,-0.071234,-0.003629,-1.981437,-103.017883,-0.197866,0.000000
0.330000,-0.010056,-103.017883,-0.012810,-0.007801,-0.198144,-0.044729,-0.002279,-1.981437,-103.017883,-0.197866,0.000000
0.340000,-0.016014,-103.017883,-0.012831,-0.007801,-0.198144,-0.071234,-0.003629,-1.981437,-103.017883,-0.197866,0.000000
0.350000,-0.010429,-103.017883,-0.012818,-0.007801,-0.198144,-0.046392,-0.002363,-1.981437,-103.017883,-0.197866,0.000000
0.360000,-0.013039,-103.062363,-0.012818,-0.007801,-0.198144,-0.057999,-0.002955,-1.981437,-103.062363,-0.197866,0.000000
0.370000,-0.013779,-102.973404,-0.012822,-0.007801,-0.198144,-0.061291,-0.003122,-1.981437,-102.973404,-0.197866,0.000000
