Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,42.73624036981699,0.0,296.35081017123304,Continuing
2,1,71.68894182884907,72.37974806070982,39.0046153827544,296.35081017123304,Continuing
3,2,66.30151481091211,72.58247742383239,39.0046153827544,296.35081017123304,Continuing
4,8,242.7128680778461,72.37499752910054,39.0046153827544,296.35081017123304,Continuing
5,9,233.7243724057668,184.3512442542691,199.97662770802938,296.35081017123304,Continuing
6,71,270.69323356331364,221.76203338225784,199.97662770802938,296.35081017123304,Continuing
7,68,65.48719407925006,159.98386554698223,227.9569931934969,296.35081017123304,Continuing
8,70,172.0732296612731,219.39454429353745,227.9569931934969,296.35081017123304,Continuing
9,41,220.5104016857166,189.13840242207422,227.9569931934969,296.35081017123304,Continuing
10,36,120.1628705347832,97.43130244395817,177.77416131589987,296.35081017123304,Continuing
11,69,110.69482106635698,122.66675880072971,227.9569931934969,296.35081017123304,Continuing
12,47,188.5569729101656,233.04596807566074,98.62000390204054,296.35081017123304,Continuing
13,53,228.310761552046,239.53044891726006,82.13626065314804,296.35081017123304,Continuing
14,72,189.441220061326,197.7308974877984,98.62000390204054,296.35081017123304,Continuing
15,40,162.77817832797786,177.3344236160952,194.05920139057713,296.35081017123304,Continuing
16,37,152.72295816440803,94.83341973085282,129.33698929145638,296.35081017123304,Continuing
17,35,207.09310351510177,115.82695160182286,177.77416131589987,296.35081017123304,Continuing
18,34,88.47667256854467,141.28536220143388,164.35686314528505,296.35081017123304,Continuing
19,17,106.8193434000782,100.8275963228822,164.35686314528505,296.35081017123304,Continuing
20,27,141.45379911190125,107.73194915787775,164.35686314528505,296.35081017123304,Continuing
21,28,147.00005295683096,136.48739027525397,164.35686314528505,296.35081017123304,Continuing
22,42,179.2410423946837,186.29239512143602,115.84607785430373,296.35081017123304,Continuing
23,18,74.82276309333224,127.15649461806755,140.79158870418968,296.35081017123304,Continuing
24,7,117.40631603510326,134.34358796040317,105.771714850361,296.35081017123304,Continuing
25,61,201.80400290446065,176.6978329527298,75.85848393032376,296.35081017123304,Continuing
26,60,272.2240045816517,195.9518219142987,61.65114274449368,296.35081017123304,Continuing
27,54,197.8404462303588,229.52698945906326,92.982962186968,296.35081017123304,Continuing
28,58,211.5086541241532,242.94272443531813,83.66703167148609,296.35081017123304,Continuing
29,44,159.30709474405634,205.85468085511096,92.982962186968,296.35081017123304,Continuing
30,55,168.33383829683325,199.34001686104327,112.91690983759534,296.35081017123304,Continuing
31,57,296.35081017123304,219.78429967380308,103.89016628481843,296.35081017123304,Max Elastic Modulus reached
