Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,439.22766,91.28761,296.35081017123304,Continuing
2,53,228.310761552046,232.0181,32.5549,296.35081017123304,Continuing
3,58,211.5086541241532,192.38356,15.692575,296.35081017123304,Continuing
4,59,219.61643412334288,197.49294,19.438057,296.35081017123304,Continuing
5,8,242.7128680778461,283.18683,49.47378,296.35081017123304,Continuing
6,9,233.7243724057668,244.39519,53.018383,296.35081017123304,Continuing
7,60,272.2240045816517,201.30424,24.438047,296.35081017123304,Continuing
8,52,231.07458974395303,266.38852,29.394165,296.35081017123304,Continuing
9,61,201.80400290446065,253.96184,28.056835,296.35081017123304,Continuing
10,45,224.5706110108938,228.6314,24.471138,296.35081017123304,Continuing
11,46,242.41091008794928,209.19713,22.95519,296.35081017123304,Continuing
12,49,242.91509227554656,231.35936,24.436386,296.35081017123304,Continuing
13,2,66.30151481091211,233.83711,86.35522,296.35081017123304,Continuing
14,55,168.33383829683325,201.07796,22.382277,296.35081017123304,Continuing
15,56,175.8319549576918,193.29703,20.94324,296.35081017123304,Continuing
16,62,277.3861208337041,176.11766,17.900726,296.35081017123304,Continuing
17,44,159.30709474405634,196.39258,19.107447,296.35081017123304,Continuing
18,6,204.17680289774336,174.96635,24.890823,296.35081017123304,Continuing
19,7,117.40631603510326,193.93202,24.53978,296.35081017123304,Continuing
20,54,197.8404462303588,177.79317,20.120613,296.35081017123304,Continuing
21,43,178.97379271834268,175.34393,53.915825,296.35081017123304,Continuing
22,63,228.4671903908735,213.8852,23.849476,296.35081017123304,Continuing
23,47,188.5569729101656,171.9054,18.174442,296.35081017123304,Continuing
24,50,174.66437205644556,164.13716,17.26259,296.35081017123304,Continuing
25,51,181.925661105008,167.75623,16.860846,296.35081017123304,Continuing
26,41,220.5104016857166,166.13474,40.7351,296.35081017123304,Continuing
27,40,162.77817832797786,188.45723,30.681726,296.35081017123304,Continuing
28,57,296.35081017123304,163.76485,18.89907,296.35081017123304,Max Elastic Modulus reached
