Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,87.98851,17.387281,296.35081017123304,Continuing
2,71,270.69323356331364,254.94435,16.813976,296.35081017123304,Continuing
3,53,228.310761552046,394.68762,80.60984,296.35081017123304,Continuing
4,8,242.7128680778461,204.93384,26.753056,296.35081017123304,Continuing
5,9,233.7243724057668,230.35883,34.079227,296.35081017123304,Continuing
6,54,197.8404462303588,251.17679,42.27144,296.35081017123304,Continuing
7,58,211.5086541241532,199.36662,48.54862,296.35081017123304,Continuing
8,59,219.61643412334288,207.73495,38.08727,296.35081017123304,Continuing
9,60,272.2240045816517,194.03255,31.903395,296.35081017123304,Continuing
10,57,296.35081017123304,221.72365,26.813053,296.35081017123304,Max Elastic Modulus reached
