Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,2,66.30151481091211,38.041003930556705,19.47481015497413,296.35081017123304,Continuing
2,21,50.104313602035774,63.534584688061244,22.663537309985337,296.35081017123304,Continuing
3,3,79.49162278991126,55.05090174081381,13.273462040969237,296.35081017123304,Continuing
4,12,51.16844398555743,85.24353910431626,32.47948035396789,296.35081017123304,Continuing
5,0,81.74085575257114,60.73994180511852,24.399900506606464,296.35081017123304,Continuing
6,1,71.68894182884907,79.01217308198136,9.846625339411906,296.35081017123304,Continuing
7,5,95.3466236160471,66.12644592776775,13.819237707053263,296.35081017123304,Continuing
8,8,242.7128680778461,98.33826396841823,31.701349901977387,296.35081017123304,Continuing
9,9,233.7243724057668,239.19262684813384,12.248929510195918,296.35081017123304,Continuing
10,47,188.5569729101656,185.5621551580682,54.376897144784756,296.35081017123304,Continuing
11,48,171.00469374345903,188.65000822455875,10.888583205014335,296.35081017123304,Continuing
12,54,197.8404462303588,159.7240637497414,38.10914848116934,296.35081017123304,Continuing
13,49,242.91509227554656,163.58888141911484,36.6412012715131,296.35081017123304,Continuing
14,45,224.5706110108938,241.32196660021873,14.106254116183573,296.35081017123304,Continuing
15,46,242.41091008794928,232.68237374087312,12.743937068393654,296.35081017123304,Continuing
16,52,231.07458974395303,234.9901614352675,11.566797452762518,296.35081017123304,Continuing
17,50,174.66437205644556,169.7547141178311,17.305396187014917,296.35081017123304,Continuing
18,51,181.925661105008,173.5669210501569,11.83114894411125,296.35081017123304,Continuing
19,44,159.30709474405634,172.11691755687343,12.279975488724181,296.35081017123304,Continuing
20,7,117.40631603510326,152.2044426981456,15.296139876220874,296.35081017123304,Continuing
21,62,277.3861208337041,129.9281353113022,17.492671025745906,296.35081017123304,Continuing
22,6,204.17680289774336,154.5943947198616,36.636114302106165,296.35081017123304,Continuing
23,38,182.9546167355371,156.97982423665235,35.06159024337264,296.35081017123304,Continuing
24,37,152.72295816440803,161.95304209648248,34.521936053703726,296.35081017123304,Continuing
25,63,228.4671903908735,138.6794460448516,68.92301133373307,296.35081017123304,Continuing
26,41,220.5104016857166,157.55016854844416,59.03546692575952,296.35081017123304,Continuing
27,42,179.2410423946837,135.58869521575775,150.67839724001857,296.35081017123304,Continuing
28,43,178.97379271834268,182.32029901169926,41.4254536199975,296.35081017123304,Continuing
29,35,207.09310351510177,165.37298975582667,37.40106616528924,296.35081017123304,Continuing
30,40,162.77817832797786,158.89336496846,37.5094101669616,296.35081017123304,Continuing
31,28,147.00005295683096,143.64649428030407,35.30883167629117,296.35081017123304,Continuing
32,39,140.76871335709305,142.85585185420769,32.03477092999538,296.35081017123304,Continuing
33,27,141.45379911190125,137.64109528295648,38.256760230652475,296.35081017123304,Continuing
34,34,88.47667256854467,123.52268784431953,29.795058716212026,296.35081017123304,Continuing
35,36,120.1628705347832,111.08694643462422,39.251564259678084,296.35081017123304,Continuing
36,4,109.60733027971378,111.07541688394076,29.122304461015325,296.35081017123304,Continuing
37,18,74.82276309333224,104.71687623239495,31.921722773160084,296.35081017123304,Continuing
38,70,172.0732296612731,6.488493537621338,223.11491307996548,296.35081017123304,Continuing
39,71,270.69323356331364,159.54470566598593,66.28959854334745,296.35081017123304,Continuing
40,68,65.48719407925006,176.71253414811872,55.55269423545659,296.35081017123304,Continuing
41,72,189.441220061326,157.56380671497482,93.05075924700353,296.35081017123304,Continuing
42,69,110.69482106635698,118.31872688688736,45.77109529089155,296.35081017123304,Continuing
43,32,106.70108583654164,98.08154829397517,31.63214216831292,296.35081017123304,Continuing
44,31,119.79704241922371,99.02980182016336,30.985945994857623,296.35081017123304,Continuing
45,17,106.8193434000782,94.2742264476833,33.59286529566435,296.35081017123304,Continuing
46,55,168.33383829683325,0.9846956157854234,220.31616901122962,296.35081017123304,Continuing
47,56,175.8319549576918,1.840631385345766,210.18030652688128,296.35081017123304,Continuing
48,61,201.80400290446065,172.76584363315578,39.28481685234674,296.35081017123304,Continuing
49,53,228.310761552046,176.54690941208855,87.06467407718604,296.35081017123304,Continuing
50,57,296.35081017123304,180.03453563105177,38.874725461273435,296.35081017123304,Max Elastic Modulus reached
