Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,15,48.22854697312115,0.001405562326685936,39.58562066377061,296.35081017123304,Continuing
2,21,50.104313602035774,29.2383364344128,38.78719876078533,296.35081017123304,Continuing
3,72,189.441220061326,45.674207545476264,6.953002926765751,296.35081017123304,Continuing
4,53,228.310761552046,66.0526021263369,78.80406086222783,296.35081017123304,Continuing
5,71,270.69323356331364,96.44161778255076,97.89214564417522,296.35081017123304,Continuing
6,58,211.5086541241532,124.69065952568786,111.36082553179406,296.35081017123304,Continuing
7,59,219.61643412334288,138.87086272432194,105.18110526472522,296.35081017123304,Continuing
8,60,272.2240045816517,150.03524337964222,100.3679714697628,296.35081017123304,Continuing
9,55,168.33383829683325,163.86684062878925,101.71083528287937,296.35081017123304,Continuing
10,57,296.35081017123304,211.74018407020253,50.121048175536416,296.35081017123304,Max Elastic Modulus reached
