Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,42.73622,7.6293945e-06,296.35081017123304,Continuing
2,1,71.68894182884907,76.53979,13.258841,296.35081017123304,Continuing
3,10,95.58773206251,58.593365,17.05567,296.35081017123304,Continuing
4,24,98.05789122606568,82.122894,20.694643,296.35081017123304,Continuing
5,27,141.45379911190125,64.61799,26.807207,296.35081017123304,Continuing
6,53,228.310761552046,127.55685,27.888624,296.35081017123304,Continuing
7,44,159.30709474405634,155.6307,72.52977,296.35081017123304,Continuing
8,60,272.2240045816517,155.75829,72.43493,296.35081017123304,Continuing
9,72,189.441220061326,179.26479,72.68373,296.35081017123304,Continuing
10,58,211.5086541241532,242.61723,36.9949,296.35081017123304,Continuing
11,59,219.61643412334288,223.58366,26.051437,296.35081017123304,Continuing
12,56,175.8319549576918,157.8987,51.597424,296.35081017123304,Continuing
13,57,296.35081017123304,220.68608,14.378151,296.35081017123304,Max Elastic Modulus reached
