Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,87.70771,18.281113,296.35081017123304,Continuing
2,71,270.69323356331364,255.41925,16.86874,296.35081017123304,Continuing
3,53,228.310761552046,385.60394,78.42969,296.35081017123304,Continuing
4,8,242.7128680778461,214.98119,28.239363,296.35081017123304,Continuing
5,9,233.7243724057668,218.53499,33.814594,296.35081017123304,Continuing
6,54,197.8404462303588,258.8948,44.66929,296.35081017123304,Continuing
7,58,211.5086541241532,212.95087,48.801365,296.35081017123304,Continuing
8,59,219.61643412334288,194.19624,34.40128,296.35081017123304,Continuing
9,55,168.33383829683325,183.61128,30.432888,296.35081017123304,Continuing
10,60,272.2240045816517,196.79622,30.311054,296.35081017123304,Continuing
11,57,296.35081017123304,213.3586,26.662416,296.35081017123304,Max Elastic Modulus reached
