Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,47,188.5569729101656,49.3719603463546,163.72236547572828,296.35081017123304,Continuing
2,0,81.74085575257114,0.0,179.99492009275352,296.35081017123304,Continuing
3,27,141.45379911190125,150.11302885446267,81.37825701642248,296.35081017123304,Continuing
4,19,56.88500845389184,142.70880335567844,80.13580773667223,296.35081017123304,Continuing
5,53,228.310761552046,122.88539119095056,62.00753272438401,296.35081017123304,Continuing
6,8,242.7128680778461,172.80971581877318,33.37128703504927,296.35081017123304,Continuing
7,9,233.7243724057668,234.10570382558626,19.557294516469472,296.35081017123304,Continuing
8,49,242.91509227554656,130.853912491512,94.4583292612726,296.35081017123304,Continuing
9,72,189.441220061326,172.9899827778978,74.56953425054688,296.35081017123304,Continuing
10,58,211.5086541241532,175.20283748880237,69.52523421318745,296.35081017123304,Continuing
11,59,219.61643412334288,178.71569060807758,66.55321078652652,296.35081017123304,Continuing
12,52,231.07458974395303,242.66201843383578,13.211005876004476,296.35081017123304,Continuing
13,45,224.5706110108938,236.33955101170068,10.893869897376364,296.35081017123304,Continuing
14,46,242.41091008794928,232.38508823150892,10.605902860892796,296.35081017123304,Continuing
15,41,220.5104016857166,207.65330408066347,49.17487211303067,296.35081017123304,Continuing
16,60,272.2240045816517,217.9536588119695,15.742237837497484,296.35081017123304,Continuing
17,61,201.80400290446065,260.1639770855718,41.337349506021965,296.35081017123304,Continuing
18,55,168.33383829683325,219.61487201356158,26.68962649853207,296.35081017123304,Continuing
19,57,296.35081017123304,222.40395349637447,25.11046329099145,296.35081017123304,Max Elastic Modulus reached
