Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,47,188.5569729101656,49.3719603463546,163.72236547572828,296.35081017123304,Continuing
2,0,81.74085575257114,0.0,179.99492009275352,296.35081017123304,Continuing
3,27,141.45379911190125,150.11302885446267,81.37825701642248,296.35081017123304,Continuing
4,19,56.88500845389184,142.70880335567844,80.13580773667223,296.35081017123304,Continuing
5,8,242.7128680778461,122.88945174120342,61.992654806002314,296.35081017123304,Continuing
6,9,233.7243724057668,237.21450148349152,18.325695610981775,296.35081017123304,Continuing
7,17,106.8193434000782,123.31999300345342,24.881472309731944,296.35081017123304,Continuing
8,49,242.91509227554656,131.5042908679909,102.5237290760069,296.35081017123304,Continuing
9,52,231.07458974395303,242.84440718044561,15.040392899292687,296.35081017123304,Continuing
10,45,224.5706110108938,236.5322520032655,10.648223902910077,296.35081017123304,Continuing
11,46,242.41091008794928,232.51391784735824,10.47103690010466,296.35081017123304,Continuing
12,41,220.5104016857166,187.5438972922957,80.67625993302839,296.35081017123304,Continuing
13,7,117.40631603510326,197.83353451699804,58.3522531016615,296.35081017123304,Continuing
14,35,207.09310351510177,188.80087984297188,16.6884505008682,296.35081017123304,Continuing
15,28,147.00005295683096,178.28782609817756,16.617838987817777,296.35081017123304,Continuing
16,50,174.66437205644556,168.02463567758264,18.310272790872713,296.35081017123304,Continuing
17,51,181.925661105008,172.48781753147648,13.232578874987338,296.35081017123304,Continuing
18,54,197.8404462303588,175.4548371350436,31.71105562020232,296.35081017123304,Continuing
19,44,159.30709474405634,169.68789919474682,13.605465804760357,296.35081017123304,Continuing
20,63,228.4671903908735,162.3163239385899,49.01813145069274,296.35081017123304,Continuing
21,43,178.97379271834268,225.06088614215673,121.594875420591,296.35081017123304,Continuing
22,40,162.77817832797786,181.55416258257105,39.45808927157751,296.35081017123304,Continuing
23,42,179.2410423946837,177.02168427312063,18.119179857751714,296.35081017123304,Continuing
24,62,277.3861208337041,179.92771389112204,17.604088028498815,296.35081017123304,Continuing
25,37,152.72295816440803,172.17855236273726,32.987505394727805,296.35081017123304,Continuing
26,38,182.9546167355371,163.4760213574384,31.32838875855479,296.35081017123304,Continuing
27,39,140.76871335709305,161.2686973073021,33.21799432415264,296.35081017123304,Continuing
28,6,204.17680289774336,153.7749018038469,33.5552682261519,296.35081017123304,Continuing
29,34,88.47667256854467,141.43472073817588,32.483215982542184,296.35081017123304,Continuing
30,5,95.3466236160471,126.7838646502953,35.16819103117975,296.35081017123304,Continuing
31,36,120.1628705347832,123.63249164424383,38.6860617724443,296.35081017123304,Continuing
32,4,109.60733027971378,114.83378306718328,32.50933804363937,296.35081017123304,Continuing
33,18,74.82276309333224,108.88144232113063,32.94604098343736,296.35081017123304,Continuing
34,31,119.79704241922371,102.38784994986645,31.867931182323474,296.35081017123304,Continuing
35,32,106.70108583654164,106.22200748628347,30.145685139856592,296.35081017123304,Continuing
36,26,42.736240369816734,86.3912178764649,29.89822183693965,296.35081017123304,Continuing
37,1,71.68894182884907,83.09397528417867,31.94840702554922,296.35081017123304,Continuing
38,33,72.06868568538891,72.10987931122827,28.42224690532946,296.35081017123304,Continuing
39,29,51.50598562924656,68.85025963162752,31.712332331461187,296.35081017123304,Continuing
40,21,50.104313602035774,62.77820909438742,29.180408381779806,296.35081017123304,Continuing
41,30,42.124759091300646,60.26160210222179,28.436964123036034,296.35081017123304,Continuing
42,24,98.05789122606568,59.99260693348015,34.15913627328018,296.35081017123304,Continuing
43,3,79.49162278991126,58.24970796545949,28.244680548705492,296.35081017123304,Continuing
