Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,585.734,112.79021,296.35081017123304,Continuing
2,49,242.91509227554656,195.35365,7.19536,296.35081017123304,Continuing
3,52,231.07458974395303,248.32729,12.270955,296.35081017123304,Continuing
4,8,242.7128680778461,235.54683,31.380148,296.35081017123304,Continuing
5,54,197.8404462303588,278.86496,44.446968,296.35081017123304,Continuing
6,9,233.7243724057668,229.64673,32.247353,296.35081017123304,Continuing
7,45,224.5706110108938,220.25926,20.99061,296.35081017123304,Continuing
8,46,242.41091008794928,210.69693,20.06293,296.35081017123304,Continuing
9,55,168.33383829683325,190.91806,40.269917,296.35081017123304,Continuing
10,47,188.5569729101656,183.75249,18.90148,296.35081017123304,Continuing
11,48,171.00469374345903,179.10371,18.170017,296.35081017123304,Continuing
12,0,81.74085575257114,175.0696,58.691803,296.35081017123304,Continuing
13,50,174.66437205644556,140.17891,15.075961,296.35081017123304,Continuing
14,51,181.925661105008,163.30573,16.475298,296.35081017123304,Continuing
15,44,159.30709474405634,173.60976,18.40594,296.35081017123304,Continuing
16,62,277.3861208337041,164.09465,19.526312,296.35081017123304,Continuing
17,6,204.17680289774336,219.84865,27.209747,296.35081017123304,Continuing
18,61,201.80400290446065,220.06363,25.975021,296.35081017123304,Continuing
19,7,117.40631603510326,194.82729,24.040714,296.35081017123304,Continuing
20,56,175.8319549576918,198.60622,22.946346,296.35081017123304,Continuing
21,57,296.35081017123304,183.70314,24.185677,296.35081017123304,Max Elastic Modulus reached
