Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,546.8169,104.9339,296.35081017123304,Continuing
2,58,211.5086541241532,205.4661,8.445199,296.35081017123304,Continuing
3,59,219.61643412334288,216.90756,11.815132,296.35081017123304,Continuing
4,60,272.2240045816517,215.23184,14.797931,296.35081017123304,Continuing
5,6,204.17680289774336,351.5699,60.63655,296.35081017123304,Continuing
6,52,231.07458974395303,211.63464,22.827486,296.35081017123304,Continuing
7,45,224.5706110108938,227.51965,21.535374,296.35081017123304,Continuing
8,61,201.80400290446065,237.40327,21.193005,296.35081017123304,Continuing
9,46,242.41091008794928,225.28293,19.985155,296.35081017123304,Continuing
10,49,242.91509227554656,223.10414,21.152163,296.35081017123304,Continuing
11,7,117.40631603510326,191.67154,47.56593,296.35081017123304,Continuing
12,56,175.8319549576918,196.08536,19.450804,296.35081017123304,Continuing
13,41,220.5104016857166,158.79184,21.965149,296.35081017123304,Continuing
14,35,207.09310351510177,155.89287,20.175072,296.35081017123304,Continuing
15,18,74.82276309333224,206.80647,28.665201,296.35081017123304,Continuing
16,4,109.60733027971378,132.71849,28.19015,296.35081017123304,Continuing
17,62,277.3861208337041,150.42775,16.88081,296.35081017123304,Continuing
18,54,197.8404462303588,214.21204,24.762066,296.35081017123304,Continuing
19,55,168.33383829683325,208.72647,22.993216,296.35081017123304,Continuing
20,63,228.4671903908735,209.5978,22.515224,296.35081017123304,Continuing
21,43,178.97379271834268,188.42609,32.607506,296.35081017123304,Continuing
22,37,152.72295816440803,223.69817,23.167074,296.35081017123304,Continuing
23,40,162.77817832797786,198.41663,22.41196,296.35081017123304,Continuing
24,70,172.0732296612731,176.1373,28.078556,296.35081017123304,Continuing
25,44,159.30709474405634,162.8947,17.433363,296.35081017123304,Continuing
26,72,189.441220061326,150.92223,28.763697,296.35081017123304,Continuing
27,38,182.9546167355371,156.02069,17.025415,296.35081017123304,Continuing
28,42,179.2410423946837,149.07883,23.216448,296.35081017123304,Continuing
29,57,296.35081017123304,157.38983,21.908792,296.35081017123304,Max Elastic Modulus reached
