Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,47,188.5569729101656,49.3719603463546,163.72236547572828,296.35081017123304,Continuing
2,0,81.74085575257114,0.0,179.99492009275352,296.35081017123304,Continuing
3,27,141.45379911190125,150.11302885446267,81.37825701642248,296.35081017123304,Continuing
4,19,56.88500845389184,142.70880335567844,80.13580773667223,296.35081017123304,Continuing
5,72,189.441220061326,122.69499290973646,62.36943117370789,296.35081017123304,Continuing
6,69,110.69482106635698,143.09738543551285,62.9280628356228,296.35081017123304,Continuing
7,60,272.2240045816517,131.2883379667424,56.32967403494251,296.35081017123304,Continuing
8,58,211.5086541241532,147.58135315237558,73.10670096053987,296.35081017123304,Continuing
9,59,219.61643412334288,227.07455835852932,44.293886410447726,296.35081017123304,Continuing
10,61,201.80400290446065,293.09099809270765,61.57752300495377,296.35081017123304,Continuing
11,53,228.310761552046,205.8067742695764,62.32588367381895,296.35081017123304,Continuing
12,52,231.07458974395303,212.80096338991143,42.89972535625422,296.35081017123304,Continuing
13,45,224.5706110108938,224.38027290451964,30.930872533456263,296.35081017123304,Continuing
14,43,178.97379271834268,191.00238376678476,77.09178205919466,296.35081017123304,Continuing
15,46,242.41091008794928,224.67643426369546,25.974951272347337,296.35081017123304,Continuing
16,49,242.91509227554656,229.72786775514578,23.036187890892435,296.35081017123304,Continuing
17,55,168.33383829683325,213.85083102370754,27.89326719001689,296.35081017123304,Continuing
18,57,296.35081017123304,217.3890000914132,26.952871865822264,296.35081017123304,Max Elastic Modulus reached
