Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,42.73624036981699,0.0,296.35081017123304,Continuing
2,1,71.68894182884907,72.37974806070982,39.0046153827544,296.35081017123304,Continuing
3,2,66.30151481091211,72.58247742383239,39.0046153827544,296.35081017123304,Continuing
4,8,242.7128680778461,72.37499752910054,39.0046153827544,296.35081017123304,Continuing
5,9,233.7243724057668,184.3512442542691,199.97662770802938,296.35081017123304,Continuing
6,71,270.69323356331364,221.76203338225784,199.97662770802938,296.35081017123304,Continuing
7,53,228.310761552046,239.6235415933843,36.968861157546854,296.35081017123304,Continuing
8,70,172.0732296612731,157.00673078518957,227.9569931934969,296.35081017123304,Continuing
9,47,188.5569729101656,202.6417640134021,199.97662770802938,296.35081017123304,Continuing
10,48,171.00469374345903,195.05734715227067,160.972012325275,296.35081017123304,Continuing
11,6,204.17680289774336,175.15970249362127,171.9171054308943,296.35081017123304,Continuing
12,34,88.47667256854467,156.08987176858105,161.44056252792666,296.35081017123304,Continuing
13,7,117.40631603510326,173.05580524983608,122.43594714517225,296.35081017123304,Continuing
14,37,152.72295816440803,170.98273092466647,115.70013032919871,296.35081017123304,Continuing
15,60,272.2240045816517,174.8493935163641,86.7704868626401,296.35081017123304,Continuing
16,58,211.5086541241532,239.33557608653228,101.21931083819265,296.35081017123304,Continuing
17,43,178.97379271834268,208.83235180976723,154.81768854654842,296.35081017123304,Continuing
18,59,219.61643412334288,221.5372622728771,93.250211863309,296.35081017123304,Continuing
19,54,197.8404462303588,204.30005064134014,101.21931083819265,296.35081017123304,Continuing
20,57,296.35081017123304,209.65584818915923,101.21931083819265,296.35081017123304,Max Elastic Modulus reached
