Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,72,189.441220061326,459.89728,94.86821,296.35081017123304,Continuing
2,0,81.74085575257114,241.85162,31.192265,296.35081017123304,Continuing
3,60,272.2240045816517,230.54306,13.241934,296.35081017123304,Continuing
4,61,201.80400290446065,306.66757,21.63902,296.35081017123304,Continuing
5,41,220.5104016857166,335.32986,73.35479,296.35081017123304,Continuing
6,35,207.09310351510177,213.92795,60.498722,296.35081017123304,Continuing
7,59,219.61643412334288,209.95708,27.471954,296.35081017123304,Continuing
8,69,110.69482106635698,197.8894,35.858055,296.35081017123304,Continuing
9,52,231.07458974395303,189.56772,34.495415,296.35081017123304,Continuing
10,45,224.5706110108938,220.34882,35.63984,296.35081017123304,Continuing
11,46,242.41091008794928,222.28198,34.756363,296.35081017123304,Continuing
12,49,242.91509227554656,213.24788,29.51165,296.35081017123304,Continuing
13,55,168.33383829683325,216.917,26.85856,296.35081017123304,Continuing
14,43,178.97379271834268,190.80768,27.10971,296.35081017123304,Continuing
15,28,147.00005295683096,187.04631,32.642334,296.35081017123304,Continuing
16,56,175.8319549576918,172.81837,21.468435,296.35081017123304,Continuing
17,70,172.0732296612731,180.79387,22.689726,296.35081017123304,Continuing
18,53,228.310761552046,172.52681,31.112574,296.35081017123304,Continuing
19,42,179.2410423946837,159.89366,21.14574,296.35081017123304,Continuing
20,63,228.4671903908735,162.22821,18.80544,296.35081017123304,Continuing
21,62,277.3861208337041,175.59209,20.392862,296.35081017123304,Continuing
22,54,197.8404462303588,176.03365,20.903625,296.35081017123304,Continuing
23,37,152.72295816440803,171.65431,19.88715,296.35081017123304,Continuing
24,40,162.77817832797786,180.89307,24.286663,296.35081017123304,Continuing
25,44,159.30709474405634,168.73569,17.865942,296.35081017123304,Continuing
26,57,296.35081017123304,159.50471,19.756828,296.35081017123304,Max Elastic Modulus reached
