Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,481.0275,98.96444,296.35081017123304,Continuing
2,53,228.310761552046,232.95973,14.792208,296.35081017123304,Continuing
3,59,219.61643412334288,221.34428,12.009092,296.35081017123304,Continuing
4,8,242.7128680778461,219.52313,30.066254,296.35081017123304,Continuing
5,9,233.7243724057668,254.11203,37.008217,296.35081017123304,Continuing
6,60,272.2240045816517,211.61668,21.468874,296.35081017123304,Continuing
7,52,231.07458974395303,290.8943,28.06063,296.35081017123304,Continuing
8,61,201.80400290446065,284.82135,28.10713,296.35081017123304,Continuing
9,2,66.30151481091211,242.34132,59.797417,296.35081017123304,Continuing
10,45,224.5706110108938,229.90553,23.674217,296.35081017123304,Continuing
11,46,242.41091008794928,231.23938,22.757084,296.35081017123304,Continuing
12,49,242.91509227554656,217.85356,20.810917,296.35081017123304,Continuing
13,56,175.8319549576918,180.64445,19.93759,296.35081017123304,Continuing
14,6,204.17680289774336,175.58528,22.752007,296.35081017123304,Continuing
15,7,117.40631603510326,196.48997,23.388453,296.35081017123304,Continuing
16,43,178.97379271834268,150.38396,44.862503,296.35081017123304,Continuing
17,55,168.33383829683325,178.7069,18.749996,296.35081017123304,Continuing
18,41,220.5104016857166,166.50182,31.507715,296.35081017123304,Continuing
19,42,179.2410423946837,151.36833,22.83336,296.35081017123304,Continuing
20,54,197.8404462303588,157.58307,17.84849,296.35081017123304,Continuing
21,63,228.4671903908735,163.19975,17.875694,296.35081017123304,Continuing
22,62,277.3861208337041,178.54237,18.05212,296.35081017123304,Continuing
23,40,162.77817832797786,169.13338,23.646343,296.35081017123304,Continuing
24,44,159.30709474405634,164.60422,17.5969,296.35081017123304,Continuing
25,57,296.35081017123304,164.79056,17.307089,296.35081017123304,Max Elastic Modulus reached
