Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,69,110.69482106635698,589.61163,114.877205,296.35081017123304,Continuing
2,58,211.5086541241532,203.19995,8.296594,296.35081017123304,Continuing
3,59,219.61643412334288,223.02176,12.657808,296.35081017123304,Continuing
4,8,242.7128680778461,204.7313,25.68511,296.35081017123304,Continuing
5,9,233.7243724057668,229.46762,33.52469,296.35081017123304,Continuing
6,60,272.2240045816517,203.24565,19.884739,296.35081017123304,Continuing
7,61,201.80400290446065,306.92087,26.82218,296.35081017123304,Continuing
8,52,231.07458974395303,267.53403,25.93711,296.35081017123304,Continuing
9,2,66.30151481091211,236.75647,59.616787,296.35081017123304,Continuing
10,45,224.5706110108938,237.75249,23.011879,296.35081017123304,Continuing
11,46,242.41091008794928,242.33844,24.317888,296.35081017123304,Continuing
12,49,242.91509227554656,227.48083,20.47664,296.35081017123304,Continuing
13,56,175.8319549576918,190.18672,19.06998,296.35081017123304,Continuing
14,6,204.17680289774336,168.16502,21.90451,296.35081017123304,Continuing
15,7,117.40631603510326,195.9334,22.91389,296.35081017123304,Continuing
16,41,220.5104016857166,168.28226,30.970625,296.35081017123304,Continuing
17,43,178.97379271834268,171.72998,44.370274,296.35081017123304,Continuing
18,42,179.2410423946837,154.00587,22.316113,296.35081017123304,Continuing
19,55,168.33383829683325,171.41785,19.719254,296.35081017123304,Continuing
20,54,197.8404462303588,167.66615,19.303005,296.35081017123304,Continuing
21,63,228.4671903908735,163.86917,17.064663,296.35081017123304,Continuing
22,62,277.3861208337041,175.30693,17.870806,296.35081017123304,Continuing
23,47,188.5569729101656,186.78847,20.218164,296.35081017123304,Continuing
24,48,171.00469374345903,189.24617,19.510582,296.35081017123304,Continuing
25,40,162.77817832797786,188.93135,23.515657,296.35081017123304,Continuing
26,44,159.30709474405634,186.81203,17.92934,296.35081017123304,Continuing
27,70,172.0732296612731,146.81998,34.86793,296.35081017123304,Continuing
28,72,189.441220061326,151.88481,33.290302,296.35081017123304,Continuing
29,71,270.69323356331364,171.53848,23.964605,296.35081017123304,Continuing
30,50,174.66437205644556,161.3211,15.803964,296.35081017123304,Continuing
31,51,181.925661105008,163.93654,15.550461,296.35081017123304,Continuing
32,37,152.72295816440803,152.91728,20.33443,296.35081017123304,Continuing
33,57,296.35081017123304,132.38676,15.677267,296.35081017123304,Max Elastic Modulus reached
