Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,0.0,228.31075871150543,296.35081017123304,Continuing
2,47,188.5569729101656,120.3895800682898,122.09379790057399,296.35081017123304,Continuing
3,48,171.00469374345903,188.55695779478944,0.05001294398626093,296.35081017123304,Continuing
4,49,242.91509227554656,162.7849838613945,79.00193453912064,296.35081017123304,Continuing
5,52,231.07458974395303,241.3077840549529,17.811112407488565,296.35081017123304,Continuing
6,45,224.5706110108938,235.65510821408793,13.147688503276505,296.35081017123304,Continuing
7,46,242.41091008794928,231.95759871727978,12.156982988537465,296.35081017123304,Continuing
8,41,220.5104016857166,228.9034869170248,34.559566826466764,296.35081017123304,Continuing
9,35,207.09310351510177,208.41704993210692,18.357205014883043,296.35081017123304,Continuing
10,61,201.80400290446065,201.0779596625282,43.69563980168266,296.35081017123304,Continuing
11,60,272.2240045816517,199.8629604872283,20.34009988669546,296.35081017123304,Continuing
12,58,211.5086541241532,265.46653159538664,13.666694221312763,296.35081017123304,Continuing
13,59,219.61643412334288,235.0712844931454,21.55004794337746,296.35081017123304,Continuing
14,55,168.33383829683325,216.29568406282715,23.985278954610667,296.35081017123304,Continuing
15,57,296.35081017123304,218.7894469777101,25.127812147387665,296.35081017123304,Max Elastic Modulus reached
