Iteration,Index,Observed Target Value,Predicted Target Value,Uncertainty,Max Elastic Modulus in Dataset,Stopping Reason
1,0,81.74085575257114,171.0047,4.5776367e-05,296.35081017123304,Continuing
2,10,95.58773206251,144.225,40.905487,296.35081017123304,Continuing
3,8,242.7128680778461,133.04204,42.088913,296.35081017123304,Continuing
4,9,233.7243724057668,223.88672,39.99819,296.35081017123304,Continuing
5,53,228.310761552046,211.45316,43.06117,296.35081017123304,Continuing
6,71,270.69323356331364,225.92705,18.940662,296.35081017123304,Continuing
7,68,65.48719407925006,168.58328,48.163982,296.35081017123304,Continuing
8,70,172.0732296612731,211.37868,35.53386,296.35081017123304,Continuing
9,72,189.441220061326,184.31747,22.622839,296.35081017123304,Continuing
10,42,179.2410423946837,183.30077,21.625551,296.35081017123304,Continuing
11,47,188.5569729101656,180.54655,19.593527,296.35081017123304,Continuing
12,44,159.30709474405634,179.59528,10.923914,296.35081017123304,Continuing
13,60,272.2240045816517,167.76224,11.259828,296.35081017123304,Continuing
14,58,211.5086541241532,222.94661,46.24723,296.35081017123304,Continuing
15,56,175.8319549576918,186.68608,38.384953,296.35081017123304,Continuing
16,59,219.61643412334288,220.8684,30.078676,296.35081017123304,Continuing
17,57,296.35081017123304,215.68262,17.956547,296.35081017123304,Max Elastic Modulus reached
